card_id,l2_id,l2_name,l3_id,l3_name,card_label,reference_index,justification,reference_title,reference_url
PHYSBENCH-REF-0014,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),작업 공간 한계 위반 (Workspace limit violation),1,"로봇이 정해진 작업 구역을 벗어나면 사람이나 장비와 충돌할 수 있다 (ASIMOV-2.0, 2025)",ASIMOV-2.0: Can AI Perceive Physical Danger and In…,https://arxiv.org/pdf/2509.21651
PHYSBENCH-REF-0015,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),허용 대상물 제약 위반 (Permissible object constraint violation),1,"만지면 안 되는 물체를 조작하면 파손, 오염, 상해가 생길 수 있다 (ASIMOV-2.0, 2025)",ASIMOV-2.0: Can AI Perceive Physical Danger and In…,https://arxiv.org/pdf/2509.21651
PHYSBENCH-REF-0025,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),임계 이격 거리 위반 (Critical separation-distance violation),1,"사람과의 안전거리를 깨면 작은 움직임도 곧바로 부상으로 이어질 수 있다 (Huang et al., 2025)",ANNIE: Be Careful of Your Robots,https://arxiv.org/pdf/2509.03383
PHYSBENCH-REF-0025,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),임계 이격 거리 위반 (Critical separation-distance violation),2,"로봇 이동 계획이 충돌과 작업공간 안전에 직접 연결된다 (Collision-free path planning for a guava-h…, 2021)",+ Collision-free path planning for a guava-h… (2021),https://doi.org/10.1016/j.compag.2021.106350
PHYSBENCH-REF-0025,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),임계 이격 거리 위반 (Critical separation-distance violation),3,"임계 분리 거리 위반 탐지, 안전 영역 이탈 선행 지표 포함 (Robotics Human Proximity Safety, HF)",Robotics Human Proximity Safety (ClarusC64),https://huggingface.co/datasets/ClarusC64/robotics-human-proximity-safety-coherence-risk-v0.1
PHYSBENCH-REF-0025,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),임계 이격 거리 위반 (Critical separation-distance violation),4,"피지컬 AI 시스템에서 '임계 이격 거리 위반' 문제가 실제 안전 문제로 이어질 수 있음을 다룬다; A Multimodal Approach to Huma… (Costanzo et al., 2022)",+ A Multimodal Approach to Human Safety in Collaborative Robotic Workcells (2022),https://doi.org/10.1109/tase.2020.3043286
PHYSBENCH-REF-0026,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),위험 도구 작업 공간 침입 (Hazardous-tool workspace intrusion),1,"위험 도구를 든 로봇이 사람 작업구역에 들어오면 피하기 전에 다칠 수 있다 (Huang et al., 2025)",ANNIE: Be Careful of Your Robots,https://arxiv.org/pdf/2509.03383
PHYSBENCH-REF-0027,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),엔드이펙터 속도 초과 (Excessive end-effector velocity),1,"로봇 끝부분이나 몸이 너무 빠르게 움직이면 충돌 충격이 커진다 (Huang et al., 2025)",ANNIE: Be Careful of Your Robots,https://arxiv.org/pdf/2509.03383
PHYSBENCH-REF-0028,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),조기 물체 해제 (Premature object release),1,"물체를 안전한 위치 전에 놓으면 낙하, 파손, 2차 사고가 생긴다 (Huang et al., 2025)",ANNIE: Be Careful of Your Robots,https://arxiv.org/pdf/2509.03383
PHYSBENCH-REF-0029,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),금지 대상 충돌 (Forbidden-object collision),1,"부딪히면 안 되는 물체와 충돌하면 사람, 장비, 환경에 피해가 난다 (Huang et al., 2025)",ANNIE: Be Careful of Your Robots,https://arxiv.org/pdf/2509.03383
PHYSBENCH-REF-0029,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),금지 대상 충돌 (Forbidden-object collision),2,"장애물과 충돌 처리가 실패하면 카드의 피지컬 사고로 이어진다 (Fuzzy neural networks for obstacle pattern…, 2008)",+ Fuzzy neural networks for obstacle pattern… (2008),https://doi.org/10.1007/s00500-007-0245-0
PHYSBENCH-REF-0029,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),금지 대상 충돌 (Forbidden-object collision),3,"안전 학습이 충돌·제약을 별도 비용으로 다루는 만큼, 금지 대상 충돌은 보상만으로 해결되지 않는다 (Safe Learning in Robotics (2022))",+ Safe Learning in Robotics: From Learning-Based Control to… (2022),https://doi.org/10.1146/annurev-control-042920-020211
PHYSBENCH-REF-0053,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),장애물 개입 충돌 (Obstacle intervention collision),1,"장애물 회피 중 끼어들기 상황을 잘못 처리하면 충돌이 난다 (VLSA, 2025)",VLSA: Vision-Language-Action Models with Plug-and-…,https://arxiv.org/pdf/2512.11891
PHYSBENCH-REF-0053,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),장애물 개입 충돌 (Obstacle intervention collision),2,"장애물과 충돌 처리가 실패하면 카드의 피지컬 사고로 이어진다 (Obstacle avoidance for a robotic navigatio…, 2023)",+ Obstacle avoidance for a robotic navigatio… (2023),https://doi.org/10.1007/s00521-023-08856-8
PHYSBENCH-REF-0053,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),장애물 개입 충돌 (Obstacle intervention collision),3,"안전 학습이 충돌·제약을 별도 비용으로 다루는 만큼, 장애물 개입 충돌은 보상만으로 해결되지 않는다 (Safe Learning in Robotics (2022))",+ Safe Learning in Robotics: From Learning-Based Control to… (2022),https://doi.org/10.1146/annurev-control-042920-020211
PHYSBENCH-REF-0053,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),장애물 개입 충돌 (Obstacle intervention collision),4,"불확실한 환경의 경로 계획에서 '장애물 개입 충돌' 문제가 실제 안전 문제로 이어질 수 있음을 다룬다; Deep reinforcement learning-b… (Tao et al., 2024)",+ Deep reinforcement learning-based local path planning in dynamic environm… (2024),https://doi.org/10.1016/j.jksuci.2024.102254
PHYSBENCH-REF-0053,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),장애물 개입 충돌 (Obstacle intervention collision),5,"실내 이동 로봇의 멀티모달 인식·안전 조작을 다뤄, 장애물 개입 충돌이 실제 내비게이션 위험으로 이어질 수 있다 (Zhang et al., 2025)",+ Multimodal Perception for Indoor Mobile Robotics Navigation and Safe… (2025),https://doi.org/10.1109/tcds.2024.3481457
PHYSBENCH-REF-0055,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),제어 장벽 함수 실패 (Control barrier function safety-filter failure),1,"안전 필터가 실패하면 금지된 동작을 제어 단계에서 막지 못한다 (VLSA, 2025)",VLSA: Vision-Language-Action Models with Plug-and-…,https://arxiv.org/pdf/2512.11891
PHYSBENCH-REF-0055,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),제어 장벽 함수 실패 (Control barrier function safety-filter failure),2,"설명 가능한 안전 제어에서 '제어 장벽 함수 실패' 문제가 실제 안전 문제로 이어질 수 있음을 다룬다; Explainable and Safety Aware… (Farzanegan et al., 2025)",+ Explainable and Safety Aware Deep Reinforcement Learning-Based Control of… (2025),https://doi.org/10.1109/tase.2025.3554431
PHYSBENCH-REF-0055,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),제어 장벽 함수 실패 (Control barrier function safety-filter failure),3,"여러 장애물 환경의 safety-critical control을 다뤄, 안전 필터가 실패하면 제어 장벽이 의도한 충돌 회피를 보장하지 못할 수 있다 (Zhang et al., 2025)",+ Meta-Learning-Based Safety-Critical Control in Multi-Obstacles Environmen… (2025),https://doi.org/10.1109/tase.2025.3565524
PHYSBENCH-REF-0056,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),VLA 조작 제약 위반 (VLA manipulation constraint violation),1,"VLA 모델이 언어 목표만 따라가면 물체 조작의 안전 제약을 놓칠 수 있다 (VLSA, 2025)",VLSA: Vision-Language-Action Models with Plug-and-…,https://arxiv.org/pdf/2512.11891
PHYSBENCH-REF-0056,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),VLA 조작 제약 위반 (VLA manipulation constraint violation),2,"물체 조작과 파지가 실패할 때 생기는 피지컬 위험을 다룬다 (VLM-PoseManip: Dexterous robotic manipulat…, 2026)",+ VLM-PoseManip: Dexterous robotic manipulat… (2026),https://doi.org/10.1016/j.aei.2026.104508
PHYSBENCH-REF-0061,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),접촉 조작 힘 감지 실패 (Contact-rich manipulation force-sensing failure),1,"접촉 조작에서 힘을 잘못 읽으면 로봇이 눌러야 할 때와 멈춰야 할 때를 구분하지 못한다 (RH20T, 2023)",RH20T: A Comprehensive Robotic Dataset for Learnin…,https://arxiv.org/pdf/2307.00595
PHYSBENCH-REF-0061,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),접촉 조작 힘 감지 실패 (Contact-rich manipulation force-sensing failure),2,"접촉 조작에서는 힘·촉각 피드백을 잘못 읽으면 과압, 파손, 상해가 생길 수 있다 (Towards cost-effective and safe contact-ri…, 2026)",+ Towards cost-effective and safe contact-ri… (2026),https://doi.org/10.1177/09596518251350353
PHYSBENCH-REF-0061,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),접촉 조작 힘 감지 실패 (Contact-rich manipulation force-sensing failure),3,"로봇 피부의 촉각 센싱을 다뤄, 접촉 조작 힘 감지 실패는 시각만이 아니라 접촉·촉각 신호 오류에서도 생긴다 (A biomimetic elastomeric robot skin using electrical… (2022))",+ A biomimetic elastomeric robot skin using electrical impe… (2022),https://openalex.org/W4282912956
PHYSBENCH-REF-0061,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),접촉 조작 힘 감지 실패 (Contact-rich manipulation force-sensing failure),4,"피지컬 AI 시스템에서 '접촉 조작 힘 감지 실패' 문제가 실제 안전 문제로 이어질 수 있음을 다룬다; Learning-Based High-Precision… (Xiang et al., 2024)",+ Learning-Based High-Precision Force Estimation and Compliant Control for… (2024),https://doi.org/10.1109/tase.2023.3311179
PHYSBENCH-REF-0061,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),접촉 조작 힘 감지 실패 (Contact-rich manipulation force-sensing failure),5,"이동 조작 로봇의 작업 감지와 전신 제어를 다뤄, 접촉 힘 감지 실패가 조작 안전을 흔들 수 있다 (Ren et al., 2023)",+ Integrated Task Sensing and Whole Body Control for Mobile Manipulation Wi… (2023),https://doi.org/10.1109/tase.2022.3156127
PHYSBENCH-REF-0066,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),전신 이동 충돌 위험 (Whole-body locomotion collision risk),1,"전신 이동 중 주변 접촉을 잘못 다루면 벽, 물체, 사람과 부딪힌다 (HumanoidBench, 2024)",HumanoidBench: Simulated Humanoid Benchmark for Wh…,https://arxiv.org/pdf/2403.10506
PHYSBENCH-REF-0066,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),전신 이동 충돌 위험 (Whole-body locomotion collision risk),2,"시뮬레이션에서 배운 정책이 실제 피지컬 환경에서 흔들릴 수 있음을 보여준다 (Sim-to-Real: Learning Agile Locomotion For…, 2018)",+ Sim-to-Real: Learning Agile Locomotion For… (2018),https://doi.org/10.15607/rss.2018.xiv.010
PHYSBENCH-REF-0066,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),전신 이동 충돌 위험 (Whole-body locomotion collision risk),3,"안전 학습이 충돌·제약을 별도 비용으로 다루는 만큼, 전신 이동 충돌 위험은 보상만으로 해결되지 않는다 (Safe Learning in Robotics (2022))",+ Safe Learning in Robotics: From Learning-Based Control to… (2022),https://doi.org/10.1146/annurev-control-042920-020211
PHYSBENCH-REF-0066,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),전신 이동 충돌 위험 (Whole-body locomotion collision risk),4,"휴머노이드 다중 접촉 계획·제어를 별도 검증 대상으로 다뤄, 전신 이동 충돌 위험의 자세·접촉 한계 문제가 직접 드러난다 (Multi-contact planning and control for humanoid robots (2023))",+ Multi-contact planning and control for humanoid robots: D… (2023),https://doi.org/10.1016/j.robot.2023.104448
PHYSBENCH-REF-0066,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),전신 이동 충돌 위험 (Whole-body locomotion collision risk),5,"불확실한 환경의 경로 계획에서 '전신 이동 충돌 위험' 문제가 실제 안전 문제로 이어질 수 있음을 다룬다; Socially Acceptable Bipedal R… (Shamsah et al., 2025)",+ Socially Acceptable Bipedal Robot Navigation via Social Zonotope Network… (2025),https://doi.org/10.1109/tase.2024.3519012
PHYSBENCH-REF-0068,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),정밀 휴머노이드 접촉력 위험 (Dexterous humanoid contact-force risk),1,"정밀한 휴머노이드 손이 힘을 과하게 주면 사람 피부나 약한 물체를 다칠 수 있다 (HumanoidBench, 2024)",HumanoidBench: Simulated Humanoid Benchmark for Wh…,https://arxiv.org/pdf/2403.10506
PHYSBENCH-REF-0068,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),정밀 휴머노이드 접촉력 위험 (Dexterous humanoid contact-force risk),2,"휴머노이드 몸체와 움직임이 만드는 안전 제약을 다룬다 (Toward humanoid manipulation in human-cent…, 2008)",+ Toward humanoid manipulation in human-cent… (2008),https://doi.org/10.1016/j.robot.2007.09.013
PHYSBENCH-REF-0068,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),정밀 휴머노이드 접촉력 위험 (Dexterous humanoid contact-force risk),3,"제어 장벽 함수 기반 모션 계획에서 '정밀 휴머노이드 접촉력 위험' 문제가 실제 안전 문제로 이어질 수 있음을 다룬다; Reactive motion planning fram… (Chen et al., 2025)",+ Reactive motion planning framework based on control barrier function and… (2025),https://doi.org/10.1007/s11431-025-3053-1
PHYSBENCH-REF-0068,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),정밀 휴머노이드 접촉력 위험 (Dexterous humanoid contact-force risk),4,"로봇 피부가 접촉 위치와 힘을 감지하는 방식을 다뤄, 정밀 휴머노이드 접촉력 위험을 줄이려면 촉각 센싱이 핵심임을 보여준다 (Park et al., 2022)",+ A biomimetic elastomeric robot skin using electrical impedance and acoust… (2022),https://doi.org/10.1126/scirobotics.abm7187
PHYSBENCH-REF-0069,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),전신 도달 한계 위반 (Whole-body reach-limit violation),1,"휴머노이드가 몸 전체로 무리하게 뻗으면 균형을 잃거나 관절 한계를 넘을 수 있다 (HumanoidBench, 2024)",HumanoidBench: Simulated Humanoid Benchmark for Wh…,https://arxiv.org/pdf/2403.10506
PHYSBENCH-REF-0069,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),전신 도달 한계 위반 (Whole-body reach-limit violation),2,"휴머노이드 몸체와 움직임이 만드는 안전 제약을 다룬다 (Planning Whole-body Humanoid Locomotion, R…, 2010)","+ Planning Whole-body Humanoid Locomotion, R… (2010)",https://doi.org/10.1007/978-1-84996-220-9\_4
PHYSBENCH-REF-0069,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),전신 도달 한계 위반 (Whole-body reach-limit violation),3,"제어 장벽 함수 기반 모션 계획에서 '전신 도달 한계 위반' 문제가 실제 안전 문제로 이어질 수 있음을 다룬다; Reactive motion planning fram… (Chen et al., 2025)",+ Reactive motion planning framework based on control barrier function and… (2025),https://doi.org/10.1007/s11431-025-3053-1
PHYSBENCH-REF-0069,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),전신 도달 한계 위반 (Whole-body reach-limit violation),4,"이동 조작 로봇의 전신 제어를 다뤄, 도달 한계 위반이 접촉·충돌 위험으로 이어질 수 있다 (Ren et al., 2023)",+ Integrated Task Sensing and Whole Body Control for Mobile Manipulation Wi… (2023),https://doi.org/10.1109/tase.2022.3156127
PHYSBENCH-REF-0072,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),휴머노이드 안전 모니터 실패 (Humanoid safety monitor failure),1,"안전 모니터가 위험 자세와 접촉을 놓치면 휴머노이드가 그대로 실행한다 (SPARK, 2025)",SPARK: A Modular Benchmark for Humanoid Robot Safe…,https://arxiv.org/pdf/2502.03132
PHYSBENCH-REF-0072,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),휴머노이드 안전 모니터 실패 (Humanoid safety monitor failure),2,"휴머노이드가 자기 몸과 부딪히는 상황을 감시·회피하는 실제 안전 문제를 다룬다 (A hybrid approach to practical self collis…, 2006)",+ A hybrid approach to practical self collis… (2006),https://doi.org/10.1109/IROS.2006.281830
PHYSBENCH-REF-0072,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),휴머노이드 안전 모니터 실패 (Humanoid safety monitor failure),3,"휴머노이드 다중 접촉 계획·제어를 별도 검증 대상으로 다뤄, 휴머노이드 안전 모니터 실패의 자세·접촉 한계 문제가 직접 드러난다 (Multi-contact planning and control for humanoid robots (2023))",+ Multi-contact planning and control for humanoid robots: D… (2023),https://doi.org/10.1016/j.robot.2023.104448
PHYSBENCH-REF-0079,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),이동형 양팔 협조 실패 (Mobile bimanual coordination failure),1,"이동하면서 양팔을 쓰는 로봇은 몸 이동과 팔 동작이 어긋나면 주변과 부딪힌다 (BiGym, 2024)",BiGym: A Demo-Driven Mobile Bi-Manual Manipulation…,https://arxiv.org/pdf/2407.07788
PHYSBENCH-REF-0080,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),가정 환경 양팔 조작 위험 (Home-environment bimanual manipulation hazard),1,"가정에서 양팔 조작을 잘못하면 문, 서랍, 식기 같은 생활 물체를 떨어뜨리거나 부딪힌다 (BiGym, 2024)",BiGym: A Demo-Driven Mobile Bi-Manual Manipulation…,https://arxiv.org/pdf/2407.07788
PHYSBENCH-REF-0083,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),휴머노이드 보행 강건성 실패 (Humanoid gait robustness failure),1,"휴머노이드 보행과 균형이 흔들리면 넘어지며 사람이나 물건을 칠 수 있다 (Humanoid-Gym, 2024)",Humanoid-Gym: Reinforcement Learning for Humanoid …,https://arxiv.org/pdf/2404.05695
PHYSBENCH-REF-0083,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),휴머노이드 보행 강건성 실패 (Humanoid gait robustness failure),2,"시뮬레이션에서 배운 정책이 실제 피지컬 환경에서 흔들릴 수 있음을 보여준다 (Sim-to-Real: Learning Agile Locomotion For…, 2018)",+ Sim-to-Real: Learning Agile Locomotion For… (2018),https://doi.org/10.15607/rss.2018.xiv.010
PHYSBENCH-REF-0085,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),가정 장기 계획 조작 위험 (Household long-horizon manipulation risk),1,"긴 작업을 이어갈수록 작은 예측 오차가 쌓여 위험한 행동으로 바뀔 수 있다 (RoboCasa365, 2026)",RoboCasa365: A Large-Scale Simulation Framework fo…,https://arxiv.org/pdf/2603.04356
PHYSBENCH-REF-0088,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),이동-조작 통합 실패 (Locomotion-integrated manipulation failure),1,"걷기와 조작을 동시에 못 맞추면 휴머노이드가 물건을 잡은 채 균형을 잃을 수 있다 (Humanoid Everyday, 2025)",Humanoid Everyday: A Comprehensive Robotic Dataset…,https://arxiv.org/pdf/2510.08807
PHYSBENCH-REF-0104,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),휴머노이드 충돌력 초과 (Humanoid collision-force exceedance),1,"휴머노이드 충돌력이 기준을 넘으면 단순 접촉도 사람에게 상해가 될 수 있다 (NIST, 2025)",Fraunhofer IPA Offers New Test Benchmark for Human…,https://www.nist.gov/el/intelligent-systems-division-73500/humanoid-robot-baseline-performance-benchmark
PHYSBENCH-REF-0104,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),휴머노이드 충돌력 초과 (Humanoid collision-force exceedance),2,"안전 학습이 충돌·제약을 별도 비용으로 다루는 만큼, 휴머노이드 충돌력 초과는 보상만으로 해결되지 않는다 (Safe Learning in Robotics (2022))",+ Safe Learning in Robotics: From Learning-Based Control to… (2022),https://doi.org/10.1146/annurev-control-042920-020211
PHYSBENCH-REF-0104,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),휴머노이드 충돌력 초과 (Humanoid collision-force exceedance),3,"제어 장벽 함수 기반 모션 계획에서 '휴머노이드 충돌력 초과' 문제가 실제 안전 문제로 이어질 수 있음을 다룬다; Reactive motion planning fram… (Chen et al., 2025)",+ Reactive motion planning framework based on control barrier function and… (2025),https://doi.org/10.1007/s11431-025-3053-1
PHYSBENCH-REF-0105,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),휴머노이드 파지력 초과 (Humanoid grip-force exceedance),1,"휴머노이드가 물체를 너무 세게 잡으면 손상이나 손 끼임 사고가 생길 수 있다 (NIST, 2025)",Fraunhofer IPA Offers New Test Benchmark for Human…,https://www.nist.gov/el/intelligent-systems-division-73500/humanoid-robot-baseline-performance-benchmark
PHYSBENCH-REF-0105,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),휴머노이드 파지력 초과 (Humanoid grip-force exceedance),2,"촉각·힘 센서 기반 로봇 제어에서 '휴머노이드 파지력 초과' 문제가 실제 안전 문제로 이어질 수 있음을 다룬다; TacSuit: A Wearable Large-Are… (Zhou et al., 2024)","+ TacSuit: A Wearable Large-Area, Bioinspired Multimodal Tactile Skin for C… (2024)",https://doi.org/10.1109/tie.2023.3253921
PHYSBENCH-REF-0106,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),휴머노이드 보행 속도 초과 (Humanoid walking-speed safety gap),1,"휴머노이드가 사람 주변에서 너무 빨리 걸으면 피하기 어려운 충돌이 생긴다 (NIST, 2025)",Fraunhofer IPA Offers New Test Benchmark for Human…,https://www.nist.gov/el/intelligent-systems-division-73500/humanoid-robot-baseline-performance-benchmark
PHYSBENCH-REF-0106,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),휴머노이드 보행 속도 초과 (Humanoid walking-speed safety gap),2,"사람-로봇 차량 상호작용에서 reachability 기반 안전 보증을 다뤄, 휴머노이드 보행 속도 초과의 궤적·충돌 회피가 계획 단계 이슈가 된다 (On infusing reachability-based safety assurance within planning… (2020))",+ On infusing reachability-based safety assurance within pl… (2020),https://doi.org/10.1177/0278364920950795
PHYSRISK-REF-0008,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),비안전 궤적 생성 (Unsafe trajectory generation),1,"로봇이 허용된 이동 경로나 작업 구역을 벗어나면 사람이나 물건을 들이받을 수 있다 (Slattery et al., 2024)",ISO 10218 robot safety,https://www.iso.org/standard/73933.html
PHYSRISK-REF-0008,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),비안전 궤적 생성 (Unsafe trajectory generation),2,"로봇 이동 계획이 충돌과 작업공간 안전에 직접 연결된다 (An online collision-free trajectory genera…, 2023)",+ An online collision-free trajectory genera… (2023),https://doi.org/10.1016/j.rcim.2022.102475
PHYSRISK-REF-0008,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),비안전 궤적 생성 (Unsafe trajectory generation),3,"사람-로봇 차량 상호작용에서 reachability 기반 안전 보증을 다뤄, 비안전 궤적 생성의 궤적·충돌 회피가 계획 단계 이슈가 된다 (On infusing reachability-based safety assurance within planning… (2020))",+ On infusing reachability-based safety assurance within pl… (2020),https://doi.org/10.1177/0278364920950795
PHYSRISK-REF-0009,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),동적 장애물 반응 실패 (Dynamic obstacle response failure),1,"움직이는 사람이나 물체에 늦게 반응하면 회피할 시간이 사라진다 (Slattery et al., 2024)",Automated Vehicles for Safety,https://pmc.ncbi.nlm.nih.gov/articles/PMC8943059/
PHYSRISK-REF-0009,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),동적 장애물 반응 실패 (Dynamic obstacle response failure),2,"장애물과 충돌 처리가 실패하면 카드의 피지컬 사고로 이어진다 (Human-inspired dynamic obstacle and inter-…, 2025)",+ Human-inspired dynamic obstacle and inter-… (2025),https://doi.org/10.1016/j.robot.2025.105023
PHYSRISK-REF-0009,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),동적 장애물 반응 실패 (Dynamic obstacle response failure),3,"동적 장애물 반응 실패 에피소드 포함, 충돌 회피 실패 시나리오 평가 (Haptal Robotics Failure Benchmark, HF)",Haptal Robotics Failure Benchmark (HaptalAI),https://huggingface.co/datasets/HaptalAI/robotics-failure-benchmark
PHYSRISK-REF-0009,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),동적 장애물 반응 실패 (Dynamic obstacle response failure),4,"오프로드 자율주행에서 정적 장애물 회피 경로계획을 다뤄, 동적 장애물 반응 실패가 주행 안전의 직접 실패 모드가 된다 (Local Path Planning for Off-Road Autonomous Driving… (2012))",+ Local Path Planning for Off-Road Autonomous Driving With … (2012),https://openalex.org/W2032325911
PHYSRISK-REF-0009,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),동적 장애물 반응 실패 (Dynamic obstacle response failure),5,"동적·복잡 환경의 다중 UAV 경로계획을 다뤄, 움직이는 장애물 대응 실패가 비행 충돌 위험으로 이어질 수 있음을 보여준다 (Xu et al., 2025)",+ Efficient multi-UAV path planning in dynamic and complex environments usi… (2025),https://doi.org/10.1007/s44443-025-00139-7
PHYSRISK-REF-0010,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),비상 정지·안전 상태 전환 실패 (Emergency stop or safe-state failure),1,"비상정지나 안전 상태 전환이 실패하면 위험 동작을 즉시 끊지 못한다 (Slattery et al., 2024)",ISO 10218 robot safety,https://www.iso.org/standard/73933.html
PHYSRISK-REF-0010,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),비상 정지·안전 상태 전환 실패 (Emergency stop or safe-state failure),2,"로봇 실패-복구 시나리오 로그, 비상 정지 및 안전 상태 전환 실패 패턴 (Robot Failure Recovery Logs, HF)",Robot Failure Recovery Logs (mhmdyvsvf),https://huggingface.co/datasets/mhmdyvsvf/robot-failure-recovery-logs
PHYSRISK-REF-0011,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),속도·힘 한계 위반 (Speed and force limit violation),1,"협동 로봇이 제한 속도와 힘을 넘으면 가까운 사람이 피하기 전에 다칠 수 있다 (ISO 10218, 2025)",ISO 10218 robot safety; ANNIE: Be Careful of Your …,https://arxiv.org/pdf/2509.03383
PHYSRISK-REF-0011,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),속도·힘 한계 위반 (Speed and force limit violation),2,"접촉과 힘 감지가 틀리면 사람이나 물체에 피해가 생긴다 (Virtual Validation of Power and Force Limi…, 2022)",+ Virtual Validation of Power and Force Limi… (2022),https://doi.org/10.1016/j.procir.2022.05.073
PHYSRISK-REF-0011,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),속도·힘 한계 위반 (Speed and force limit violation),3,"피지컬 AI 시스템에서 '속도·힘 한계 위반' 문제가 실제 안전 문제로 이어질 수 있음을 다룬다; Learning Neural Force Manifol… (Choi et al., 2025)",+ Learning Neural Force Manifolds for Sim2Real Robotic Symmetrical Paper Fo… (2025),https://doi.org/10.1109/tase.2024.3366909
PHYSRISK-REF-0012,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),파지력 상해 (Grasp force injury),1,"로봇이 손으로 너무 세게 쥐면 사람 손이나 약한 물체에 바로 상해가 생긴다 (ISO 10218, 2025)",ISO 10218 robot safety,https://www.iso.org/standard/73933.html
