card_id,l2_id,l2_name,l3_id,l3_name,label,definition,justification_count,reference_link_count,meta_text
PHYSBENCH-REF-0072,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),휴머노이드 안전 모니터 실패 (Humanoid safety monitor failure),"런타임 안전 모니터가 배포된 휴머노이드의 비안전 동작·힘·이격·작업 공간 위반을 감지하거나 예방하지 못하는 실패. (A runtime safety monitor fails to detect or prevent unsafe humanoid motion, force, separation, or workspace violations before harm can occur.)",3,3,심각도 4.20 확률 0.42 SPARK: A Modular Benchmark for Humanoid Robot Safe…
PHYSBENCH-REF-0079,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),이동형 양팔 협조 실패 (Mobile bimanual coordination failure),"이동형 양팔 로봇이 베이스 이동과 양팔 조작을 동기화하지 못하여 충돌·물체 낙하·비안전 작업 실행을 유발하는 실패. (A mobile bi-manual robot fails to synchronize base motion and two-arm manipulation, causing collision, object drop, or unsafe force application.)",1,1,심각도 3.90 확률 0.48 BiGym: A Demo-Driven Mobile Bi-Manual Manipulation…
PHYSBENCH-REF-0080,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),가정 환경 양팔 조작 위험 (Home-environment bimanual manipulation hazard),"이동형 양팔 시스템이 취약 물체·인간 근접·가전제품 위험을 충분히 모델링하지 않고 복잡한 가정 환경에서 조작을 실행하는 위험. (A mobile bi-manual system executes manipulation in cluttered home environments without sufficiently modeling fragile objects, humans, pets, or narrow spaces.)",1,1,심각도 3.80 확률 0.50 BiGym: A Demo-Driven Mobile Bi-Manual Manipulation…
PHYSBENCH-REF-0083,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),휴머노이드 보행 강건성 실패 (Humanoid gait robustness failure),"휴머노이드 정책이 외란·탑재 하중 변화·표면 변화·액추에이터 불완전성 하에서 안정적인 보행을 유지하지 못하는 실패. (A humanoid policy fails to maintain stable gait under perturbations, payload shifts, surface changes, or actuator imperfections.)",2,2,심각도 4.00 확률 0.50 Humanoid-Gym: Reinforcement Learning for Humanoid …
PHYSBENCH-REF-0085,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),가정 장기 계획 조작 위험 (Household long-horizon manipulation risk),"범용 가정용 로봇이 장기 조작 단계 전반에 걸쳐 소규모 오차를 누적하여 유출·충돌·손상·과열을 유발하는 위험. (A generalist household robot accumulates small errors across long-horizon manipulation steps, producing spills, collisions, object damage, or unsafe state transitions.)",1,1,심각도 3.90 확률 0.50 RoboCasa365: A Large-Scale Simulation Framework fo…
PHYSBENCH-REF-0088,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),이동-조작 통합 실패 (Locomotion-integrated manipulation failure),"휴머노이드가 이동과 조작을 결합할 때 작업 수행 중 자세·접촉·물체 취급을 불안정하게 하는 실패. (A humanoid combines locomotion and manipulation in ways that destabilize posture, contact, or object handling during open-world tasks.)",1,1,심각도 4.00 확률 0.47 Humanoid Everyday: A Comprehensive Robotic Dataset…
PHYSBENCH-REF-0104,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),휴머노이드 충돌력 초과 (Humanoid collision-force exceedance),"휴머노이드가 전신 이동·빠른 팔 동작·균형 상실 중 안전 임계값 이상의 충돌력을 생성하는 위험. (A humanoid generates collision forces above safe thresholds during full-body movement, rapid arm motion, or loss of balance.)",3,3,심각도 4.50 확률 0.38 Fraunhofer IPA Offers New Test Benchmark for Human…
PHYSBENCH-REF-0105,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),휴머노이드 파지력 초과 (Humanoid grip-force exceedance),"휴머노이드가 물체·작업·인간 접촉 안전 한계 대비 과도한 파지 또는 조작력을 가하는 위험. (A humanoid applies excessive grasp or manipulation force relative to object, task, or human-contact safety limits.)",2,2,심각도 4.00 확률 0.40 Fraunhofer IPA Offers New Test Benchmark for Human…
PHYSBENCH-REF-0106,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),휴머노이드 보행 속도 초과 (Humanoid walking-speed safety gap),"휴머노이드가 안전한 공유 환경을 위한 정지·회피·인간 근접 한계를 초과하는 속도로 이동하는 위험. (A humanoid moves at a speed that exceeds the stopping, avoidance, or human-proximity limits required for safe shared environments.)",2,2,심각도 4.00 확률 0.38 Fraunhofer IPA Offers New Test Benchmark for Human…
PHYSRISK-REF-0008,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),비안전 궤적 생성 (Unsafe trajectory generation),"플래너가 형식적으로는 실행 가능하지만 주변 인간·취약 물체·교통 참여자·인프라에 비안전한 궤적을 생성하는 위험. (A planner may generate a trajectory that is formally feasible but unsafe for nearby humans, fragile objects, traffic participants, or constrained workspaces.)",3,3,심각도 4.30 확률 0.55 ISO 10218 robot safety
PHYSRISK-REF-0009,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),동적 장애물 반응 실패 (Dynamic obstacle response failure),"사람·차량·도구·물체가 예기치 않게 진입할 때 시스템이 동작 계획을 충분히 빠르게 업데이트하지 못하는 실패. (The system may fail to update its motion plan quickly enough when a person, vehicle, tool, or object unexpectedly enters its path.)",5,5,심각도 4.40 확률 0.65 Automated Vehicles for Safety
PHYSRISK-REF-0010,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),비상 정지·안전 상태 전환 실패 (Emergency stop or safe-state failure),"인지·계획·전력·네트워크·액추에이터 오류 감지 시 시스템이 안전 상태로 진입하지 못하는 실패. (A system may fail to enter a safe state when perception, planning, power, network, or actuator errors are detected.)",2,2,심각도 4.50 확률 0.25 ISO 10218 robot safety
PHYSRISK-REF-0011,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),속도·힘 한계 위반 (Speed and force limit violation),"협동 또는 이동 로봇이 인간 근접 시 안전한 속도·이격·압력·토크·힘 한계를 초과하는 위험. (A collaborative or mobile robot may exceed safe speed, separation, pressure, torque, or force limits in proximity to people.)",3,3,심각도 4.20 확률 0.55 ISO 10218 robot safety; ANNIE: Be Careful of Your …
PHYSRISK-REF-0012,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),파지력 상해 (Grasp force injury),"로봇 조작이 과도하거나 잘못 타이밍된 힘을 가하여 인간 접촉 시 압착·꼬집힘·절단·인간공학적 상해를 유발하는 위험. (Robot manipulation may apply excessive or poorly timed force, creating crushing, pinching, cutting, or ergonomic injury risks.)",1,1,심각도 3.80 확률 0.35 ISO 10218 robot safety
PHYSRISK-REF-0013,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),탑재물 낙하·도구 사용 위험 (Payload drop or tool-use hazard),"로봇이 운반 중인 물체를 떨어뜨리거나 도구를 오용하거나 엔드이펙터 제어를 잃어 피지컬 피해나 재산 손실을 초래하는 위험. (A robot may drop carried objects, misuse tools, or lose end-effector control, producing physical harm or property damage.)",1,1,심각도 4.00 확률 0.50 ISO 10218 robot safety
PHYSRISK-REF-0014,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),정밀 운동 제어 불안정성 (Fine motor control instability),"정밀 손·수술 도구·외골격·산업용 그리퍼의 소규모 제어 오차가 비안전 피지컬 결과로 증폭되는 위험. (Small control errors in dexterous hands, surgical tools, exoskeletons, or industrial grippers may amplify into unsafe physical actions.)",1,1,심각도 3.50 확률 0.55 NIST AI Risk Management Framework
PHYSCONN-REF-001,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),통신 단절 및 제어 링크 손실 (Communication dropout and control-link loss),"로봇 또는 차량이 명령·원격측정·제어 링크를 잃어 비안전 정지·오래된 명령 또는 제어되지 않는 동작을 초래하는 위험. (A robot loses communication or control-link connectivity during operation, reducing supervision and safe control.)",2,2,"심각도 4.30 확률 0.40 NIST Framework for Cyber-Physical Systems, Vol.1 (…"
PHYSCONN-REF-002,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),원격 조작 지연 및 불안정성 (Teleoperation latency and instability),원격 조작 링크의 높거나 변동하는 지연이 폐루프 제어를 불안정하게 하거나 인간 개입을 지연하는 위험. (High or variable latency on a teleoperation link destabilizes control or delays human intervention.),1,1,"심각도 4.00 확률 0.45 NIST Framework for Cyber-Physical Systems, Vol.1 (…"
PHYSCONN-REF-005,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),인지·추론 지연 급증 (Perception and inference latency spike),인지 또는 모델 추론의 지연 급증이 안전 반응 창 밖에서 위험 감지 및 반응을 지연하는 위험. (A sudden delay in perception or inference slows safety-critical robot reactions.),1,1,"심각도 3.90 확률 0.45 NIST Framework for Cyber-Physical Systems, Vol.1 (…"
PHYSBENCH-REF-0075,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),원격 조작 휴머노이드 리스크 (Teleoperated humanoid safety override failure),"원격 조작 휴머노이드가 운영자 명령·네트워크 지연·상황 인식 저하 시 강건한 자율 안전 재정의 기능을 갖추지 못하는 실패. (A teleoperated humanoid lacks robust autonomous safety overrides when operator commands, network latency, or situational awareness become unsafe.)",1,1,심각도 4.00 확률 0.40 SPARK: A Modular Benchmark for Humanoid Robot Safe…
PHYSRISK-REF-0020,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),실시간 지연 및 동기화 실패 (Real-time latency and synchronization failure),"감지·추론·통신·작동 간 지연이 로봇·차량·드론·원격 수술·산업 시스템의 제어 루프를 불안정하게 만드는 위험. (Delays between sensing, reasoning, communication, and actuation can destabilize control loops in robots, vehicles, drones, or industrial systems.)",3,3,심각도 4.20 확률 0.55 Framework for Cyber-Physical Systems
PHYSRISK-REF-0041,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),산업 공정 피해 (Industrial process damage),"제조·건설·광업·에너지 시설의 피지컬 AI가 잘못된 제어로 장비 손상·공정 오염·구조 불안정 또는 환경 사고를 유발하는 위험. (Physical AI in manufacturing, construction, mining, or energy facilities may damage equipment, contaminate processes, or trigger cascading operational failures.)",2,2,심각도 4.20 확률 0.55 Framework for Cyber-Physical Systems
PHYSBENCH-REF-0067,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),휴머노이드 자기 충돌 위험 (Humanoid self-collision risk),"휴머노이드 컨트롤러가 팔·다리·몸통·손의 궤적을 생성하여 로봇 몸체와 충돌함으로써 안전성과 작업 성능을 저하시키는 위험. (A humanoid controller generates arm, leg, torso, or hand trajectories that collide with the robot body and degrade safety or hardware reliability.)",1,1,심각도 3.70 확률 0.50 HumanoidBench: Simulated Humanoid Benchmark for Wh…
PHYSBENCH-REF-0074,P2,Physical Safety,P3.3,로봇 제어 실패(Robot Control Failures),안전 제어 지연 위험 (Safe-control latency risk),"안전 임계 제어 제약이 휴머노이드 동역학에 비해 너무 느리게 집행되어 비안전 동작이 가능해지는 위험. (Safety-critical control constraints are enforced too slowly relative to humanoid dynamics, allowing unsafe motion before mitigation takes effect.)",4,4,심각도 4.00 확률 0.38 SPARK: A Modular Benchmark for Humanoid Robot Safe…
PHYSRISK-REF-0044,P2,Physical Safety,P3.4,물리적 공격(Physical Attacks),현장 무기 부착 휴머노이드 (Field weapon attachment to humanoid),"현장 변형으로 휴머노이드 또는 이동 플랫폼에 무기가 부착되는 위험. (A humanoid robot is fitted with a weapon or hazardous payload in the field, creating direct physical harm risk.)",1,0,심각도 4.70 확률 0.15 UN CCW Group of Governmental Experts on LAWS
PHYSBENCH-REF-0043,P2,Physical Safety,P3.5,사이버보안 위협(Cybersecurity Threats),로봇 백도어 공격 취약성 (Robotic backdoor attack vulnerability),훈련 또는 배포 파이프라인에 삽입된 숨겨진 트리거가 특정 피지컬·입력 조건에서 비안전 로봇 행동을 유발하는 위험. (Training or deployment pipelines insert hidden triggers that cause unsafe robotic behavior under specific physical or instruction conditions.),1,1,심각도 4.20 확률 0.35 A Comprehensive Survey on Physical Risk Control in…
PHYSRISK-REF-0029,P2,Physical Safety,P3.5,사이버보안 위협(Cybersecurity Threats),로봇 군집 하이재킹 (Fleet hijacking),"클라우드·업데이트·API·오케스트레이션 레이어의 취약성이 여러 로봇·차량·드론·산업 시스템을 동시에 침해하는 위험. (A vulnerability in a cloud, update, API, or orchestration layer may allow many robots, vehicles, drones, or industrial systems to be compromised together.)",3,3,심각도 4.60 확률 0.08 Framework for Cyber-Physical Systems
PHYSRISK-REF-0031,P2,Physical Safety,P3.5,사이버보안 위협(Cybersecurity Threats),핵심 인프라 로봇 파괴 (Critical infrastructure robotic sabotage),"로봇 검사·유지보수·물류·에너지·제조 시스템이 핵심 인프라를 교란하거나 손상하는 데 사용되는 위험. (Robotic inspection, maintenance, logistics, energy, or manufacturing systems may be used to disrupt critical infrastructure when compromised or misused.)",1,1,심각도 4.80 확률 0.06 Framework for Cyber-Physical Systems
PHYSRISK-REF-0027,P2,Physical Safety,P3.5,사이버보안 위협(Cybersecurity Threats),센서 스푸핑 및 신호 주입 (Sensor spoofing and signal injection),"공격자가 GNSS·카메라·라이다·레이더·RFID·오디오·촉각·무선 신호를 조작하여 피지컬 행동을 변경하는 위험. (Attackers may manipulate GNSS, camera, LiDAR, radar, RFID, audio, tactile, or wireless signals to alter physical behavior.)",1,1,심각도 4.30 확률 0.25 MITRE ATLAS
PHYSCONN-REF-007,P2,Physical Safety,P3.6,하드웨어·기계적 결함(Hardware & Mechanical Failures),부하 시 열·전력 쓰로틀링 (Thermal and power throttling under load),지속적 부하 하에서 열적 또는 전력 한계가 연산을 쓰로틀하여 제어 및 인지에 대한 실시간 보장을 무너뜨리는 위험. (A robot’s compute or actuator performance drops under heat or power constraints during operation.),1,1,"심각도 3.50 확률 0.40 NIST Framework for Cyber-Physical Systems, Vol.1 (…"
PHYSBENCH-REF-0016,P2,Physical Safety,P3.6,하드웨어·기계적 결함(Hardware & Mechanical Failures),하드웨어 한계 리스크 (Embodiment-specific hardware limitation failure),모델이 일반적으로 유효해 보이는 행동이라도 특정 로봇 구현체에 비안전하거나 실행 불가능한 행동을 지시하는 실패. (A model issues a physical action that is unsafe or infeasible for a specific robot embodiment despite appearing valid at an abstract task level.),1,1,심각도 3.70 확률 0.50 ASIMOV-2.0: Can AI Perceive Physical Danger and In…
PHYSRISK-REF-0037,P2,Physical Safety,P3.6,하드웨어·기계적 결함(Hardware & Mechanical Failures),"배터리·에너지·환경 위험 (Battery, energy, and environmental hazards)","피지컬 AI 시스템의 대규모 군집이 배터리·에너지·희토류·화재·폐기·지역 환경 위험을 생성하는 위험. (Large fleets of physical AI systems may create battery, energy, rare-material, fire, disposal, or local environmental risks across their operational lifecycle.)",1,1,심각도 3.90 확률 0.50 NIST AI Risk Management Framework
PHYSBENCH-REF-0103,P2,Physical Safety,P3.7,소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),가정 안전 가드레일 실패 (Real-time household guardrail failure),"실시간 가정 안전 가드가 비안전 행동 실행 전에 embodied 에이전트를 정지·경고·재지시하지 못하는 실패. (A real-time household safety guard fails to stop, warn, or redirect an embodied agent before unsafe action execution.)",1,1,심각도 4.10 확률 0.42 HomeSafe-Bench: Evaluating Vision-Language Models …
PHYSRISK-REF-0038,P2,Physical Safety,P3.7,소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),자율주행차 충돌 위험 (Autonomous vehicle crash risk),"자동화 주행 시스템이 인지 실패·계획 오류·소프트웨어 결함·엣지 케이스·상호작용 오류로 충돌 위험을 생성하는 위험. (Automated driving systems may create crash risk through perception failures, planning errors, software defects, edge cases, or unsafe human-machine handoff.)",4,4,심각도 4.50 확률 0.45 Automated Vehicles for Safety
PHYSCONN-REF-004,P2,Physical Safety,P3.7,소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),제어 루프 데드라인 미달 (Control-loop deadline miss),실시간 제어 루프가 데드라인을 놓쳐 오래된 상태에서 작동이 계산되거나 안전 유지에 너무 늦게 적용되는 위험. (A safety-critical control loop misses its real-time deadline before the robot action is corrected.),1,1,"심각도 4.20 확률 0.40 NIST Framework for Cyber-Physical Systems, Vol.1 (…"
PHYSCONN-REF-006,P2,Physical Safety,P3.7,소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),온디바이스 연산·메모리 고갈 (On-device compute and memory exhaustion),"디바이스의 연산 또는 메모리 고갈이 안전 임계 인지·계획·모니터링을 저하하거나 중단하는 위험. (On-device compute or memory runs out and degrades safety-relevant perception, planning, or control.)",1,1,"심각도 3.80 확률 0.45 NIST Framework for Cyber-Physical Systems, Vol.1 (…"
PHYSCONN-REF-008,P2,Physical Safety,P3.7,소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),클라우드 오프로드 의존 실패 (Cloud-offload dependency failure),시스템이 안전 관련 기능을 위한 원격 연산에 의존하고 클라우드 링크 끊어짐 시 적절한 로컬 폴백이 없는 위험. (A robot depends on remote compute for safety-relevant functions and loses that support when the cloud link fails.),2,2,"심각도 3.90 확률 0.40 NIST Framework for Cyber-Physical Systems, Vol.1 (…"
PHYSCONN-REF-009,P2,Physical Safety,P3.7,소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),안전 폴백 실패 (Degraded-mode and safe-fallback failure),"연결 또는 연산이 손실될 때 시스템이 안전한 성능 저하 모드(예: 안전 정지, 감속)로 진입하지 못하는 실패. (A robot lacks a safe degraded mode or fallback when normal operation is impaired.)",1,1,"심각도 4.10 확률 0.40 NIST Framework for Cyber-Physical Systems, Vol.1 (…"
PHYSBENCH-REF-0036,P2,Physical Safety,P3.7,소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),배포 전 검증 공백 (Pre-deployment validation gap),"기반 모델 탑재 로봇이 피지컬 위험·도메인 이동·적대적 입력·엣지 케이스 등을 충분히 검증하지 않고 배포되는 위험. (A foundation-model-enabled robot is deployed without sufficiently testing physical hazards, domain shift, adversarial inputs, or human interaction risks before release.)",4,4,심각도 3.80 확률 0.48 A Comprehensive Survey on Physical Risk Control in… BeSafe-Bench: Unveiling Behavioral Safety Risks of Situated Agents…
PHYSBENCH-REF-0041,P2,Physical Safety,P3.7,소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),로봇 레드팀 커버리지 공백 (Red-team coverage gap for robotics),"로봇 레드팀이 피지컬·적대적·인간 상호작용·배포 환경 리스크의 전범위를 다루지 못하는 위험. (Robot red-teaming fails to cover the full range of physical, adversarial, human-interaction, and deployment-environment hazards.)",1,1,심각도 3.50 확률 0.50 A Comprehensive Survey on Physical Risk Control in…
PHYSBENCH-REF-0002,P2,Physical Safety,P3.8,센서·입력 검증 실패(Sensor & Input Validation Failures),물리적 위험 인지 실패 (Physical danger perception failure),"멀티모달 또는 embodied AI가 텍스트·이미지·영상 입력으로부터 피지컬 위험 상태를 식별하지 못하는 실패. (A multimodal or embodied AI system fails to identify a physically dangerous state from text, image, or video inputs before unsafe action occurs.)",1,1,심각도 4.00 확률 0.55 ASIMOV-2.0: Can AI Perceive Physical Danger and In…
PHYSBENCH-REF-0099,P2,Physical Safety,P3.8,센서·입력 검증 실패(Sensor & Input Validation Failures),가정 비안전 행동 미검출 (Household unsafe-action false negative),"비전-언어 모델이 embodied 에이전트의 제안된 가정 내 행동이 비안전함을 감지하지 못하여 위험한 행동을 허용하는 실패. (A vision-language model fails to detect that an embodied agent's proposed household action is unsafe, allowing hazardous behavior to proceed.)",2,2,심각도 4.00 확률 0.50 HomeSafe-Bench: Evaluating Vision-Language Models …
PHYSRISK-REF-0007,P2,Physical Safety,P3.8,센서·입력 검증 실패(Sensor & Input Validation Failures),어포던스 오분류 (Affordance misclassification),"물체 또는 환경에 잘못된 행동 가능성이 부여되어 시스템이 비안전하게 파지·밀기·내비게이션·상호작용하는 위험. (Objects or environments may be assigned incorrect action possibilities, leading the system to grasp, push, navigate, or manipulate them unsafely.)",1,1,심각도 3.70 확률 0.60 A Survey of Embodied AI: From Simulators to Resear…
PHYSRISK-REF-0005,P2,Physical Safety,P3.8,센서·입력 검증 실패(Sensor & Input Validation Failures),위치 추정 누적 오차 (Localization drift),"GPS·SLAM·관성 감지·지도 정렬 오차가 누적되어 시스템이 잘못된 위치 추정에 기반하여 행동하는 위험. (Errors in GPS, SLAM, inertial sensing, or map alignment can accumulate until the system acts on an incorrect estimate of its own position.)",2,2,심각도 4.00 확률 0.60 Framework for Cyber-Physical Systems
PHYSRISK-REF-0026,I2,Interaction Safety,I3.1,프라이버시 침해(Privacy Violations),친밀 공간 프라이버시 침해 (Privacy in intimate physical spaces),"가정·병원·학교·직장·돌봄 로봇이 민감 맥락에서 영상·오디오·생체·위치·행동 데이터를 수집하는 위험. (Home, hospital, school, workplace, or care robots may collect video, audio, biometric, location, or behavioral data in spaces where privacy expectations are high.)",1,1,심각도 3.60 확률 0.55 MIT AI Risk Repository
PHYSRISK-REF-0035,I2,Interaction Safety,I3.1,프라이버시 침해(Privacy Violations),피지컬 AI 기반 직장 감시 (Workplace surveillance through embodied AI),"로봇 및 센서 풍부 작업장이 작업자 동작·생산성·자세·위치·생체 특성에 대한 지속적 모니터링을 정상화하는 위험. (Robotic and sensor-rich workplaces may normalize continuous monitoring of worker movement, productivity, posture, location, and behavior.)",1,1,심각도 3.60 확률 0.60 MIT AI Risk Repository
PHYSKR-REF-012,I2,Interaction Safety,I3.1,프라이버시 침해(Privacy Violations),가정 내 지속적 시청각 촬영 (Continuous in-home audiovisual capture),이동 센서 플랫폼에 의한 지속적 시청각 촬영 및 맵핑이 프라이버시를 침해하는 위험. (A home robot continuously captures audio or video inside private living spaces.),2,2,"심각도 3.70 확률 0.45 개인정보보호법 (Personal Information Protection Act, KR)"
PHYSRISK-REF-0053,I2,Interaction Safety,I3.1,프라이버시 침해(Privacy Violations),가정 내 행동·생체정보 유출 (In-home behavioral and biometric data exfiltration),가정 내 행동 및 생체 데이터의 수집 및 유출 위험. (A home robot collects or leaks behavioral and biometric data from residents.),1,1,심각도 3.90 확률 0.35 EU AI Act high-risk systems
PHYSBENCH-REF-0021,I2,Interaction Safety,I3.1,프라이버시 침해(Privacy Violations),피지컬 AI 프라이버시 침해 (Embodied privacy violation),"로봇 또는 embodied 에이전트가 센서·이동성·조작 능력을 사용하여 사적 공간에 침입하거나 민감 정보를 수집하는 위험. (A robot or embodied agent uses sensors, mobility, or manipulation capabilities to invade private spaces, capture sensitive information, or expose personal data.)",1,1,심각도 3.80 확률 0.55 BadRobot: Jailbreaking Embodied LLM Agents in the …
PHYSBENCH-REF-0089,I2,Interaction Safety,I3.2,허위 정보(Misinformation),휴머노이드 세계 모델 환각 (Humanoid world-model hallucination),"생성적 세계 모델이 피지컬하게 그럴듯해 보이지만 잘못된 미래 관측 또는 상태를 예측하여 휴머노이드 계획을 잘못 안내하는 위험. (A generative world model predicts physically plausible-looking but incorrect future observations or states, misleading humanoid planning and control.)",1,1,심각도 4.00 확률 0.45 Generative World Modelling for Humanoids: 1X World…
PHYSBENCH-REF-0091,I2,Interaction Safety,I3.2,허위 정보(Misinformation),잠재 상태 압축 안전 손실 (Latent-state compression safety loss),"휴머노이드 상호작용 상태 압축이 안전 관련 접촉·충돌 근접·물체 불안정성 세부 정보를 제거하는 위험. (Compression of humanoid interaction states removes safety-relevant details such as contact, near-collision, object instability, or human proximity.)",2,2,심각도 3.80 확률 0.46 Generative World Modelling for Humanoids: 1X World…
PHYSBENCH-REF-0092,I2,Interaction Safety,I3.2,허위 정보(Misinformation),미래 접촉 예측 실패 (Future contact prediction failure),휴머노이드 세계 모델이 안전한 계획에 필요한 접촉 이벤트 또는 충돌 상태를 예측하지 못하는 실패. (A humanoid world model fails to forecast contact events or collision states that are necessary for safe planning.),1,1,심각도 4.10 확률 0.42 Generative World Modelling for Humanoids: 1X World…
PHYSBENCH-REF-0102,I2,Interaction Safety,I3.2,허위 정보(Misinformation),VLM 비안전 행동 추론 오류 (VLM unsafe-action reasoning error),"비전-언어 모델이 가정 장면을 관찰하지만 피지컬 결과·물체 어포던스·안전 규범에 대해 잘못 추론하는 실패. (A vision-language model observes the household scene but reasons incorrectly about physical consequences, object affordances, or human exposure.)",1,1,심각도 3.80 확률 0.52 HomeSafe-Bench: Evaluating Vision-Language Models …
PHYSRISK-REF-0017,I2,Interaction Safety,I3.2,허위 정보(Misinformation),물리 모델 환각 (Physics model hallucination),"세계 모델이 피지컬하게 불가능하거나 불안정한 행동 결과를 추론하여 외견상 유효한 표현에서 비안전 계획을 유발하는 위험. (A world model may infer physically impossible or unstable action consequences, causing plans that appear valid in representation but fail in the real world.)",1,1,심각도 4.10 확률 0.55 Physical AI
PHYSBENCH-REF-0030,I2,Interaction Safety,I3.3,동적 환경 요인(Dynamic Environmental Factors),감각 교란 기반 비안전 행동 (Adversarial sensory perturbation induced unsafe action),영상 또는 감각 입력의 적대적 변경이 로봇 정책으로 하여금 비안전 피지컬 행동을 선택하게 하는 위험. (Adversarial changes to video or sensory inputs cause a robot policy to select unsafe physical actions.),2,2,심각도 4.10 확률 0.40
PHYSBENCH-REF-0034,I2,Interaction Safety,I3.3,동적 환경 요인(Dynamic Environmental Factors),시각 기반 안전 RL 제약 실패 (Vision-only safe RL constraint failure),시각 전용 관측을 사용하는 안전 강화학습 에이전트가 제한된 인지로 안전 제약을 추론하는 데 실패하는 위험. (A safe reinforcement learning agent using vision-only observation fails to infer safety constraints from limited perceptual inputs.),2,2,심각도 3.60 확률 0.50 Safety-Gymnasium: A Unified Safe Reinforcement Lea…
PHYSBENCH-REF-0042,I2,Interaction Safety,I3.3,동적 환경 요인(Dynamic Environmental Factors),물리적 적대 패치 취약성 (Physical adversarial patch vulnerability),적대적 패치·표지 등 피지컬 세계 물리 교란이 로봇 인지 및 하위 제어를 조작하는 위험. (Physical-world perturbations such as adversarial patches or signs manipulate robotic perception and downstream control.),1,1,심각도 4.00 확률 0.42 A Comprehensive Survey on Physical Risk Control in…
PHYSBENCH-REF-0063,I2,Interaction Safety,I3.3,동적 환경 요인(Dynamic Environmental Factors),시각-촉각 모달리티 불일치 (Visual-tactile modality mismatch),"모델이 접촉 집약 조작에서 시각·촉각·힘·오디오 신호를 정렬하지 못하여 잘못된 접촉 상태 추정을 생성하는 실패. (A model misaligns visual, tactile, force, or audio signals in contact-rich manipulation, leading to incorrect contact-state estimates.)",2,2,심각도 3.50 확률 0.45 RH20T: A Comprehensive Robotic Dataset for Learnin…
PHYSBENCH-REF-0107,I2,Interaction Safety,I3.3,동적 환경 요인(Dynamic Environmental Factors),휴머노이드 센서 시험 공백 (Humanoid sensor test coverage gap),"휴머노이드 안전 평가에 인지 신뢰성·장애물 감지·인간 감지·제어 응답에 대한 표준화된 센서 시험이 부재하는 위험. (Humanoid safety assessment lacks standardized sensor tests for perception reliability, obstacle detection, human detection, and near-field awareness.)",2,2,심각도 3.70 확률 0.46 Fraunhofer IPA Offers New Test Benchmark for Human…
PHYSRISK-REF-0001,I2,Interaction Safety,I3.3,동적 환경 요인(Dynamic Environmental Factors),가림에 의한 충돌 (Occlusion-induced collision),"피지컬 AI 시스템이 가림으로 숨겨진 사람·동물·차량·장애물을 감지하지 못하여 비안전 동작을 유발하는 위험. (A Physical AI system may fail to detect people, animals, vehicles, or obstacles hidden by occlusion, causing unsafe motion in shared physical space.)",4,4,심각도 4.10 확률 0.65 FRENETIX-Occlusion: Occlusion-aware trajectory saf…
PHYSRISK-REF-0003,I2,Interaction Safety,I3.3,동적 환경 요인(Dynamic Environmental Factors),다중 센서 융합 충돌 (Multimodal sensor fusion conflict),"카메라·라이다·레이더·촉각·자기 수용 신호의 충돌이 불안정한 장면 추정 및 비안전 하위 행동을 초래하는 위험. (Conflicting camera, LiDAR, radar, tactile, or proprioceptive signals may lead to unstable scene estimates and unsafe downstream control decisions.)",5,5,심각도 4.00 확률 0.55 Physical AI VLSA: Vision-Language-Action Models with Plug-and-…
