card_badge,card_label,card_definition,reference_index,reference_title_html,reference_title_full,reference_url,reference_year,reference_venue,justification,card_direct_terms,direct_term_hits,direct_terms_hit,card_tags,reference_tags,tag_overlap_count,tag_overlap,ref_title_word_overlap,title_words_hit,suspicious_domain_hit,metadata_source,severity
PHYSBENCH-REF-0009,기구학·도달 범위 제약 위반 (Kinematics and reach constraint violation),"시스템이 실행 가능한 도달 범위, 관절 한계, 기구학적 제약 밖의 동작을 계획하여 충돌 또는 작업 실패 위험을 높이는 실패. (A system plans a movement outside feasible reach, joint limits, or kinematic constraints, increasing collision or task-failure risk.)",1,ASIMOV-2.0: Can AI Perceive Physical Danger and In…,ASIMOV-2.0: Can AI Perceive Physical Danger and In…,https://arxiv.org/pdf/2509.21651,,,"관절 한계와 도달 범위를 넘는 계획은 충돌이나 넘어짐으로 이어질 수 있다 (ASIMOV-2.0, 2025)",kinematics;reach,0,,collision,,0,,1,and,,,high
PHYSBENCH-REF-0010,다중 암 협조 제약 위반 (Multi-arm coordination constraint violation),여러 로봇 암 또는 엔드이펙터가 협조 제약 미표현으로 서로 또는 인간과 간섭하는 실패. (Multiple robot arms or effectors interfere with one another or with humans because coordination constraints are not represented correctly.),1,ASIMOV-2.0: Can AI Perceive Physical Danger and In…,ASIMOV-2.0: Can AI Perceive Physical Danger and In…,https://arxiv.org/pdf/2509.21651,,,"여러 팔이 서로의 공간을 고려하지 않으면 팔끼리 또는 사람과 부딪힐 수 있다 (ASIMOV-2.0, 2025)",coordination;multi,0,,,,0,,0,,,,high
PHYSBENCH-REF-0011,운용 프로토콜 위반 (Operational protocol violation),"피지컬 AI 시스템이 절차적 제약, 안전 체크리스트, 필수 운용 프로토콜을 위반하는 실패. (A physical AI system violates procedural constraints, safety checklists, or required operating protocols for a task or site.)",1,ASIMOV-2.0: Can AI Perceive Physical Danger and In…,ASIMOV-2.0: Can AI Perceive Physical Danger and In…,https://arxiv.org/pdf/2509.21651,,,"현장 절차와 체크리스트를 건너뛰면 안전장치가 있어도 사고가 날 수 있다 (ASIMOV-2.0, 2025)",operational;protocol,0,,,,0,,0,,,,high
PHYSBENCH-REF-0013,탑재 하중 제약 위반 (Payload constraint violation),"로봇이 안전한 탑재 하중·부하 분포·리프팅 제약을 초과하여 낙하·액추에이터 손상·인체 상해를 유발하는 실패. (A robot exceeds safe payload, load distribution, or lifting constraints, creating object-drop, actuator, or human-injury risk.)",1,ASIMOV-2.0: Can AI Perceive Physical Danger and In…,ASIMOV-2.0: Can AI Perceive Physical Danger and In…,https://arxiv.org/pdf/2509.21651,,,"하중 한계를 넘기면 물체가 떨어지거나 로봇 관절이 손상될 수 있다 (ASIMOV-2.0, 2025)",payload,0,,,,0,,0,,,,high
PHYSBENCH-REF-0014,작업 공간 한계 위반 (Workspace limit violation),로봇 또는 embodied 에이전트가 허용된 작업 공간 밖으로 이동하거나 인간 전용·위험 지정 구역에 진입하는 실패. (A robot or embodied agent moves outside a permitted workspace or enters a human-only or hazard-designated zone.),1,ASIMOV-2.0: Can AI Perceive Physical Danger and In…,ASIMOV-2.0: Can AI Perceive Physical Danger and In…,https://arxiv.org/pdf/2509.21651,,,"로봇이 정해진 작업 구역을 벗어나면 사람이나 장비와 충돌할 수 있다 (ASIMOV-2.0, 2025)",limit;workspace,0,,,,0,,0,,,,high
PHYSBENCH-REF-0015,허용 대상물 제약 위반 (Permissible object constraint violation),"피지컬 AI 시스템이 위험·소유권·윤리적 제한으로 배제되어야 할 대상물을 조작하거나 조작을 권장하는 실패. (A physical AI system manipulates or recommends manipulating objects that should be excluded because of hazard, ownership, fragility, or procedural restrictions.)",1,ASIMOV-2.0: Can AI Perceive Physical Danger and In…,ASIMOV-2.0: Can AI Perceive Physical Danger and In…,https://arxiv.org/pdf/2509.21651,,,"만지면 안 되는 물체를 조작하면 파손, 오염, 상해가 생길 수 있다 (ASIMOV-2.0, 2025)",object;permissible,0,,,,0,,0,,,,high
PHYSBENCH-REF-0025,임계 이격 거리 위반 (Critical separation-distance violation),"로봇이 인간-로봇 협업에서 보호 이격 거리 요건을 위반하여 즉각적인 충돌 또는 상해 위험을 생성하는 실패. (A robot violates protective separation distance requirements in human-robot collaboration, creating immediate risk of injury.)",1,ANNIE: Be Careful of Your Robots,Robots,https://arxiv.org/pdf/2509.03383,2018,The Brookings Institution,"사람과의 안전거리를 깨면 작은 움직임도 곧바로 부상으로 이어질 수 있다 (Huang et al., 2025)",critical;distance;separation,0,,collision;labor,,0,,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_policy_references_20260623.csv,high
PHYSBENCH-REF-0025,임계 이격 거리 위반 (Critical separation-distance violation),"로봇이 인간-로봇 협업에서 보호 이격 거리 요건을 위반하여 즉각적인 충돌 또는 상해 위험을 생성하는 실패. (A robot violates protective separation distance requirements in human-robot collaboration, creating immediate risk of injury.)",2,Collision-free path planning for a guava-h… (2021),Collision-free path planning for a guava-harvesting robot based on recurrent deep reinforcement learning,https://doi.org/10.1016/j.compag.2021.106350,2021,COMPUTERS AND ELECTRONICS IN AGRICULTURE,"로봇 이동 계획이 충돌과 작업공간 안전에 직접 연결된다 (Collision-free path planning for a guava-h…, 2021)",critical;distance;separation,0,,collision;labor,collision;drone;force;learning;navigation;uncertainty,1,collision,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,medium
PHYSBENCH-REF-0025,임계 이격 거리 위반 (Critical separation-distance violation),"로봇이 인간-로봇 협업에서 보호 이격 거리 요건을 위반하여 즉각적인 충돌 또는 상해 위험을 생성하는 실패. (A robot violates protective separation distance requirements in human-robot collaboration, creating immediate risk of injury.)",3,Robotics Human Proximity Safety (ClarusC64),Robotics,https://huggingface.co/datasets/ClarusC64/robotics-human-proximity-safety-coherence-risk-v0.1,2024,Chapman and Hall/CRC,"임계 분리 거리 위반 탐지, 안전 영역 이탈 선행 지표 포함 (Robotics Human Proximity Safety, HF)",critical;distance;separation,0,,collision;labor,,0,,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_policy_references_20260623.csv,high
PHYSBENCH-REF-0025,임계 이격 거리 위반 (Critical separation-distance violation),"로봇이 인간-로봇 협업에서 보호 이격 거리 요건을 위반하여 즉각적인 충돌 또는 상해 위험을 생성하는 실패. (A robot violates protective separation distance requirements in human-robot collaboration, creating immediate risk of injury.)",4,A Multimodal Approach to Human Safety in Collaborative Robotic Workcells (2022),A Multimodal Approach to Human Safety in Collaborative Robotic Workcells,https://doi.org/10.1109/tase.2020.3043286,2022,IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,"피지컬 AI 시스템에서 '임계 이격 거리 위반' 문제가 실제 안전 문제로 이어질 수 있음을 다룬다; A Multimodal Approach to Huma… (Costanzo et al., 2022)",critical;distance;separation,2,distance;separation,collision;labor,collision;ethics;labor;privacy,2,collision;labor,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,ok
PHYSBENCH-REF-0026,위험 도구 작업 공간 침입 (Hazardous-tool workspace intrusion),위험 도구를 운반하거나 작동 중인 로봇이 인간 작업 공간에 진입하거나 도구별 배제 요건을 위반하는 실패. (A robot carrying or operating a hazardous tool enters a human workspace or violates tool-specific exclusion requirements.),1,ANNIE: Be Careful of Your Robots,Robots,https://arxiv.org/pdf/2509.03383,2018,The Brookings Institution,"위험 도구를 든 로봇이 사람 작업구역에 들어오면 피하기 전에 다칠 수 있다 (Huang et al., 2025)",hazardous;intrusion;tool;workspace,0,,security,,0,,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_policy_references_20260623.csv,high
PHYSBENCH-REF-0027,엔드이펙터 속도 초과 (Excessive end-effector velocity),"로봇이 인간 근접 또는 취약 물체 처리 시 안전한 엔드이펙터 속도 한계를 초과하여 충격·충돌 심각도를 높이는 실패. (A robot exceeds safe end-effector speed limits near humans or fragile objects, increasing impact and collision severity.)",1,ANNIE: Be Careful of Your Robots,Robots,https://arxiv.org/pdf/2509.03383,2018,The Brookings Institution,"로봇 끝부분이나 몸이 너무 빠르게 움직이면 충돌 충격이 커진다 (Huang et al., 2025)",effector;excessive;velocity,0,,collision,,0,,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_policy_references_20260623.csv,high
PHYSBENCH-REF-0028,조기 물체 해제 (Premature object release),"로봇이 안전한 자세 또는 표면에 도달하기 전에 물체를 해제하여 낙하·유출·충격·2차 위험을 유발하는 실패. (A robot releases an object before reaching a safe pose or surface, causing drops, spills, impacts, or secondary hazards.)",1,ANNIE: Be Careful of Your Robots,Robots,https://arxiv.org/pdf/2509.03383,2018,The Brookings Institution,"물체를 안전한 위치 전에 놓으면 낙하, 파손, 2차 사고가 생긴다 (Huang et al., 2025)",object;premature;release,0,,collision,,0,,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_policy_references_20260623.csv,high
PHYSBENCH-REF-0029,금지 대상 충돌 (Forbidden-object collision),"로봇이 작업 또는 안전 규칙상 접촉이 금지된 물체·사람·장비와 충돌하는 실패. (A robot collides with objects, people, or equipment that must not be contacted under task or safety rules.)",1,ANNIE: Be Careful of Your Robots,Robots,https://arxiv.org/pdf/2509.03383,2018,The Brookings Institution,"부딪히면 안 되는 물체와 충돌하면 사람, 장비, 환경에 피해가 난다 (Huang et al., 2025)",collision;forbidden;object,0,,collision,,0,,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_policy_references_20260623.csv,high
PHYSBENCH-REF-0029,금지 대상 충돌 (Forbidden-object collision),"로봇이 작업 또는 안전 규칙상 접촉이 금지된 물체·사람·장비와 충돌하는 실패. (A robot collides with objects, people, or equipment that must not be contacted under task or safety rules.)",2,Fuzzy neural networks for obstacle pattern… (2008),Fuzzy neural networks for obstacle pattern recognition and collision avoidance of fish robots,https://doi.org/10.1007/s00500-007-0245-0,2008,SOFT COMPUTING,"장애물과 충돌 처리가 실패하면 카드의 피지컬 사고로 이어진다 (Fuzzy neural networks for obstacle pattern…, 2008)",collision;forbidden;object,1,collision,collision,collision;navigation;privacy,1,collision,1,collision,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,ok
PHYSBENCH-REF-0029,금지 대상 충돌 (Forbidden-object collision),"로봇이 작업 또는 안전 규칙상 접촉이 금지된 물체·사람·장비와 충돌하는 실패. (A robot collides with objects, people, or equipment that must not be contacted under task or safety rules.)",3,Safe Learning in Robotics: From Learning-Based Control to… (2022),Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,https://doi.org/10.1146/annurev-control-042920-020211,2022,ANNUAL REVIEW OF CONTROL ROBOTICS AND AUTONOMOUS SYSTEMS,"안전 학습이 충돌·제약을 별도 비용으로 다루는 만큼, 금지 대상 충돌은 보상만으로 해결되지 않는다 (Safe Learning in Robotics (2022))",collision;forbidden;object,0,,collision,force;learning;uncertainty,0,,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,high
PHYSBENCH-REF-0053,장애물 개입 충돌 (Obstacle intervention collision),VLA 로봇이 이동 중 장애물이 개입할 때 장애물과 충돌하거나 안전 경로를 유지하지 못하는 실패. (A vision-language-action robot collides with an obstacle or fails to maintain a safe path when an obstacle intervenes during manipulation.),1,VLSA: Vision-Language-Action Models with Plug-and-…,VLSA: Vision-Language-Action Models with Plug-and-…,https://arxiv.org/pdf/2512.11891,,,"장애물 회피 중 끼어들기 상황을 잘못 처리하면 충돌이 난다 (VLSA, 2025)",collision;intervention;obstacle,0,,collision;navigation,,0,,0,,,,high
PHYSBENCH-REF-0053,장애물 개입 충돌 (Obstacle intervention collision),VLA 로봇이 이동 중 장애물이 개입할 때 장애물과 충돌하거나 안전 경로를 유지하지 못하는 실패. (A vision-language-action robot collides with an obstacle or fails to maintain a safe path when an obstacle intervenes during manipulation.),2,Obstacle avoidance for a robotic navigatio… (2023),Obstacle avoidance for a robotic navigation aid using Fuzzy Logic Controller-Optimal Reciprocal Collision Avoidance (FLC-ORCA),https://doi.org/10.1007/s00521-023-08856-8,2023,NEURAL COMPUTING \& APPLICATIONS,"장애물과 충돌 처리가 실패하면 카드의 피지컬 사고로 이어진다 (Obstacle avoidance for a robotic navigatio…, 2023)",collision;intervention;obstacle,2,collision;obstacle,collision;navigation,collision;navigation,2,collision;navigation,2,collision;obstacle,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,ok
PHYSBENCH-REF-0053,장애물 개입 충돌 (Obstacle intervention collision),VLA 로봇이 이동 중 장애물이 개입할 때 장애물과 충돌하거나 안전 경로를 유지하지 못하는 실패. (A vision-language-action robot collides with an obstacle or fails to maintain a safe path when an obstacle intervenes during manipulation.),3,Safe Learning in Robotics: From Learning-Based Control to… (2022),Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,https://doi.org/10.1146/annurev-control-042920-020211,2022,ANNUAL REVIEW OF CONTROL ROBOTICS AND AUTONOMOUS SYSTEMS,"안전 학습이 충돌·제약을 별도 비용으로 다루는 만큼, 장애물 개입 충돌은 보상만으로 해결되지 않는다 (Safe Learning in Robotics (2022))",collision;intervention;obstacle,0,,collision;navigation,force;learning;uncertainty,0,,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,high
PHYSBENCH-REF-0053,장애물 개입 충돌 (Obstacle intervention collision),VLA 로봇이 이동 중 장애물이 개입할 때 장애물과 충돌하거나 안전 경로를 유지하지 못하는 실패. (A vision-language-action robot collides with an obstacle or fails to maintain a safe path when an obstacle intervenes during manipulation.),4,Deep reinforcement learning-based local path planning in dynamic environm… (2024),Deep reinforcement learning-based local path planning in dynamic environments for mobile robot☆,https://doi.org/10.1016/j.jksuci.2024.102254,2024,JOURNAL OF KING SAUD UNIVERSITY-COMPUTER AND INFORMATION SCIENCES,"불확실한 환경의 경로 계획에서 '장애물 개입 충돌' 문제가 실제 안전 문제로 이어질 수 있음을 다룬다; Deep reinforcement learning-b… (Tao et al., 2024)",collision;intervention;obstacle,2,collision;obstacle,collision;navigation,collision;force;learning;navigation,2,collision;navigation,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,ok
PHYSBENCH-REF-0053,장애물 개입 충돌 (Obstacle intervention collision),VLA 로봇이 이동 중 장애물이 개입할 때 장애물과 충돌하거나 안전 경로를 유지하지 못하는 실패. (A vision-language-action robot collides with an obstacle or fails to maintain a safe path when an obstacle intervenes during manipulation.),5,Multimodal Perception for Indoor Mobile Robotics Navigation and Safe… (2025),Multimodal Perception for Indoor Mobile Robotics Navigation and Safe Manipulation,https://doi.org/10.1109/tcds.2024.3481457,2025,IEEE TRANSACTIONS ON COGNITIVE AND DEVELOPMENTAL SYSTEMS,"실내 이동 로봇의 멀티모달 인식·안전 조작을 다뤄, 장애물 개입 충돌이 실제 내비게이션 위험으로 이어질 수 있다 (Zhang et al., 2025)",collision;intervention;obstacle,2,collision;obstacle,collision;navigation,collision;medical_care;navigation;privacy;uncertainty,2,collision;navigation,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,ok
PHYSBENCH-REF-0055,제어 장벽 함수 실패 (Control barrier function safety-filter failure),"제어 장벽 함수 기반 안전 레이어가 인지·동역학·모델 오류 하에서 비안전 행동을 제약하지 못하는 실패. (A safety layer based on control barrier functions fails to constrain unsafe actions under perception, dynamics, or model uncertainty.)",1,VLSA: Vision-Language-Action Models with Plug-and-…,VLSA: Vision-Language-Action Models with Plug-and-…,https://arxiv.org/pdf/2512.11891,,,"안전 필터가 실패하면 금지된 동작을 제어 단계에서 막지 못한다 (VLSA, 2025)",barrier;filter;function,0,,uncertainty,,0,,0,,,,high
PHYSBENCH-REF-0055,제어 장벽 함수 실패 (Control barrier function safety-filter failure),"제어 장벽 함수 기반 안전 레이어가 인지·동역학·모델 오류 하에서 비안전 행동을 제약하지 못하는 실패. (A safety layer based on control barrier functions fails to constrain unsafe actions under perception, dynamics, or model uncertainty.)",2,Explainable and Safety Aware Deep Reinforcement Learning-Based Control of… (2025),Explainable and Safety Aware Deep Reinforcement Learning-Based Control of Nonlinear Discrete-Time Systems Using Neural Network Gradient Decomposition,https://doi.org/10.1109/tase.2025.3554431,2025,IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,"설명 가능한 안전 제어에서 '제어 장벽 함수 실패' 문제가 실제 안전 문제로 이어질 수 있음을 다룬다; Explainable and Safety Aware… (Farzanegan et al., 2025)",barrier;filter;function,2,barrier;function,uncertainty,explainability;force;labor;learning;llm_jailbreak;uncertainty;vehicle,1,uncertainty,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,ok
PHYSBENCH-REF-0055,제어 장벽 함수 실패 (Control barrier function safety-filter failure),"제어 장벽 함수 기반 안전 레이어가 인지·동역학·모델 오류 하에서 비안전 행동을 제약하지 못하는 실패. (A safety layer based on control barrier functions fails to constrain unsafe actions under perception, dynamics, or model uncertainty.)",3,Meta-Learning-Based Safety-Critical Control in Multi-Obstacles Environmen… (2025),Meta-Learning-Based Safety-Critical Control in Multi-Obstacles Environments,https://doi.org/10.1109/tase.2025.3565524,2025,IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,"여러 장애물 환경의 safety-critical control을 다뤄, 안전 필터가 실패하면 제어 장벽이 의도한 충돌 회피를 보장하지 못할 수 있다 (Zhang et al., 2025)",barrier;filter;function,2,barrier;function,uncertainty,labor;navigation;uncertainty,1,uncertainty,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,ok
PHYSBENCH-REF-0056,VLA 조작 제약 위반 (VLA manipulation constraint violation),비전-언어-행동 모델이 고수준 안전 지시에도 불구하고 물체 조작 중 작업별 피지컬 제약을 위반하는 실패. (A vision-language-action model violates task-specific physical constraints during object manipulation despite high-level instruction compliance.),1,VLSA: Vision-Language-Action Models with Plug-and-…,VLSA: Vision-Language-Action Models with Plug-and-…,https://arxiv.org/pdf/2512.11891,,,"VLA 모델이 언어 목표만 따라가면 물체 조작의 안전 제약을 놓칠 수 있다 (VLSA, 2025)",manipulation,0,,,,0,,0,,,,high
PHYSBENCH-REF-0056,VLA 조작 제약 위반 (VLA manipulation constraint violation),비전-언어-행동 모델이 고수준 안전 지시에도 불구하고 물체 조작 중 작업별 피지컬 제약을 위반하는 실패. (A vision-language-action model violates task-specific physical constraints during object manipulation despite high-level instruction compliance.),2,VLM-PoseManip: Dexterous robotic manipulat… (2026),VLM-PoseManip: Dexterous robotic manipulation via Vision-Language model based instructive pose estimation for Human-Robot collaboration,https://doi.org/10.1016/j.aei.2026.104508,2026,ADVANCED ENGINEERING INFORMATICS,"물체 조작과 파지가 실패할 때 생기는 피지컬 위험을 다룬다 (VLM-PoseManip: Dexterous robotic manipulat…, 2026)",manipulation,1,manipulation,,collision;explainability;labor;llm_jailbreak;navigation,0,,1,manipulation,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,ok
PHYSBENCH-REF-0061,접촉 조작 힘 감지 실패 (Contact-rich manipulation force-sensing failure),"접촉 집약 조작 정책이 힘·촉각·오디오·시각 단서를 올바르게 사용하지 못하여 비안전 압력·파지·이동을 생성하는 실패. (A contact-rich manipulation policy fails to correctly use force, tactile, audio, or visual cues, creating unsafe pressure, impact, or object-damage risk.)",1,RH20T: A Comprehensive Robotic Dataset for Learnin…,RH20T: A Comprehensive Robotic Dataset for Learnin…,https://arxiv.org/pdf/2307.00595,,,"접촉 조작에서 힘을 잘못 읽으면 로봇이 눌러야 할 때와 멈춰야 할 때를 구분하지 못한다 (RH20T, 2023)",contact;force;manipulation;rich;sensing,0,,collision;force;privacy,,0,,0,,,,high
PHYSBENCH-REF-0061,접촉 조작 힘 감지 실패 (Contact-rich manipulation force-sensing failure),"접촉 집약 조작 정책이 힘·촉각·오디오·시각 단서를 올바르게 사용하지 못하여 비안전 압력·파지·이동을 생성하는 실패. (A contact-rich manipulation policy fails to correctly use force, tactile, audio, or visual cues, creating unsafe pressure, impact, or object-damage risk.)",2,Towards cost-effective and safe contact-ri… (2026),Towards cost-effective and safe contact-rich robotic manipulation with reinforcement learning: A review of techniques for future industrial automation,https://doi.org/10.1177/09596518251350353,2026,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART I-JOURNAL OF SYSTEMS AND CONTROL ENGINEERING,"접촉 조작에서는 힘·촉각 피드백을 잘못 읽으면 과압, 파손, 상해가 생길 수 있다 (Towards cost-effective and safe contact-ri…, 2026)",contact;force;manipulation;rich;sensing,4,contact;force;manipulation;rich,collision;force;privacy,collision;force;labor;learning,2,collision;force,3,contact;manipulation;rich,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,ok
PHYSBENCH-REF-0061,접촉 조작 힘 감지 실패 (Contact-rich manipulation force-sensing failure),"접촉 집약 조작 정책이 힘·촉각·오디오·시각 단서를 올바르게 사용하지 못하여 비안전 압력·파지·이동을 생성하는 실패. (A contact-rich manipulation policy fails to correctly use force, tactile, audio, or visual cues, creating unsafe pressure, impact, or object-damage risk.)",3,A biomimetic elastomeric robot skin using electrical impe… (2022),A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,https://openalex.org/W4282912956,2022,Science Robotics,"로봇 피부의 촉각 센싱을 다뤄, 접촉 조작 힘 감지 실패는 시각만이 아니라 접촉·촉각 신호 오류에서도 생긴다 (A biomimetic elastomeric robot skin using electrical… (2022))",contact;force;manipulation;rich;sensing,1,sensing,collision;force;privacy,force;privacy,2,force;privacy,1,sensing,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/curated_top200_access_checked_20260627/physical_ai_safety_risk_ethics_security_top200_access_checked_compact.csv,ok
PHYSBENCH-REF-0061,접촉 조작 힘 감지 실패 (Contact-rich manipulation force-sensing failure),"접촉 집약 조작 정책이 힘·촉각·오디오·시각 단서를 올바르게 사용하지 못하여 비안전 압력·파지·이동을 생성하는 실패. (A contact-rich manipulation policy fails to correctly use force, tactile, audio, or visual cues, creating unsafe pressure, impact, or object-damage risk.)",4,Learning-Based High-Precision Force Estimation and Compliant Control for… (2024),Learning-Based High-Precision Force Estimation and Compliant Control for Small-Scale Continuum Robot,https://doi.org/10.1109/tase.2023.3311179,2024,IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,"피지컬 AI 시스템에서 '접촉 조작 힘 감지 실패' 문제가 실제 안전 문제로 이어질 수 있음을 다룬다; Learning-Based High-Precision… (Xiang et al., 2024)",contact;force;manipulation;rich;sensing,3,contact;force;sensing,collision;force;privacy,collision;force;labor;medical_care;privacy,3,collision;force;privacy,1,force,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,ok
PHYSBENCH-REF-0061,접촉 조작 힘 감지 실패 (Contact-rich manipulation force-sensing failure),"접촉 집약 조작 정책이 힘·촉각·오디오·시각 단서를 올바르게 사용하지 못하여 비안전 압력·파지·이동을 생성하는 실패. (A contact-rich manipulation policy fails to correctly use force, tactile, audio, or visual cues, creating unsafe pressure, impact, or object-damage risk.)",5,Integrated Task Sensing and Whole Body Control for Mobile Manipulation Wi… (2023),Integrated Task Sensing and Whole Body Control for Mobile Manipulation With Series Elastic Actuators,https://doi.org/10.1109/tase.2022.3156127,2023,IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,"이동 조작 로봇의 작업 감지와 전신 제어를 다뤄, 접촉 힘 감지 실패가 조작 안전을 흔들 수 있다 (Ren et al., 2023)",contact;force;manipulation;rich;sensing,2,manipulation;sensing,collision;force;privacy,collision;labor;navigation;privacy,2,collision;privacy,2,manipulation;sensing,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,ok
PHYSBENCH-REF-0066,전신 이동 충돌 위험 (Whole-body locomotion collision risk),"휴머노이드 이동 정책이 전신 동작 및 환경 접촉이 충분히 고려되지 않아 물체·벽·인간과 충돌하는 위험. (A humanoid locomotion policy collides with objects, walls, or humans because whole-body motion and environmental contact constraints are not jointly satisfied.)",1,HumanoidBench: Simulated Humanoid Benchmark for Wh…,HumanoidBench: Simulated Humanoid Benchmark for Wh…,https://arxiv.org/pdf/2403.10506,,,"전신 이동 중 주변 접촉을 잘못 다루면 벽, 물체, 사람과 부딪힌다 (HumanoidBench, 2024)",body;collision;locomotion;whole,0,,collision;humanoid,humanoid,1,humanoid,0,,,,medium
PHYSBENCH-REF-0066,전신 이동 충돌 위험 (Whole-body locomotion collision risk),"휴머노이드 이동 정책이 전신 동작 및 환경 접촉이 충분히 고려되지 않아 물체·벽·인간과 충돌하는 위험. (A humanoid locomotion policy collides with objects, walls, or humans because whole-body motion and environmental contact constraints are not jointly satisfied.)",2,Sim-to-Real: Learning Agile Locomotion For… (2018),Sim-to-Real: Learning Agile Locomotion For Quadruped Robots,https://doi.org/10.15607/rss.2018.xiv.010,2018,OpenAlex,"시뮬레이션에서 배운 정책이 실제 피지컬 환경에서 흔들릴 수 있음을 보여준다 (Sim-to-Real: Learning Agile Locomotion For…, 2018)",body;collision;locomotion;whole,1,locomotion,collision;humanoid,force;humanoid;learning;uncertainty,1,humanoid,1,locomotion,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_policy_references_20260623.csv,ok
PHYSBENCH-REF-0066,전신 이동 충돌 위험 (Whole-body locomotion collision risk),"휴머노이드 이동 정책이 전신 동작 및 환경 접촉이 충분히 고려되지 않아 물체·벽·인간과 충돌하는 위험. (A humanoid locomotion policy collides with objects, walls, or humans because whole-body motion and environmental contact constraints are not jointly satisfied.)",3,Safe Learning in Robotics: From Learning-Based Control to… (2022),Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,https://doi.org/10.1146/annurev-control-042920-020211,2022,ANNUAL REVIEW OF CONTROL ROBOTICS AND AUTONOMOUS SYSTEMS,"안전 학습이 충돌·제약을 별도 비용으로 다루는 만큼, 전신 이동 충돌 위험은 보상만으로 해결되지 않는다 (Safe Learning in Robotics (2022))",body;collision;locomotion;whole,0,,collision;humanoid,force;learning;uncertainty,0,,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,high
