card_idx,card_badge,card_label,card_l3,existing_refs,card_tags,paper_rank,paper_title,paper_year,paper_type,paper_url,paper_doi,paper_score,paper_citations,match_score,match_tags
96,PHYSCONN-REF-008,클라우드 오프로드 의존 실패 (Cloud-offload dependency failure),소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),2,reliability,13,A survey of uncertainty in deep neural networks,2023,paper,https://doi.org/10.1007/s10462-023-10562-9,10.1007/s10462-023-10562-9,119.867,839,0.3711,reliability
97,PHYSCONN-REF-009,안전 폴백 실패 (Degraded-mode and safe-fallback failure),소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),2,reliability,13,A survey of uncertainty in deep neural networks,2023,paper,https://doi.org/10.1007/s10462-023-10562-9,10.1007/s10462-023-10562-9,119.867,839,0.3668,reliability
97,PHYSCONN-REF-009,안전 폴백 실패 (Degraded-mode and safe-fallback failure),소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),2,reliability,166,Adaptive Neural Sliding Mode Control of Nonholonomic Wheeled Mobile Robots With Model Uncertainty,2008,paper,https://openalex.org/W2166184893,10.1109/tcst.2008.922584,97.748,285,0.3483,reliability
98,PHYSBENCH-REF-0036,배포 전 검증 공백 (Pre-deployment validation gap),소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),3,cps_security;control_validation;agent_llm,6,A Survey of Algorithms for Black-Box Safety Validation of Cyber-Physical Systems,2021,paper,https://www.jair.org/index.php/jair/article/view/12716,10.1613/JAIR.1.12716,124.883,106,0.5327,control_validation;cps_security
99,PHYSBENCH-REF-0041,로봇 레드팀 커버리지 공백 (Red-team coverage gap for robotics),소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),1,hrc;cps_security,9,A Survey of Robot Learning Strategies for Human-Robot Collaboration in Industrial Settings,2022,paper,https://doi.org/10.1016/j.rcim.2021.102231,10.1016/j.rcim.2021.102231,120.638,264,0.3791,hrc
99,PHYSBENCH-REF-0041,로봇 레드팀 커버리지 공백 (Red-team coverage gap for robotics),소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),1,hrc;cps_security,35,"Exploring the synergies between collaborative robotics, digital twins, augmentation, and industry 5.0 for smart manufacturing: A state-of-the-art review",2024,paper,https://doi.org/10.1016/j.rcim.2024.102769,10.1016/j.rcim.2024.102769,111.184,194,0.3641,hrc
100,PHYSBENCH-REF-0002,물리적 위험 인지 실패 (Physical danger perception failure),센서·입력 검증 실패(Sensor & Input Validation Failures),1,control_validation;perception;reliability,13,A survey of uncertainty in deep neural networks,2023,paper,https://doi.org/10.1007/s10462-023-10562-9,10.1007/s10462-023-10562-9,119.867,839,0.3665,reliability
100,PHYSBENCH-REF-0002,물리적 위험 인지 실패 (Physical danger perception failure),센서·입력 검증 실패(Sensor & Input Validation Failures),1,control_validation;perception;reliability,6,A Survey of Algorithms for Black-Box Safety Validation of Cyber-Physical Systems,2021,paper,https://www.jair.org/index.php/jair/article/view/12716,10.1613/JAIR.1.12716,124.883,106,0.3637,control_validation
101,PHYSBENCH-REF-0099,가정 비안전 행동 미검출 (Household unsafe-action false negative),센서·입력 검증 실패(Sensor & Input Validation Failures),1,control_validation;agent_llm;perception;reliability,200,Integrating Belief-Desire-Intention agents with large language models for reliable human–robot interaction and explainable Artificial Intelligence,2024,paper,https://doi.org/10.1016/j.engappai.2024.109771,10.1016/j.engappai.2024.109771,96.408,38,0.4933,agent_llm;perception
101,PHYSBENCH-REF-0099,가정 비안전 행동 미검출 (Household unsafe-action false negative),센서·입력 검증 실패(Sensor & Input Validation Failures),1,control_validation;agent_llm;perception;reliability,13,A survey of uncertainty in deep neural networks,2023,paper,https://doi.org/10.1007/s10462-023-10562-9,10.1007/s10462-023-10562-9,119.867,839,0.3682,reliability
102,PHYSRISK-REF-0007,어포던스 오분류 (Affordance misclassification),센서·입력 검증 실패(Sensor & Input Validation Failures),1,control_validation;manipulation;perception;reliability,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.5415,control_validation;manipulation
102,PHYSRISK-REF-0007,어포던스 오분류 (Affordance misclassification),센서·입력 검증 실패(Sensor & Input Validation Failures),1,control_validation;manipulation;perception;reliability,86,A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,2022,paper,https://openalex.org/W4282912956,10.1126/scirobotics.abm7187,103.172,249,0.5195,manipulation;perception
103,PHYSRISK-REF-0005,위치 추정 누적 오차 (Localization drift),센서·입력 검증 실패(Sensor & Input Validation Failures),2,control_validation;perception;reliability,13,A survey of uncertainty in deep neural networks,2023,paper,https://doi.org/10.1007/s10462-023-10562-9,10.1007/s10462-023-10562-9,119.867,839,0.374,reliability
103,PHYSRISK-REF-0005,위치 추정 누적 오차 (Localization drift),센서·입력 검증 실패(Sensor & Input Validation Failures),2,control_validation;perception;reliability,98,A High-Speed Sliding-Mode Observer for the Sensorless Speed Control of a PMSM,2010,paper,https://openalex.org/W2169519990,10.1109/tie.2010.2098357,102.0,707,0.3633,perception
104,PHYSRISK-REF-0026,친밀 공간 프라이버시 침해 (Privacy in intimate physical spaces),프라이버시 침해(Privacy Violations),1,surgery_care;privacy,16,"Smart Contract Privacy Protection Using AI in Cyber-Physical Systems: Tools, Techniques and Challenges",2020,paper,https://openalex.org/W3003326204,10.1109/access.2020.2970576,117.799,253,0.3818,privacy
104,PHYSRISK-REF-0026,친밀 공간 프라이버시 침해 (Privacy in intimate physical spaces),프라이버시 침해(Privacy Violations),1,surgery_care;privacy,111,"A systematic review of trustworthy and explainable artificial intelligence in healthcare: Assessment of quality, bias risk, and data fusion",2023,paper,https://doi.org/10.1016/j.inffus.2023.03.008,10.1016/j.inffus.2023.03.008,101.09,407,0.3599,surgery_care
105,PHYSRISK-REF-0035,피지컬 AI 기반 직장 감시 (Workplace surveillance through embodied AI),프라이버시 침해(Privacy Violations),1,humanoid;perception;privacy;control_validation,100,Multi-contact planning and control for humanoid robots: Design and validation of a complete framework,2023,paper,https://doi.org/10.1016/j.robot.2023.104448,10.1016/j.robot.2023.104448,101.966,19,0.4773,control_validation;humanoid
105,PHYSRISK-REF-0035,피지컬 AI 기반 직장 감시 (Workplace surveillance through embodied AI),프라이버시 침해(Privacy Violations),1,humanoid;perception;privacy;control_validation,111,"A systematic review of trustworthy and explainable artificial intelligence in healthcare: Assessment of quality, bias risk, and data fusion",2023,paper,https://doi.org/10.1016/j.inffus.2023.03.008,10.1016/j.inffus.2023.03.008,101.09,407,0.3739,perception
106,PHYSKR-REF-012,가정 내 지속적 시청각 촬영 (Continuous in-home audiovisual capture),프라이버시 침해(Privacy Violations),2,privacy;perception,16,"Smart Contract Privacy Protection Using AI in Cyber-Physical Systems: Tools, Techniques and Challenges",2020,paper,https://openalex.org/W3003326204,10.1109/access.2020.2970576,117.799,253,0.3546,privacy
106,PHYSKR-REF-012,가정 내 지속적 시청각 촬영 (Continuous in-home audiovisual capture),프라이버시 침해(Privacy Violations),2,privacy;perception,111,"A systematic review of trustworthy and explainable artificial intelligence in healthcare: Assessment of quality, bias risk, and data fusion",2023,paper,https://doi.org/10.1016/j.inffus.2023.03.008,10.1016/j.inffus.2023.03.008,101.09,407,0.346,perception
107,PHYSRISK-REF-0053,가정 내 행동·생체정보 유출 (In-home behavioral and biometric data exfiltration),프라이버시 침해(Privacy Violations),1,privacy,16,"Smart Contract Privacy Protection Using AI in Cyber-Physical Systems: Tools, Techniques and Challenges",2020,paper,https://openalex.org/W3003326204,10.1109/access.2020.2970576,117.799,253,0.3649,privacy
107,PHYSRISK-REF-0053,가정 내 행동·생체정보 유출 (In-home behavioral and biometric data exfiltration),프라이버시 침해(Privacy Violations),1,privacy,47,Unsupervised Machine Learning-Based Detection of Covert Data Integrity Assault in Smart Grid Networks Utilizing Isolation Forest,2019,paper,https://openalex.org/W2918639172,10.1109/tifs.2019.2902822,108.905,273,0.3559,privacy
108,PHYSBENCH-REF-0021,피지컬 AI 프라이버시 침해 (Embodied privacy violation),프라이버시 침해(Privacy Violations),1,manipulation;perception;privacy;agent_llm,86,A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,2022,paper,https://openalex.org/W4282912956,10.1126/scirobotics.abm7187,103.172,249,0.5166,manipulation;perception
108,PHYSBENCH-REF-0021,피지컬 AI 프라이버시 침해 (Embodied privacy violation),프라이버시 침해(Privacy Violations),1,manipulation;perception;privacy;agent_llm,164,Deep reinforcement learning for drone navigation using sensor data,2020,paper,https://doi.org/10.1007/s00521-020-05097-x,10.1007/s00521-020-05097-x,97.886,169,0.5006,manipulation;perception
110,PHYSBENCH-REF-0091,잠재 상태 압축 안전 손실 (Latent-state compression safety loss),허위 정보(Misinformation),1,collision;manipulation;humanoid,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.544,collision;manipulation
110,PHYSBENCH-REF-0091,잠재 상태 압축 안전 손실 (Latent-state compression safety loss),허위 정보(Misinformation),1,collision;manipulation;humanoid,100,Multi-contact planning and control for humanoid robots: Design and validation of a complete framework,2023,paper,https://doi.org/10.1016/j.robot.2023.104448,10.1016/j.robot.2023.104448,101.966,19,0.4907,humanoid;manipulation
111,PHYSBENCH-REF-0092,미래 접촉 예측 실패 (Future contact prediction failure),허위 정보(Misinformation),1,collision;manipulation;humanoid;reliability,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.5479,collision;manipulation
111,PHYSBENCH-REF-0092,미래 접촉 예측 실패 (Future contact prediction failure),허위 정보(Misinformation),1,collision;manipulation;humanoid;reliability,112,iADA*-RL: Anytime Graph-Based Path Planning with Deep Reinforcement Learning for an Autonomous UAV,2021,paper,https://openalex.org/W3159605226,10.3390/app11093948,101.059,54,0.5117,collision;manipulation
112,PHYSBENCH-REF-0102,VLM 비안전 행동 추론 오류 (VLM unsafe-action reasoning error),허위 정보(Misinformation),1,agent_llm;perception,200,Integrating Belief-Desire-Intention agents with large language models for reliable human–robot interaction and explainable Artificial Intelligence,2024,paper,https://doi.org/10.1016/j.engappai.2024.109771,10.1016/j.engappai.2024.109771,96.408,38,0.49,agent_llm;perception
112,PHYSBENCH-REF-0102,VLM 비안전 행동 추론 오류 (VLM unsafe-action reasoning error),허위 정보(Misinformation),1,agent_llm;perception,73,On the Opportunities and Risks of Foundation Models,2021,paper,http://arxiv.org/abs/2108.07258,10.48550/arxiv.2108.07258,104.6,2180,0.3612,agent_llm
114,PHYSBENCH-REF-0030,감각 교란 기반 비안전 행동 (Adversarial sensory perturbation induced unsafe action),동적 환경 요인(Dynamic Environmental Factors),3,cps_security;perception,10,Explainable Artificial Intelligence (XAI) for Intrusion Detection and Mitigation in Intelligent Connected Vehicles: A Review,2023,paper,https://openalex.org/W4317207036,10.3390/app13031252,120.633,170,0.5137,cps_security;perception
115,PHYSBENCH-REF-0034,시각 기반 안전 RL 제약 실패 (Vision-only safe RL constraint failure),동적 환경 요인(Dynamic Environmental Factors),1,control_validation;manipulation;perception;reliability;agent_llm,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.5935,control_validation;manipulation
115,PHYSBENCH-REF-0034,시각 기반 안전 RL 제약 실패 (Vision-only safe RL constraint failure),동적 환경 요인(Dynamic Environmental Factors),1,control_validation;manipulation;perception;reliability;agent_llm,86,A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,2022,paper,https://openalex.org/W4282912956,10.1126/scirobotics.abm7187,103.172,249,0.5135,manipulation;perception
116,PHYSBENCH-REF-0042,물리적 적대 패치 취약성 (Physical adversarial patch vulnerability),동적 환경 요인(Dynamic Environmental Factors),1,cps_security;perception;manipulation,86,A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,2022,paper,https://openalex.org/W4282912956,10.1126/scirobotics.abm7187,103.172,249,0.5208,manipulation;perception
116,PHYSBENCH-REF-0042,물리적 적대 패치 취약성 (Physical adversarial patch vulnerability),동적 환경 요인(Dynamic Environmental Factors),1,cps_security;perception;manipulation,10,Explainable Artificial Intelligence (XAI) for Intrusion Detection and Mitigation in Intelligent Connected Vehicles: A Review,2023,paper,https://openalex.org/W4317207036,10.3390/app13031252,120.633,170,0.5174,cps_security;perception
117,PHYSBENCH-REF-0063,시각-촉각 모달리티 불일치 (Visual-tactile modality mismatch),동적 환경 요인(Dynamic Environmental Factors),1,manipulation;perception,86,A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,2022,paper,https://openalex.org/W4282912956,10.1126/scirobotics.abm7187,103.172,249,0.5581,manipulation;perception
117,PHYSBENCH-REF-0063,시각-촉각 모달리티 불일치 (Visual-tactile modality mismatch),동적 환경 요인(Dynamic Environmental Factors),1,manipulation;perception,164,Deep reinforcement learning for drone navigation using sensor data,2020,paper,https://doi.org/10.1007/s00521-020-05097-x,10.1007/s00521-020-05097-x,97.886,169,0.4904,manipulation;perception
118,PHYSBENCH-REF-0107,휴머노이드 센서 시험 공백 (Humanoid sensor test coverage gap),동적 환경 요인(Dynamic Environmental Factors),1,collision;humanoid;trust_ethics;perception;reliability;hrc,1,A deep learning-enhanced Digital Twin framework for improving safety and reliability in human-robot collaborative manufacturing,2024,paper,https://doi.org/10.1016/j.rcim.2023.102608,10.1016/j.rcim.2023.102608,133.676,110,0.7045,hrc;reliability;trust_ethics
118,PHYSBENCH-REF-0107,휴머노이드 센서 시험 공백 (Humanoid sensor test coverage gap),동적 환경 요인(Dynamic Environmental Factors),1,collision;humanoid;trust_ethics;perception;reliability;hrc,111,"A systematic review of trustworthy and explainable artificial intelligence in healthcare: Assessment of quality, bias risk, and data fusion",2023,paper,https://doi.org/10.1016/j.inffus.2023.03.008,10.1016/j.inffus.2023.03.008,101.09,407,0.5321,perception;trust_ethics
119,PHYSRISK-REF-0001,가림에 의한 충돌 (Occlusion-induced collision),동적 환경 요인(Dynamic Environmental Factors),3,collision;autonomous_vehicle;reliability,39,Local Path Planning for Off-Road Autonomous Driving With Avoidance of Static Obstacles,2012,paper,https://openalex.org/W2032325911,10.1109/tits.2012.2198214,109.841,348,0.543,autonomous_vehicle;collision
120,PHYSRISK-REF-0003,다중 센서 융합 충돌 (Multimodal sensor fusion conflict),동적 환경 요인(Dynamic Environmental Factors),3,manipulation;perception;collision,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.5421,collision;manipulation
121,PHYSRISK-REF-0004,적대적 물체·표지 조작 (Adversarial object or sign manipulation),동적 환경 요인(Dynamic Environmental Factors),1,autonomous_vehicle;cps_security;manipulation;perception,10,Explainable Artificial Intelligence (XAI) for Intrusion Detection and Mitigation in Intelligent Connected Vehicles: A Review,2023,paper,https://openalex.org/W4317207036,10.3390/app13031252,120.633,170,0.7089,autonomous_vehicle;cps_security;perception
121,PHYSRISK-REF-0004,적대적 물체·표지 조작 (Adversarial object or sign manipulation),동적 환경 요인(Dynamic Environmental Factors),1,autonomous_vehicle;cps_security;manipulation;perception,20,Deep learning adversarial attacks and defenses in autonomous vehicles: a systematic literature review from a safety perspective,2024,paper,https://openalex.org/W4404768371,10.1007/s10462-024-11014-8,116.262,52,0.518,autonomous_vehicle;cps_security
122,PHYSRISK-REF-0033,배포 후 모니터링 불충분 (Insufficient post-deployment monitoring),동적 환경 요인(Dynamic Environmental Factors),2,control_validation,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.3604,control_validation
123,PHYSRISK-REF-0002,악천후 인지 실패 (Adverse weather perception failure),동적 환경 요인(Dynamic Environmental Factors),3,manipulation;perception;reliability,86,A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,2022,paper,https://openalex.org/W4282912956,10.1126/scirobotics.abm7187,103.172,249,0.5383,manipulation;perception
124,PHYSBENCH-REF-0100,동적 가정 위험 감지 지연 (Dynamic household hazard detection latency),동적 환경 요인(Dynamic Environmental Factors),1,agent_llm,73,On the Opportunities and Risks of Foundation Models,2021,paper,http://arxiv.org/abs/2108.07258,10.48550/arxiv.2108.07258,104.6,2180,0.3498,agent_llm
125,PHYSBENCH-REF-0001,저빈도 가정 위험 대응 실패 (Long-tail household injury scenario failure),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),1,reliability;hrc;perception,1,A deep learning-enhanced Digital Twin framework for improving safety and reliability in human-robot collaborative manufacturing,2024,paper,https://doi.org/10.1016/j.rcim.2023.102608,10.1016/j.rcim.2023.102608,133.676,110,0.5154,hrc;reliability
125,PHYSBENCH-REF-0001,저빈도 가정 위험 대응 실패 (Long-tail household injury scenario failure),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),1,reliability;hrc;perception,37,A real-time human-robot interaction framework with robust background invariant hand gesture detection,2019,paper,https://doi.org/10.1016/j.rcim.2019.05.008,10.1016/j.rcim.2019.05.008,110.931,94,0.4972,hrc;reliability
126,PHYSBENCH-REF-0004,부상 심각도 오분류 (Injury severity misclassification),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),1,reliability;hrc,1,A deep learning-enhanced Digital Twin framework for improving safety and reliability in human-robot collaborative manufacturing,2024,paper,https://doi.org/10.1016/j.rcim.2023.102608,10.1016/j.rcim.2023.102608,133.676,110,0.5149,hrc;reliability
126,PHYSBENCH-REF-0004,부상 심각도 오분류 (Injury severity misclassification),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),1,reliability;hrc,37,A real-time human-robot interaction framework with robust background invariant hand gesture detection,2019,paper,https://doi.org/10.1016/j.rcim.2019.05.008,10.1016/j.rcim.2019.05.008,110.931,94,0.511,hrc;reliability
127,PHYSBENCH-REF-0047,위험 예측 실패 (Hazard prediction failure),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),3,collision;reliability;hrc,46,Safety assurance mechanisms of collaborative robotic systems in manufacturing,2021,paper,https://doi.org/10.1016/j.rcim.2020.102022,10.1016/j.rcim.2020.102022,108.966,201,0.5188,collision;hrc
128,PHYSBENCH-REF-0065,휴머노이드 균형 상실 및 낙상 위험 (Humanoid balance-loss and fall risk),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),2,manipulation;humanoid;reliability;hrc,1,A deep learning-enhanced Digital Twin framework for improving safety and reliability in human-robot collaborative manufacturing,2024,paper,https://doi.org/10.1016/j.rcim.2023.102608,10.1016/j.rcim.2023.102608,133.676,110,0.5227,hrc;reliability
128,PHYSBENCH-REF-0065,휴머노이드 균형 상실 및 낙상 위험 (Humanoid balance-loss and fall risk),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),2,manipulation;humanoid;reliability;hrc,37,A real-time human-robot interaction framework with robust background invariant hand gesture detection,2019,paper,https://doi.org/10.1016/j.rcim.2019.05.008,10.1016/j.rcim.2019.05.008,110.931,94,0.4996,hrc;reliability
129,PHYSBENCH-REF-0073,보조 로봇 개입 타이밍 실패 (Assistive robot intervention mistiming),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),1,humanoid;surgery_care;reliability;hrc,1,A deep learning-enhanced Digital Twin framework for improving safety and reliability in human-robot collaborative manufacturing,2024,paper,https://doi.org/10.1016/j.rcim.2023.102608,10.1016/j.rcim.2023.102608,133.676,110,0.521,hrc;reliability
129,PHYSBENCH-REF-0073,보조 로봇 개입 타이밍 실패 (Assistive robot intervention mistiming),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),1,humanoid;surgery_care;reliability;hrc,37,A real-time human-robot interaction framework with robust background invariant hand gesture detection,2019,paper,https://doi.org/10.1016/j.rcim.2019.05.008,10.1016/j.rcim.2019.05.008,110.931,94,0.5097,hrc;reliability
130,PHYSBENCH-REF-0111,인간-로봇 관계적 안전 공백 (Human-robot relational safety gap),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),2,hrc;reliability,1,A deep learning-enhanced Digital Twin framework for improving safety and reliability in human-robot collaborative manufacturing,2024,paper,https://doi.org/10.1016/j.rcim.2023.102608,10.1016/j.rcim.2023.102608,133.676,110,0.5403,hrc;reliability
130,PHYSBENCH-REF-0111,인간-로봇 관계적 안전 공백 (Human-robot relational safety gap),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),2,hrc;reliability,37,A real-time human-robot interaction framework with robust background invariant hand gesture detection,2019,paper,https://doi.org/10.1016/j.rcim.2019.05.008,10.1016/j.rcim.2019.05.008,110.931,94,0.5171,hrc;reliability
131,PHYSBENCH-REF-0112,취약 사용자 가정용 로봇 위험 (Vulnerable-user domestic robot risk),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),3,humanoid;surgery_care;reliability;hrc,182,Determinants of Attitude to a Humanoid Social Robot in Care for Older Adults: A Post-Interaction Study,2023,paper,https://doi.org/10.12659/MSM.941205,10.12659/msm.941205,97.067,6,0.5277,humanoid;surgery_care
132,PHYSRISK-REF-0006,인간 의도 오인식 (Human intent misrecognition),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),1,humanoid;reliability;hrc;perception,37,A real-time human-robot interaction framework with robust background invariant hand gesture detection,2019,paper,https://doi.org/10.1016/j.rcim.2019.05.008,10.1016/j.rcim.2019.05.008,110.931,94,0.5254,hrc;reliability
132,PHYSRISK-REF-0006,인간 의도 오인식 (Human intent misrecognition),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),1,humanoid;reliability;hrc;perception,1,A deep learning-enhanced Digital Twin framework for improving safety and reliability in human-robot collaborative manufacturing,2024,paper,https://doi.org/10.1016/j.rcim.2023.102608,10.1016/j.rcim.2023.102608,133.676,110,0.5243,hrc;reliability
133,PHYSRISK-REF-0021,근접 공간 경계 위반 (Proxemic boundary violation),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),2,reliability;hrc;agent_llm,1,A deep learning-enhanced Digital Twin framework for improving safety and reliability in human-robot collaborative manufacturing,2024,paper,https://doi.org/10.1016/j.rcim.2023.102608,10.1016/j.rcim.2023.102608,133.676,110,0.5169,hrc;reliability
133,PHYSRISK-REF-0021,근접 공간 경계 위반 (Proxemic boundary violation),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),2,reliability;hrc;agent_llm,37,A real-time human-robot interaction framework with robust background invariant hand gesture detection,2019,paper,https://doi.org/10.1016/j.rcim.2019.05.008,10.1016/j.rcim.2019.05.008,110.931,94,0.5098,hrc;reliability
134,PHYSRISK-REF-0025,사용자 능력 불일치 (User capability mismatch),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),1,perception;reliability;hrc;agent_llm,200,Integrating Belief-Desire-Intention agents with large language models for reliable human–robot interaction and explainable Artificial Intelligence,2024,paper,https://doi.org/10.1016/j.engappai.2024.109771,10.1016/j.engappai.2024.109771,96.408,38,0.6869,agent_llm;hrc;perception
134,PHYSRISK-REF-0025,사용자 능력 불일치 (User capability mismatch),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),1,perception;reliability;hrc;agent_llm,1,A deep learning-enhanced Digital Twin framework for improving safety and reliability in human-robot collaborative manufacturing,2024,paper,https://doi.org/10.1016/j.rcim.2023.102608,10.1016/j.rcim.2023.102608,133.676,110,0.5135,hrc;reliability
135,PHYSRISK-REF-0040,창고 로봇 보행자 충돌 (Warehouse robot pedestrian conflict),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),2,hrc;collision;autonomous_vehicle;reliability,22,On infusing reachability-based safety assurance within planning frameworks for human–robot vehicle interactions,2020,paper,https://doi.org/10.1177/0278364920950795,10.1177/0278364920950795,115.946,93,0.6951,autonomous_vehicle;collision;hrc
135,PHYSRISK-REF-0040,창고 로봇 보행자 충돌 (Warehouse robot pedestrian conflict),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),2,hrc;collision;autonomous_vehicle;reliability,1,A deep learning-enhanced Digital Twin framework for improving safety and reliability in human-robot collaborative manufacturing,2024,paper,https://doi.org/10.1016/j.rcim.2023.102608,10.1016/j.rcim.2023.102608,133.676,110,0.5327,hrc;reliability
136,PHYSRISK-REF-0042,공공 공간 방해·접근성 피해 (Public-space nuisance and accessibility harm),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),1,reliability;hrc;perception,1,A deep learning-enhanced Digital Twin framework for improving safety and reliability in human-robot collaborative manufacturing,2024,paper,https://doi.org/10.1016/j.rcim.2023.102608,10.1016/j.rcim.2023.102608,133.676,110,0.5149,hrc;reliability
136,PHYSRISK-REF-0042,공공 공간 방해·접근성 피해 (Public-space nuisance and accessibility harm),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),1,reliability;hrc;perception,37,A real-time human-robot interaction framework with robust background invariant hand gesture detection,2019,paper,https://doi.org/10.1016/j.rcim.2019.05.008,10.1016/j.rcim.2019.05.008,110.931,94,0.4973,hrc;reliability
137,PHYSRISK-REF-0023,공유 자율성 협조 실패 (Shared autonomy coordination failure),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),1,trust_ethics;reliability;hrc,1,A deep learning-enhanced Digital Twin framework for improving safety and reliability in human-robot collaborative manufacturing,2024,paper,https://doi.org/10.1016/j.rcim.2023.102608,10.1016/j.rcim.2023.102608,133.676,110,0.7006,hrc;reliability;trust_ethics
137,PHYSRISK-REF-0023,공유 자율성 협조 실패 (Shared autonomy coordination failure),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),1,trust_ethics;reliability;hrc,33,Redefining Safety in Light of Human-Robot Interaction: A Critical Review of Current Standards and Regulations,2021,paper,https://doi.org/10.3389/fceng.2021.666237,10.3389/fceng.2021.666237,111.919,87,0.5186,hrc;trust_ethics
138,PHYSBENCH-REF-0096,안전 원칙 모호성 (Semantic safety principle ambiguity),지시 오해석(Instruction Misinterpretation),1,control_validation;hrc,22,On infusing reachability-based safety assurance within planning frameworks for human–robot vehicle interactions,2020,paper,https://doi.org/10.1177/0278364920950795,10.1177/0278364920950795,115.946,93,0.5142,control_validation;hrc
138,PHYSBENCH-REF-0096,안전 원칙 모호성 (Semantic safety principle ambiguity),지시 오해석(Instruction Misinterpretation),1,control_validation;hrc,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.3621,control_validation
139,PHYSBENCH-REF-0033,다중 에이전트 안전 제약 위반 (Multi-agent safety constraint violation),멀티 에이전트 협력(Multi-Agent Collaboration),2,hrc;control_validation;reliability;collision;agent_llm,22,On infusing reachability-based safety assurance within planning frameworks for human–robot vehicle interactions,2020,paper,https://doi.org/10.1177/0278364920950795,10.1177/0278364920950795,115.946,93,0.6809,collision;control_validation;hrc
