card_badge,card_label,card_l3,existing_refs,paper_rank,paper_title,paper_year,paper_type,paper_url,paper_doi,paper_score,paper_citations,match_score,match_tags
PHYSRISK-REF-0031,핵심 인프라 로봇 파괴 (Critical infrastructure robotic sabotage),사이버보안 위협(Cybersecurity Threats),1,77,A Survey of IIoT Protocols: A Measure of Vulnerability Risk Analysis Based on CVSS,2020,paper,https://doi.org/10.1145/3381038,10.1145/3381038,104.456,78,0.4945,cps_security;hrc;reliability
PHYSRISK-REF-0027,센서 스푸핑 및 신호 주입 (Sensor spoofing and signal injection),사이버보안 위협(Cybersecurity Threats),1,58,"A Review on Autonomous Vehicles: Progress, Methods and Challenges",2022,paper,https://openalex.org/W4285042965,10.3390/electronics11142162,106.874,478,0.5607,cps_security;manipulation;perception
PHYSRISK-REF-0027,센서 스푸핑 및 신호 주입 (Sensor spoofing and signal injection),사이버보안 위협(Cybersecurity Threats),1,111,"A systematic review of trustworthy and explainable artificial intelligence in healthcare: Assessment of quality, bias risk, and data fusion",2023,paper,https://doi.org/10.1016/j.inffus.2023.03.008,10.1016/j.inffus.2023.03.008,101.09,407,0.5491,cps_security;manipulation;perception
PHYSCONN-REF-007,부하 시 열·전력 쓰로틀링 (Thermal and power throttling under load),하드웨어·기계적 결함(Hardware & Mechanical Failures),1,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.4403,control_validation;reliability
PHYSCONN-REF-007,부하 시 열·전력 쓰로틀링 (Thermal and power throttling under load),하드웨어·기계적 결함(Hardware & Mechanical Failures),1,62,Sliding mode control for trajectory tracking of nonholonomic wheeled mobile robots,1999,paper,https://openalex.org/W2127516259,10.1109/70.768190,106.616,633,0.4353,control_validation;reliability
PHYSBENCH-REF-0016,하드웨어 한계 리스크 (Embodiment-specific hardware limitation failure),하드웨어·기계적 결함(Hardware & Mechanical Failures),1,13,A survey of uncertainty in deep neural networks,2023,paper,https://doi.org/10.1007/s10462-023-10562-9,10.1007/s10462-023-10562-9,119.867,839,0.3259,reliability
PHYSBENCH-REF-0016,하드웨어 한계 리스크 (Embodiment-specific hardware limitation failure),하드웨어·기계적 결함(Hardware & Mechanical Failures),1,12,Deep Learning for Safe Autonomous Driving: Current Challenges and Future Directions,2020,paper,https://openalex.org/W3112288498,10.1109/tits.2020.3032227,120.308,609,0.3246,reliability
PHYSRISK-REF-0037,"배터리·에너지·환경 위험 (Battery, energy, and environmental hazards)",하드웨어·기계적 결함(Hardware & Mechanical Failures),1,12,Deep Learning for Safe Autonomous Driving: Current Challenges and Future Directions,2020,paper,https://openalex.org/W3112288498,10.1109/tits.2020.3032227,120.308,609,0.3389,reliability
PHYSRISK-REF-0037,"배터리·에너지·환경 위험 (Battery, energy, and environmental hazards)",하드웨어·기계적 결함(Hardware & Mechanical Failures),1,17,"Artificial intelligence, machine learning and deep learning in advanced robotics, a review",2023,paper,https://doi.org/10.1016/j.cogr.2023.04.001,10.1016/j.cogr.2023.04.001,117.6,1029,0.3377,reliability
PHYSBENCH-REF-0103,가정 안전 가드레일 실패 (Real-time household guardrail failure),소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),1,12,Deep Learning for Safe Autonomous Driving: Current Challenges and Future Directions,2020,paper,https://openalex.org/W3112288498,10.1109/tits.2020.3032227,120.308,609,0.3363,reliability
PHYSBENCH-REF-0103,가정 안전 가드레일 실패 (Real-time household guardrail failure),소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),1,13,A survey of uncertainty in deep neural networks,2023,paper,https://doi.org/10.1007/s10462-023-10562-9,10.1007/s10462-023-10562-9,119.867,839,0.3282,reliability
PHYSRISK-REF-0038,자율주행차 충돌 위험 (Autonomous vehicle crash risk),소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),3,12,Deep Learning for Safe Autonomous Driving: Current Challenges and Future Directions,2020,paper,https://openalex.org/W3112288498,10.1109/tits.2020.3032227,120.308,609,0.6943,autonomous_vehicle;collision;perception;reliability
PHYSRISK-REF-0038,자율주행차 충돌 위험 (Autonomous vehicle crash risk),소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),3,11,Edge AI‐Based Automated Detection and Classification of Road Anomalies in VANET Using Deep Learning,2021,paper,https://openalex.org/W3204369957,10.1155/2021/6262194,120.312,238,0.6736,autonomous_vehicle;collision;perception;reliability
PHYSCONN-REF-006,온디바이스 연산·메모리 고갈 (On-device compute and memory exhaustion),소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),1,36,"Artificial intelligence in the construction industry: A review of present status, opportunities and future challenges",2021,paper,https://doi.org/10.1016/j.jobe.2021.103299,10.1016/j.jobe.2021.103299,110.955,903,0.4406,control_validation;perception
PHYSCONN-REF-006,온디바이스 연산·메모리 고갈 (On-device compute and memory exhaustion),소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),1,61,Towards the Unmanned Aerial Vehicles (UAVs): A Comprehensive Review,2022,paper,https://openalex.org/W4282970004,10.3390/drones6060147,106.723,824,0.4371,control_validation;perception
PHYSCONN-REF-008,클라우드 오프로드 의존 실패 (Cloud-offload dependency failure),소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),2,12,Deep Learning for Safe Autonomous Driving: Current Challenges and Future Directions,2020,paper,https://openalex.org/W3112288498,10.1109/tits.2020.3032227,120.308,609,0.3321,reliability
PHYSCONN-REF-008,클라우드 오프로드 의존 실패 (Cloud-offload dependency failure),소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),2,26,"Towards 6G wireless communication networks: vision, enabling technologies, and new paradigm shifts",2020,paper,https://doi.org/10.1007/s11432-020-2955-6,10.1007/s11432-020-2955-6,114.5,1926,0.3298,reliability
PHYSCONN-REF-009,안전 폴백 실패 (Degraded-mode and safe-fallback failure),소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),2,62,Sliding mode control for trajectory tracking of nonholonomic wheeled mobile robots,1999,paper,https://openalex.org/W2127516259,10.1109/70.768190,106.616,633,0.3372,reliability
PHYSCONN-REF-009,안전 폴백 실패 (Degraded-mode and safe-fallback failure),소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),2,12,Deep Learning for Safe Autonomous Driving: Current Challenges and Future Directions,2020,paper,https://openalex.org/W3112288498,10.1109/tits.2020.3032227,120.308,609,0.3342,reliability
PHYSBENCH-REF-0036,배포 전 검증 공백 (Pre-deployment validation gap),소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),3,40,"The Impact of Artificial Intelligence on Healthcare: A Comprehensive Review of Advancements in Diagnostics, Treatment, and Operational Efficiency",2025,paper,https://doi.org/10.1002/hsr2.70312,10.1002/hsr2.70312,109.75,76,0.4873,agent_llm;control_validation;cps_security
PHYSBENCH-REF-0036,배포 전 검증 공백 (Pre-deployment validation gap),소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),3,73,On the Opportunities and Risks of Foundation Models,2021,paper,http://arxiv.org/abs/2108.07258,10.48550/arxiv.2108.07258,104.6,2180,0.4689,agent_llm;cps_security
PHYSBENCH-REF-0041,로봇 레드팀 커버리지 공백 (Red-team coverage gap for robotics),소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),1,34,From high-touch to high-tech: COVID-19 drives robotics adoption,2020,paper,https://doi.org/10.1080/14616688.2020.1762118,10.1080/14616688.2020.1762118,111.277,577,0.4513,cps_security;hrc
PHYSBENCH-REF-0041,로봇 레드팀 커버리지 공백 (Red-team coverage gap for robotics),소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),1,36,"Artificial intelligence in the construction industry: A review of present status, opportunities and future challenges",2021,paper,https://doi.org/10.1016/j.jobe.2021.103299,10.1016/j.jobe.2021.103299,110.955,903,0.4468,cps_security;hrc
PHYSBENCH-REF-0002,물리적 위험 인지 실패 (Physical danger perception failure),센서·입력 검증 실패(Sensor & Input Validation Failures),1,168,"The promise of artificial intelligence in chemical engineering: Is it here, finally?",2018,paper,https://doi.org/10.1002/aic.16489,10.1002/aic.16489,97.678,630,0.5552,control_validation;perception;reliability
PHYSBENCH-REF-0002,물리적 위험 인지 실패 (Physical danger perception failure),센서·입력 검증 실패(Sensor & Input Validation Failures),1,101,Artificial intelligence in prognostics and health management of engineering systems,2022,paper,https://doi.org/10.1016/j.engappai.2021.104552,10.1016/j.engappai.2021.104552,101.959,114,0.5054,control_validation;perception;reliability
PHYSBENCH-REF-0099,가정 비안전 행동 미검출 (Household unsafe-action false negative),센서·입력 검증 실패(Sensor & Input Validation Failures),1,168,"The promise of artificial intelligence in chemical engineering: Is it here, finally?",2018,paper,https://doi.org/10.1002/aic.16489,10.1002/aic.16489,97.678,630,0.6755,agent_llm;control_validation;perception;reliability
PHYSBENCH-REF-0099,가정 비안전 행동 미검출 (Household unsafe-action false negative),센서·입력 검증 실패(Sensor & Input Validation Failures),1,191,DiffusionCLIP: Text-Guided Diffusion Models for Robust Image Manipulation,2022,paper,https://openalex.org/W4312740349,10.1109/cvpr52688.2022.00246,96.739,470,0.5452,agent_llm;perception;reliability
PHYSRISK-REF-0007,어포던스 오분류 (Affordance misclassification),센서·입력 검증 실패(Sensor & Input Validation Failures),1,168,"The promise of artificial intelligence in chemical engineering: Is it here, finally?",2018,paper,https://doi.org/10.1002/aic.16489,10.1002/aic.16489,97.678,630,0.6803,control_validation;manipulation;perception;reliability
PHYSRISK-REF-0007,어포던스 오분류 (Affordance misclassification),센서·입력 검증 실패(Sensor & Input Validation Failures),1,101,Artificial intelligence in prognostics and health management of engineering systems,2022,paper,https://doi.org/10.1016/j.engappai.2021.104552,10.1016/j.engappai.2021.104552,101.959,114,0.616,control_validation;manipulation;perception;reliability
PHYSRISK-REF-0005,위치 추정 누적 오차 (Localization drift),센서·입력 검증 실패(Sensor & Input Validation Failures),2,168,"The promise of artificial intelligence in chemical engineering: Is it here, finally?",2018,paper,https://doi.org/10.1002/aic.16489,10.1002/aic.16489,97.678,630,0.5683,control_validation;perception;reliability
PHYSRISK-REF-0005,위치 추정 누적 오차 (Localization drift),센서·입력 검증 실패(Sensor & Input Validation Failures),2,37,A real-time human-robot interaction framework with robust background invariant hand gesture detection,2019,paper,https://doi.org/10.1016/j.rcim.2019.05.008,10.1016/j.rcim.2019.05.008,110.931,94,0.5068,control_validation;perception;reliability
PHYSRISK-REF-0026,친밀 공간 프라이버시 침해 (Privacy in intimate physical spaces),프라이버시 침해(Privacy Violations),1,61,Towards the Unmanned Aerial Vehicles (UAVs): A Comprehensive Review,2022,paper,https://openalex.org/W4282970004,10.3390/drones6060147,106.723,824,0.557,cps_security;privacy;surgery_care
PHYSRISK-REF-0026,친밀 공간 프라이버시 침해 (Privacy in intimate physical spaces),프라이버시 침해(Privacy Violations),1,110,Artificial Intelligence (AI) Ethics,2020,paper,https://doi.org/10.4018/jdm.2020040105,10.4018/jdm.2020040105,101.356,471,0.5501,cps_security;privacy;surgery_care
PHYSRISK-REF-0035,피지컬 AI 기반 직장 감시 (Workplace surveillance through embodied AI),프라이버시 침해(Privacy Violations),1,36,"Artificial intelligence in the construction industry: A review of present status, opportunities and future challenges",2021,paper,https://doi.org/10.1016/j.jobe.2021.103299,10.1016/j.jobe.2021.103299,110.955,903,0.8231,control_validation;cps_security;hrc;perception;privacy
PHYSRISK-REF-0035,피지컬 AI 기반 직장 감시 (Workplace surveillance through embodied AI),프라이버시 침해(Privacy Violations),1,61,Towards the Unmanned Aerial Vehicles (UAVs): A Comprehensive Review,2022,paper,https://openalex.org/W4282970004,10.3390/drones6060147,106.723,824,0.8054,control_validation;cps_security;hrc;perception;privacy
PHYSKR-REF-012,가정 내 지속적 시청각 촬영 (Continuous in-home audiovisual capture),프라이버시 침해(Privacy Violations),2,25,"A review of social science on digital agriculture, smart farming and agriculture 4.0: New contributions and a future research agenda",2019,paper,https://doi.org/10.1016/j.njas.2019.100315,10.1016/j.njas.2019.100315,115.312,887,0.558,cps_security;perception;privacy
PHYSKR-REF-012,가정 내 지속적 시청각 촬영 (Continuous in-home audiovisual capture),프라이버시 침해(Privacy Violations),2,36,"Artificial intelligence in the construction industry: A review of present status, opportunities and future challenges",2021,paper,https://doi.org/10.1016/j.jobe.2021.103299,10.1016/j.jobe.2021.103299,110.955,903,0.5537,cps_security;perception;privacy
PHYSRISK-REF-0053,가정 내 행동·생체정보 유출 (In-home behavioral and biometric data exfiltration),프라이버시 침해(Privacy Violations),1,34,From high-touch to high-tech: COVID-19 drives robotics adoption,2020,paper,https://doi.org/10.1080/14616688.2020.1762118,10.1080/14616688.2020.1762118,111.277,577,0.4494,cps_security;privacy
PHYSRISK-REF-0053,가정 내 행동·생체정보 유출 (In-home behavioral and biometric data exfiltration),프라이버시 침해(Privacy Violations),1,25,"A review of social science on digital agriculture, smart farming and agriculture 4.0: New contributions and a future research agenda",2019,paper,https://doi.org/10.1016/j.njas.2019.100315,10.1016/j.njas.2019.100315,115.312,887,0.4493,cps_security;privacy
PHYSBENCH-REF-0021,피지컬 AI 프라이버시 침해 (Embodied privacy violation),프라이버시 침해(Privacy Violations),1,170,Ethics of artificial intelligence and robotics,2020,paper,https://research.tue.nl/en/publications/3aa734f3-c4a0-4132-b514-cb84b4b0bb91,,97.595,325,0.657,cps_security;manipulation;perception;privacy
PHYSBENCH-REF-0021,피지컬 AI 프라이버시 침해 (Embodied privacy violation),프라이버시 침해(Privacy Violations),1,14,AI and human-robot interaction: A review of recent advances and challenges,2024,paper,https://doi.org/10.30574/gscarr.2024.18.2.0070,10.30574/gscarr.2024.18.2.0070,118.141,99,0.6374,cps_security;manipulation;perception;privacy
PHYSBENCH-REF-0089,휴머노이드 세계 모델 환각 (Humanoid world-model hallucination),허위 정보(Misinformation),1,34,From high-touch to high-tech: COVID-19 drives robotics adoption,2020,paper,https://doi.org/10.1080/14616688.2020.1762118,10.1080/14616688.2020.1762118,111.277,577,0.3224,humanoid
PHYSBENCH-REF-0089,휴머노이드 세계 모델 환각 (Humanoid world-model hallucination),허위 정보(Misinformation),1,62,Sliding mode control for trajectory tracking of nonholonomic wheeled mobile robots,1999,paper,https://openalex.org/W2127516259,10.1109/70.768190,106.616,633,0.3122,humanoid
PHYSBENCH-REF-0091,잠재 상태 압축 안전 손실 (Latent-state compression safety loss),허위 정보(Misinformation),1,109,Proprioceptive Actuator Design in the MIT Cheetah: Impact Mitigation and High-Bandwidth Physical Interaction for Dynamic Legged Robots,2017,paper,https://openalex.org/W2573227850,10.1109/tro.2016.2640183,101.427,452,0.5538,collision;humanoid;manipulation
PHYSBENCH-REF-0091,잠재 상태 압축 안전 손실 (Latent-state compression safety loss),허위 정보(Misinformation),1,86,A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,2022,paper,https://openalex.org/W4282912956,10.1126/scirobotics.abm7187,103.172,249,0.5207,collision;humanoid;manipulation
PHYSBENCH-REF-0092,미래 접촉 예측 실패 (Future contact prediction failure),허위 정보(Misinformation),1,109,Proprioceptive Actuator Design in the MIT Cheetah: Impact Mitigation and High-Bandwidth Physical Interaction for Dynamic Legged Robots,2017,paper,https://openalex.org/W2573227850,10.1109/tro.2016.2640183,101.427,452,0.6833,collision;humanoid;manipulation;reliability
PHYSBENCH-REF-0092,미래 접촉 예측 실패 (Future contact prediction failure),허위 정보(Misinformation),1,86,A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,2022,paper,https://openalex.org/W4282912956,10.1126/scirobotics.abm7187,103.172,249,0.6453,collision;humanoid;manipulation;reliability
PHYSBENCH-REF-0102,VLM 비안전 행동 추론 오류 (VLM unsafe-action reasoning error),허위 정보(Misinformation),1,168,"The promise of artificial intelligence in chemical engineering: Is it here, finally?",2018,paper,https://doi.org/10.1002/aic.16489,10.1002/aic.16489,97.678,630,0.5583,agent_llm;manipulation;perception
PHYSBENCH-REF-0102,VLM 비안전 행동 추론 오류 (VLM unsafe-action reasoning error),허위 정보(Misinformation),1,191,DiffusionCLIP: Text-Guided Diffusion Models for Robust Image Manipulation,2022,paper,https://openalex.org/W4312740349,10.1109/cvpr52688.2022.00246,96.739,470,0.5453,agent_llm;manipulation;perception
PHYSBENCH-REF-0030,감각 교란 기반 비안전 행동 (Adversarial sensory perturbation induced unsafe action),동적 환경 요인(Dynamic Environmental Factors),3,25,"A review of social science on digital agriculture, smart farming and agriculture 4.0: New contributions and a future research agenda",2019,paper,https://doi.org/10.1016/j.njas.2019.100315,10.1016/j.njas.2019.100315,115.312,887,0.439,cps_security;perception
PHYSBENCH-REF-0030,감각 교란 기반 비안전 행동 (Adversarial sensory perturbation induced unsafe action),동적 환경 요인(Dynamic Environmental Factors),3,26,"Towards 6G wireless communication networks: vision, enabling technologies, and new paradigm shifts",2020,paper,https://doi.org/10.1007/s11432-020-2955-6,10.1007/s11432-020-2955-6,114.5,1926,0.4389,cps_security;perception
PHYSBENCH-REF-0034,시각 기반 안전 RL 제약 실패 (Vision-only safe RL constraint failure),동적 환경 요인(Dynamic Environmental Factors),1,168,"The promise of artificial intelligence in chemical engineering: Is it here, finally?",2018,paper,https://doi.org/10.1002/aic.16489,10.1002/aic.16489,97.678,630,0.6733,control_validation;manipulation;perception;reliability
PHYSBENCH-REF-0034,시각 기반 안전 RL 제약 실패 (Vision-only safe RL constraint failure),동적 환경 요인(Dynamic Environmental Factors),1,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.6125,control_validation;manipulation;reliability
PHYSBENCH-REF-0042,물리적 적대 패치 취약성 (Physical adversarial patch vulnerability),동적 환경 요인(Dynamic Environmental Factors),1,58,"A Review on Autonomous Vehicles: Progress, Methods and Challenges",2022,paper,https://openalex.org/W4285042965,10.3390/electronics11142162,106.874,478,0.5608,cps_security;manipulation;perception
PHYSBENCH-REF-0042,물리적 적대 패치 취약성 (Physical adversarial patch vulnerability),동적 환경 요인(Dynamic Environmental Factors),1,111,"A systematic review of trustworthy and explainable artificial intelligence in healthcare: Assessment of quality, bias risk, and data fusion",2023,paper,https://doi.org/10.1016/j.inffus.2023.03.008,10.1016/j.inffus.2023.03.008,101.09,407,0.5493,cps_security;manipulation;perception
PHYSBENCH-REF-0063,시각-촉각 모달리티 불일치 (Visual-tactile modality mismatch),동적 환경 요인(Dynamic Environmental Factors),1,109,Proprioceptive Actuator Design in the MIT Cheetah: Impact Mitigation and High-Bandwidth Physical Interaction for Dynamic Legged Robots,2017,paper,https://openalex.org/W2573227850,10.1109/tro.2016.2640183,101.427,452,0.4521,collision;manipulation
PHYSBENCH-REF-0063,시각-촉각 모달리티 불일치 (Visual-tactile modality mismatch),동적 환경 요인(Dynamic Environmental Factors),1,152,Force Tracking Impedance Control of Robot Manipulators Under Unknown Environment,2004,paper,https://openalex.org/W2169440744,10.1109/tcst.2004.824320,98.756,471,0.4475,collision;manipulation
PHYSBENCH-REF-0107,휴머노이드 센서 시험 공백 (Humanoid sensor test coverage gap),동적 환경 요인(Dynamic Environmental Factors),1,135,The path towards contact-based physical human–robot interaction,2024,paper,https://doi.org/10.1016/j.robot.2024.104829,10.1016/j.robot.2024.104829,99.865,25,0.8413,collision;hrc;humanoid;perception;reliability;trust_ethics
PHYSBENCH-REF-0107,휴머노이드 센서 시험 공백 (Humanoid sensor test coverage gap),동적 환경 요인(Dynamic Environmental Factors),1,168,"The promise of artificial intelligence in chemical engineering: Is it here, finally?",2018,paper,https://doi.org/10.1002/aic.16489,10.1002/aic.16489,97.678,630,0.7879,collision;hrc;perception;reliability;trust_ethics
PHYSRISK-REF-0001,가림에 의한 충돌 (Occlusion-induced collision),동적 환경 요인(Dynamic Environmental Factors),3,168,"The promise of artificial intelligence in chemical engineering: Is it here, finally?",2018,paper,https://doi.org/10.1002/aic.16489,10.1002/aic.16489,97.678,630,0.5682,autonomous_vehicle;collision;reliability
PHYSRISK-REF-0001,가림에 의한 충돌 (Occlusion-induced collision),동적 환경 요인(Dynamic Environmental Factors),3,12,Deep Learning for Safe Autonomous Driving: Current Challenges and Future Directions,2020,paper,https://openalex.org/W3112288498,10.1109/tits.2020.3032227,120.308,609,0.5675,autonomous_vehicle;collision;reliability
PHYSRISK-REF-0003,다중 센서 융합 충돌 (Multimodal sensor fusion conflict),동적 환경 요인(Dynamic Environmental Factors),3,58,"A Review on Autonomous Vehicles: Progress, Methods and Challenges",2022,paper,https://openalex.org/W4285042965,10.3390/electronics11142162,106.874,478,0.5557,collision;manipulation;perception
PHYSRISK-REF-0003,다중 센서 융합 충돌 (Multimodal sensor fusion conflict),동적 환경 요인(Dynamic Environmental Factors),3,86,A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,2022,paper,https://openalex.org/W4282912956,10.1126/scirobotics.abm7187,103.172,249,0.5493,collision;manipulation;perception
PHYSRISK-REF-0004,적대적 물체·표지 조작 (Adversarial object or sign manipulation),동적 환경 요인(Dynamic Environmental Factors),1,58,"A Review on Autonomous Vehicles: Progress, Methods and Challenges",2022,paper,https://openalex.org/W4285042965,10.3390/electronics11142162,106.874,478,0.691,autonomous_vehicle;cps_security;manipulation;perception
PHYSRISK-REF-0004,적대적 물체·표지 조작 (Adversarial object or sign manipulation),동적 환경 요인(Dynamic Environmental Factors),1,133,Cooperative Multiagent Deep Reinforcement Learning for Reliable Surveillance via Autonomous Multi-UAV Control,2022,paper,https://openalex.org/W4205161126,10.1109/tii.2022.3143175,99.935,227,0.6295,autonomous_vehicle;cps_security;manipulation;perception
PHYSRISK-REF-0033,배포 후 모니터링 불충분 (Insufficient post-deployment monitoring),동적 환경 요인(Dynamic Environmental Factors),2,36,"Artificial intelligence in the construction industry: A review of present status, opportunities and future challenges",2021,paper,https://doi.org/10.1016/j.jobe.2021.103299,10.1016/j.jobe.2021.103299,110.955,903,0.4532,control_validation;privacy
PHYSRISK-REF-0033,배포 후 모니터링 불충분 (Insufficient post-deployment monitoring),동적 환경 요인(Dynamic Environmental Factors),2,61,Towards the Unmanned Aerial Vehicles (UAVs): A Comprehensive Review,2022,paper,https://openalex.org/W4282970004,10.3390/drones6060147,106.723,824,0.4306,control_validation;privacy
PHYSRISK-REF-0002,악천후 인지 실패 (Adverse weather perception failure),동적 환경 요인(Dynamic Environmental Factors),3,86,A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,2022,paper,https://openalex.org/W4282912956,10.1126/scirobotics.abm7187,103.172,249,0.5475,manipulation;perception;reliability
PHYSRISK-REF-0002,악천후 인지 실패 (Adverse weather perception failure),동적 환경 요인(Dynamic Environmental Factors),3,111,"A systematic review of trustworthy and explainable artificial intelligence in healthcare: Assessment of quality, bias risk, and data fusion",2023,paper,https://doi.org/10.1016/j.inffus.2023.03.008,10.1016/j.inffus.2023.03.008,101.09,407,0.5424,manipulation;perception;reliability
PHYSBENCH-REF-0001,저빈도 가정 위험 대응 실패 (Long-tail household injury scenario failure),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),1,168,"The promise of artificial intelligence in chemical engineering: Is it here, finally?",2018,paper,https://doi.org/10.1002/aic.16489,10.1002/aic.16489,97.678,630,0.5597,hrc;perception;reliability
PHYSBENCH-REF-0001,저빈도 가정 위험 대응 실패 (Long-tail household injury scenario failure),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),1,96,"Survey on 6G Frontiers: Trends, Applications, Requirements, Technologies and Future Research",2021,paper,https://openalex.org/W3144404977,10.1109/ojcoms.2021.3071496,102.088,761,0.5475,hrc;perception;reliability
PHYSBENCH-REF-0004,부상 심각도 오분류 (Injury severity misclassification),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),1,17,"Artificial intelligence, machine learning and deep learning in advanced robotics, a review",2023,paper,https://doi.org/10.1016/j.cogr.2023.04.001,10.1016/j.cogr.2023.04.001,117.6,1029,0.4481,hrc;reliability
PHYSBENCH-REF-0004,부상 심각도 오분류 (Injury severity misclassification),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),1,168,"The promise of artificial intelligence in chemical engineering: Is it here, finally?",2018,paper,https://doi.org/10.1002/aic.16489,10.1002/aic.16489,97.678,630,0.4428,hrc;reliability
PHYSBENCH-REF-0047,위험 예측 실패 (Hazard prediction failure),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),3,168,"The promise of artificial intelligence in chemical engineering: Is it here, finally?",2018,paper,https://doi.org/10.1002/aic.16489,10.1002/aic.16489,97.678,630,0.5588,collision;hrc;reliability
PHYSBENCH-REF-0047,위험 예측 실패 (Hazard prediction failure),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),3,109,Proprioceptive Actuator Design in the MIT Cheetah: Impact Mitigation and High-Bandwidth Physical Interaction for Dynamic Legged Robots,2017,paper,https://openalex.org/W2573227850,10.1109/tro.2016.2640183,101.427,452,0.5476,collision;hrc;reliability
PHYSBENCH-REF-0065,휴머노이드 균형 상실 및 낙상 위험 (Humanoid balance-loss and fall risk),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),2,109,Proprioceptive Actuator Design in the MIT Cheetah: Impact Mitigation and High-Bandwidth Physical Interaction for Dynamic Legged Robots,2017,paper,https://openalex.org/W2573227850,10.1109/tro.2016.2640183,101.427,452,0.6694,hrc;humanoid;manipulation;reliability
PHYSBENCH-REF-0065,휴머노이드 균형 상실 및 낙상 위험 (Humanoid balance-loss and fall risk),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),2,86,A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,2022,paper,https://openalex.org/W4282912956,10.1126/scirobotics.abm7187,103.172,249,0.6528,hrc;humanoid;manipulation;reliability
PHYSBENCH-REF-0073,보조 로봇 개입 타이밍 실패 (Assistive robot intervention mistiming),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),1,135,The path towards contact-based physical human–robot interaction,2024,paper,https://doi.org/10.1016/j.robot.2024.104829,10.1016/j.robot.2024.104829,99.865,25,0.6031,hrc;humanoid;reliability;surgery_care
PHYSBENCH-REF-0073,보조 로봇 개입 타이밍 실패 (Assistive robot intervention mistiming),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),1,168,"The promise of artificial intelligence in chemical engineering: Is it here, finally?",2018,paper,https://doi.org/10.1002/aic.16489,10.1002/aic.16489,97.678,630,0.5687,hrc;reliability;surgery_care
PHYSBENCH-REF-0111,인간-로봇 관계적 안전 공백 (Human-robot relational safety gap),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),2,17,"Artificial intelligence, machine learning and deep learning in advanced robotics, a review",2023,paper,https://doi.org/10.1016/j.cogr.2023.04.001,10.1016/j.cogr.2023.04.001,117.6,1029,0.4526,hrc;reliability
PHYSBENCH-REF-0111,인간-로봇 관계적 안전 공백 (Human-robot relational safety gap),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),2,115,Clustering-Based Speech Emotion Recognition by Incorporating Learned Features and Deep BiLSTM,2020,paper,https://openalex.org/W3022013598,10.1109/access.2020.2990405,100.851,395,0.4419,hrc;reliability
PHYSBENCH-REF-0112,취약 사용자 가정용 로봇 위험 (Vulnerable-user domestic robot risk),인간 상호작용·안전 프로토콜 실패(Human Interaction & Safety Protocol Failures),3,135,The path towards contact-based physical human–robot interaction,2024,paper,https://doi.org/10.1016/j.robot.2024.104829,10.1016/j.robot.2024.104829,99.865,25,0.5968,hrc;humanoid;reliability;surgery_care
