source_file,year,title,abstract,venue,institution,document_type,doi,url,landing_page_url,pdf_url,authors,first_author,citations,record_id,matched_terms,matched_l3,record_type,title_key,doi_key,candidate_url,url_key,score,selection_reason,checked_url,access_ok,status_code,final_url,content_type,access_error
,2021,Sentiment Analysis and Topic Modeling on Tweets about Online Education during COVID-19,"Amid the worldwide COVID-19 pandemic lockdowns, the closure of educational institutes leads to an unprecedented rise in online learning. For limiting the impact of COVID-19 and obstructing its widespread, educational institutions closed their campuses immediately and academic activities are moved to e-learning platforms. The effectiveness of e-learning is a critical concern for both students and parents, specifically in terms of its suitability to students and teachers and its technical feasibility with respect to different social scenarios. Such concerns must be reviewed from several aspects before e-learning can be adopted at such a larger scale. This study endeavors to investigate the effectiveness of e-learning by analyzing the sentiments of people about e-learning. Due to the rise of social media as an important mode of communication recently, people’s views can be found on platforms such as Twitter, Instagram, Facebook, etc. This study uses a Twitter dataset containing 17,155 tweets about e-learning. Machine learning and deep learning approaches have shown their suitability, capability, and potential for image processing, object detection, and natural language processing tasks and text analysis is no exception. Machine learning approaches have been largely used both for annotation and text and sentiment analysis. Keeping in view the adequacy and efficacy of machine learning models, this study adopts TextBlob, VADER (Valence Aware Dictionary for Sentiment Reasoning), and SentiWordNet to analyze the polarity and subjectivity score of tweets’ text. Furthermore, bearing in mind the fact that machine learning models display high classification accuracy, various machine learning models have been used for sentiment classification. Two feature extraction techniques, TF-IDF (Term Frequency-Inverse Document Frequency) and BoW (Bag of Words) have been used to effectively build and evaluate the models. All the models have been evaluated in terms of various important performance metrics such as accuracy, precision, recall, and F1 score. The results reveal that the random forest and support vector machine classifier achieve the highest accuracy of 0.95 when used with Bow features. Performance comparison is carried out for results of TextBlob, VADER, and SentiWordNet, as well as classification results of machine learning models and deep learning models such as CNN (Convolutional Neural Network), LSTM (Long Short Term Memory), CNN-LSTM, and Bi-LSTM (Bidirectional-LSTM). Additionally, topic modeling is performed to find the problems associated with e-learning which indicates that uncertainty of campus opening date, children’s disabilities to grasp online education, and lagging efficient networks for online education are the top three problems.",Applied Sciences,Multidisciplinary Digital Publishing Institute,article,10.3390/app11188438,https://openalex.org/W3199146084,https://doi.org/10.3390/app11188438,,"['Muhammad Mujahid', 'Ernesto Lee', 'Furqan Rustam', 'Patrick Bernard Washington', 'Saleem Ullah', 'Aijaz Ahmad Reshi', 'Imran Ashraf']",Muhammad Mujahid,233.0,https://openalex.org/W3199146084,grasp | object detection | physical,Sentiment Analysis,paper,sentiment analysis and topic modeling on tweets about online education during covid 19,10.3390/app11188438,https://doi.org/10.3390/app11188438,https://doi.org/10.3390/app11188438,156.374,citations=233; year=2021; risk_terms=1; physical_terms=1; prestige_venue=mandatory_candidate,https://doi.org/10.3390/app11188438,False,403,https://www.mdpi.com/2076-3417/11/18/8438,text/html,
,1996,"Robust stabilization of a class of uncertain nonlinear systems via fuzzy control: quadratic stabilizability, H/sup ∞/ control theory, and linear matrix inequalities","This paper presents stability analysis for a class of uncertain nonlinear systems and a method for designing robust fuzzy controllers to stabilize the uncertain nonlinear systems, First, a stability condition for Takagi and Sugeno's fuzzy model is given in terms of Lyapunov stability theory. Next, new stability conditions for a generalized class of uncertain systems are derived from robust control techniques such as quadratic stabilization, H/sup /spl infin// control theory, and linear matrix inequalities. The derived stability conditions are used to analyze the stability of Takagi and Sugeno's fuzzy control systems with uncertainty which can be regarded as a generalized class of uncertain nonlinear systems, The design method employs the so-called parallel distributed compensation, important issues for the stability analysis and design are remarked. Finally, three design examples of fuzzy controllers for stabilizing nonlinear systems and uncertain nonlinear systems are presented.",IEEE Transactions on Fuzzy Systems,Institute of Electrical and Electronics Engineers,article,10.1109/91.481840,https://openalex.org/W2114020393,https://doi.org/10.1109/91.481840,,"['Kazuo Tanaka', 'Takayuki Ikeda', 'Hua O. Wang']",Kazuo Tanaka,1122.0,https://openalex.org/W2114020393,autonomous system | autonomous systems | control | physical | robot | robotic | robotics,Fuzzy Control Systems,paper,robust stabilization of a class of uncertain nonlinear systems via fuzzy control quadratic stabilizability h sup control theory and linear matrix inequalities,10.1109/91.481840,https://doi.org/10.1109/91.481840,https://doi.org/10.1109/91.481840,156.333,citations=1122; year=1996; risk_terms=2; physical_terms=3,https://doi.org/10.1109/91.481840,True,202,https://ieeexplore.ieee.org/document/481840/,text/html; charset=UTF-8,
,2023,TextControlGAN: Text-to-Image Synthesis with Controllable Generative Adversarial Networks,"Generative adversarial networks (GANs) have demonstrated remarkable potential in the realm of text-to-image synthesis. Nevertheless, conventional GANs employing conditional latent space interpolation and manifold interpolation (GAN-CLS-INT) encounter challenges in generating images that accurately reflect the given text descriptions. To overcome these limitations, we introduce TextControlGAN, a controllable GAN-based model specifically designed for text-to-image synthesis tasks. In contrast to traditional GANs, TextControlGAN incorporates a neural network structure, known as a regressor, to effectively learn features from conditional texts. To further enhance the learning performance of the regressor, data augmentation techniques are employed. As a result, the generator within TextControlGAN can learn conditional texts more effectively, leading to the production of images that more closely adhere to the textual conditions. Furthermore, by concentrating the discriminator’s training efforts on GAN training exclusively, the overall quality of the generated images is significantly improved. Evaluations conducted on the Caltech-UCSD Birds-200 (CUB) dataset demonstrate that TextControlGAN surpasses the performance of the cGAN-based GAN-INT-CLS model, achieving a 17.6% improvement in Inception Score (IS) and a 36.6% reduction in Fréchet Inception Distance (FID). In supplementary experiments utilizing 128 × 128 resolution images, TextControlGAN exhibits a remarkable ability to manipulate minor features of the generated bird images according to the given text descriptions. These findings highlight the potential of TextControlGAN as a powerful tool for generating high-quality, text-conditioned images, paving the way for future advancements in the field of text-to-image synthesis.",Applied Sciences,Multidisciplinary Digital Publishing Institute,article,10.3390/app13085098,https://openalex.org/W4366598160,https://doi.org/10.3390/app13085098,,"['Hyeeun Ku', 'Minhyeok Lee']",Hyeeun Ku,41.0,https://openalex.org/W4366598160,computer vision | control | physical,,paper,textcontrolgan text to image synthesis with controllable generative adversarial networks,10.3390/app13085098,https://doi.org/10.3390/app13085098,https://doi.org/10.3390/app13085098,156.327,citations=41; year=2023; risk_terms=1; physical_terms=1; prestige_venue=mandatory_candidate,https://doi.org/10.3390/app13085098,False,403,https://www.mdpi.com/2076-3417/13/8/5098,text/html,
,2024,"Ethics of Social Robotics: Individual and Societal Concerns and
   Opportunities","Focus on the ethics of a given technology tends to lag far behind its
   development. This lag has been particularly acute in the case of
   artificial intelligence, whose accelerated deployment in a wide range of
   domains has triggered unprecedented attention on the risks and
   consequences for society at large, leading to a myriad of ethics
   regulations, which are difficult to coordinate and integrate due to
   their late appearance. The very nature of social robots forces their
   deployment to occur at a much slower pace, providing an opportunity for
   a profound reflection on ethics, which is already happening in
   multidisciplinary teams. This article provides a personal view of the
   ethics landscape, centered on the particularities of social robotics,
   with the main issues being ordered along two axes (individual and
   societal) and grouped into eight categories (human dignity, human
   autonomy, robot transparency, emotional bonding, privacy and safety,
   justice, freedom, and responsibility). This structure stems from the
   experience of developing and teaching a university course on ethics in
   social robotics, whose pedagogical materials are freely available.",ANNUAL REVIEW OF CONTROL ROBOTICS AND AUTONOMOUS SYSTEMS,,Review,10.1146/annurev-control-062023-082238,,,,"Torras, Carme",,21.0,WOS:001278223300001,,,paper,ethics of social robotics individual and societal concerns and opportunities,10.1146/annurev-control-062023-082238,https://doi.org/10.1146/annurev-control-062023-082238,https://doi.org/10.1146/annurev-control-062023-082238,156.275,citations=21; year=2024; risk_terms=5; physical_terms=4,https://doi.org/10.1146/annurev-control-062023-082238,True,200,https://www.annualreviews.org/content/journals/10.1146/annurev-control-062023-082238,text/html;charset=UTF-8,
,2023,"Determinants of Attitude to a Humanoid Social Robot in Care for Older
   Adults: A Post-Interaction Study","Background: While there is a growing body of research examining opinions
   on social robots in elderly care, there is a lack of comprehensive
   studies investigating the underlying factors influencing these opinions.
   The Godspeed Questionnaire Series (GQS) measures perceptions related to
   human-robot interactions (HRIs). The Comprehensive Geriatric Assessment
   (CGA) is widely used to evaluate physical, cognitive, and social
   functions of older patients. The EASYCare 2010 Standard (EC) is a tool
   for assessing unmet needs in older individuals. TIAGo, a social humanoid
   robot, integrates perception, navigation, and HRI capabilities. This
   study aimed to identify the determinants of perception following
   interactions between older individuals and TIAGo, utilizing the GQS,
   selected CGA items, and EC. Material/Methods: We analyzed a database of
   opinions from older individuals who interacted with TIAGo, based on the
   Users' Needs, Requirements, and Abilities Questionnaire. We examined the
   relationships between the robot's roles (companion/assistant/useful
   device), its assistive/social functions, and various characteristics of
   the older participants. Results: The study included 161 participants
   (mean age: 75.2 +/- 9.8 years), comprising 89 women and 113
   institutionalized individuals. Positive correlations were observed
   between the robot's role, its functions, and the participants';
   perceptions across most evaluated parameters (Anthropomorphism, Animacy,
   Likeability, Perceived intelligence, Perceived safety). Only a few
   individual correlations were found for other parameters. Conclusions:
   The primary determinant of older individuals' opinions was their
   perception of the robot. Therefore, involving older adults in the
   co-design process of such robots is crucial. Additionally, a paradigm
   shift is needed in the study of humanoid social robots, focusing on
   successful aging rather than deficits associated with aging.",MEDICAL SCIENCE MONITOR,,Article,10.12659/MSM.941205,,,,"Tobis, Slawomir and Piasek-Skupna, Joanna and Neumann-Podczaska,
   Agnieszka and Religioni, Urszula and Suwalska, Aleksandra",,6.0,WOS:001089104900001,,,paper,determinants of attitude to a humanoid social robot in care for older adults a post interaction study,10.12659/msm.941205,https://doi.org/10.12659/msm.941205,https://doi.org/10.12659/msm.941205,156.243,citations=6; year=2023; risk_terms=2; physical_terms=5; prestige_venue=mandatory_candidate,https://doi.org/10.12659/msm.941205,True,200,https://medscimonit.com/abstract/full/idArt/941205,text/html; charset=UTF-8,
,2023,Zero-Trust for the System Design Lifecycle,"In an age of worsening global threat landscape and accelerating
   uncertainty, the design and manufacture of systems must increase
   resilience and robustness across both the system itself and the entire
   systems design process. We generally trust our colleagues after initial
   clearance/background checks; and systems to function as intended and
   within operating parameters after safety engineering review,
   verification, validation, and/or system qualification testing. This
   approach has led to increased insider threat impacts; thus, we suggest
   moving to the ``trust, but verify{''} approach embodied by the
   Zero-Trust paradigm. Zero-Trust is increasingly adopted for network
   security but has not seen wide adoption in systems design and operation.
   Achieving the goal of Zero-Trust throughout the systems lifecycle will
   help to ensure that no single bad actor-whether human or machine
   learning/artificial intelligence (ML/AI)-can induce failure anywhere in
   a system's lifecycle. Additionally, while ML/AI and their associated
   risks are already entrenched within the operations phase of many
   systems' lifecycles, ML/AI is gaining traction during the design phase.
   For example, generative design algorithms are increasingly popular, but
   there is less understanding of potential risks. Adopting the Zero-Trust
   philosophy helps ensure robust and resilient design, manufacture,
   operations, maintenance, upgrade, and disposal of systems. We outline
   the rewards and challenges of implementing Zero-Trust and propose the
   framework for Zero-Trust for the system design lifecycle. This article
   highlights several areas of ongoing research with focus on high priority
   areas where the community should focus efforts.",JOURNAL OF COMPUTING AND INFORMATION SCIENCE IN ENGINEERING,,Article,10.1115/1.4062597,,,,"Van Bossuyt, Douglas L. and Hale, Britta and Arlitt, Ryan and
   Papakonstantinou, Nikolaos",,6.0,WOS:001096327200017,,,paper,zero trust for the system design lifecycle,10.1115/1.4062597,https://doi.org/10.1115/1.4062597,https://doi.org/10.1115/1.4062597,156.243,citations=6; year=2023; risk_terms=9; physical_terms=1; prestige_venue=mandatory_candidate,https://doi.org/10.1115/1.4062597,False,403,https://asmedigitalcollection.asme.org/computingengineering/article/23/6/060812/1163541/Zero-Trust-for-the-System-Design-Lifecycle,text/html; charset=UTF-8,
,2023,"Exploring the Use of Artificial Intelligence and Robotics in Prostate
   Cancer Management","Integrating artificial intelligence (AI) and robotics in prostate cancer
   (PCa) offers a game-changing breakthrough with far-reaching implications
   for diagnosis, treatment, and research. AI-driven algorithms have
   tremendous promise for assisting early diagnosis by analyzing invisible
   trends within medical imaging devices such as MRI and ultrasounds. In
   addition, by evaluating big datasets containing patient data, genetic
   attributes, and treatment outcomes, these AI algorithms offer the
   possibility of allowing individualized treatment regimens. This ability
   to personalize actions to specific patients might improve therapy
   efficacy while reducing side effects. Robotics can increase accuracy in
   less invasive surgery, revolutionize therapies like prostatectomies, and
   improve recovery time for patients. Robotic-assisted procedures provide
   clinicians with remarkable skills and flexibility, allowing clinicians
   to negotiate complicated anatomical structures more precisely. However,
   the symbiotic combination of AI and robotics has several drawbacks.
   Concerns about data privacy, algorithm biases, and the need to
   continually assess AI's diagnostic proficiency offer significant
   hurdles. To ensure patient privacy and data security, the ethical and
   regulatory aspects of integrating AI and robotics require proper
   attention. However, combining AI and robotics opens up a galaxy of
   possibilities. The joint use of AI and robotics can potentially speed up
   drug development procedures by filtering through massive databases,
   resulting in the identification of new medicinal compounds. Furthermore,
   combining AI and robotics might usher in an innovative era of
   personalized medicine, allowing healthcare providers to design therapies
   based on detailed patient profiles. The merging of AI and robotics in
   PCa care gives up unprecedented prospects. While limitations highlight
   the necessity for caution, the possibilities of better diagnostics,
   tailored therapies, and new research pathways highlight the
   transformational abilities of AI and robotics in determining the future
   of PCa management. This study explores the limitations and opportunities
   presented by using AI and robotics in the context of PCa.",CUREUS JOURNAL OF MEDICAL SCIENCE,,Article,10.7759/cureus.46021,,,,"Arigbede, Olumide and Amusa, Tope and Buxbaum, Sarah G.",,9.0,WOS:001140073200010,,,paper,exploring the use of artificial intelligence and robotics in prostate cancer management,10.7759/cureus.46021,https://doi.org/10.7759/cureus.46021,https://doi.org/10.7759/cureus.46021,156.236,citations=9; year=2023; risk_terms=4; physical_terms=2; prestige_venue=mandatory_candidate,https://doi.org/10.7759/cureus.46021,True,200,https://www.cureus.com/articles/182671-exploring-the-use-of-artificial-intelligence-and-robotics-in-prostate-cancer-management,text/html; charset=utf-8,
,2024,"Enhancing shear strength in 3D printed single lap composite joints: A
   multi-faceted exploration of GNP integration, print orientation,
   utilizing artificial neural networks, and dynamic analysis","The state-of-the-art manufacturing process known as additive
   manufacturing (AM) employs components that may be processed by AM,
   including ceramics, polymeric materials, metallic substances, titanium,
   metallic substances, and composites, to produce parts with intricate
   designs and exact properties. Fused deposition modeling (FDM) is a
   rapidly growing 3D printing technique. However, most FDM systems only
   support polylactic acid (PLA) or acrylonitrile butadiene styrene (ABS)
   as a printing medium. The impact of print orientations and graphene
   nanoparticles upon the tensile and shear properties of PLA single-lap
   joint samples created by FDM has been investigated in this work.
   According to experimentation, the 0(degrees) orientation has the highest
   load-bearing capacity and shear strength compared to 45(degrees) and
   90(degrees). Also, addition of GNP to epoxy adhesive improved greatly,
   with 0.25 to 1.00 weight percentages of 20.94, 12.34, 38.98, and
   31.11\%, respectively. FESEM has been used to analyze the failure
   criteria. The free vibrational analysis confirmed that the 3DS6 sample
   had the highest natural frequency (598.7 Hz) compared to all other
   samples. The artificial neural network (ANN) approach accurately
   predicted the failure load. The overall R-2=0.8471 achieved is below the
   permissible margin of error, indicating that both the outcomes are
   reliable and in satisfactory agreement.",JOURNAL OF APPLIED POLYMER SCIENCE,,Article,10.1002/app.55469,,,,"Hiremath, Vinayak S. and Reddy, Mallikarjuna D. and Reddy, Rajasekhara
   Mutra and Naveen, J. and Chand, R. Prem",,18.0,WOS:001186186500001,,,paper,enhancing shear strength in 3d printed single lap composite joints a multi faceted exploration of gnp integration print orientation utilizing artificial neural networks and dynamic analysis,10.1002/app.55469,https://doi.org/10.1002/app.55469,https://doi.org/10.1002/app.55469,156.222,citations=18; year=2024; risk_terms=1; physical_terms=1; prestige_venue=mandatory_candidate,https://doi.org/10.1002/app.55469,True,200,https://onlinelibrary.wiley.com/doi/10.1002/app.55469,text/html;charset=UTF-8,
,2023,"Artificial intelligence in the autonomous navigation of endovascular
   interventions: a systematic review","Background: Autonomous navigation of catheters and guidewires in
   endovascular interventional surgery can decrease operation times,
   improve decision-making during surgery, and reduce operator radiation
   exposure while increasing access to treatment.Objective: To determine
   from recent literature, through a systematic review, the impact,
   challenges, and opportunities artificial intelligence (AI) has for the
   autonomous navigation of catheters and guidewires for endovascular
   interventions.Methods: PubMed and IEEEXplore databases were searched to
   identify reports of AI applied to autonomous navigation methods in
   endovascular interventional surgery. Eligibility criteria included
   studies investigating the use of AI in enabling the autonomous
   navigation of catheters/guidewires in endovascular interventions.
   Following Preferred Reporting Items for Systematic Reviews and
   Meta-Analysis (PRISMA), articles were assessed using Quality Assessment
   of Diagnostic Accuracy Studies 2 (QUADAS-2). PROSPERO:
   CRD42023392259.Results: Four hundred and sixty-two studies fulfilled the
   search criteria, of which 14 studies were included for analysis.
   Reinforcement learning (RL) (9/14, 64\%) and learning from expert
   demonstration (7/14, 50\%) were used as data-driven models for
   autonomous navigation. These studies evaluated models on physical
   phantoms (10/14, 71\%) and in-silico (4/14, 29\%) models. Experiments
   within or around the blood vessels of the heart were reported by the
   majority of studies (10/14, 71\%), while non-anatomical vessel platforms
   ``idealized{''} for simple navigation were used in three studies (3/14,
   21\%), and the porcine liver venous system in one study. We observed
   that risk of bias and poor generalizability were present across studies.
   No procedures were performed on patients in any of the studies reviewed.
   Moreover, all studies were limited due to the lack of patient selection
   criteria, reference standards, and reproducibility, which resulted in a
   low level of evidence for clinical translation.Conclusion: Despite the
   potential benefits of AI applied to autonomous navigation of
   endovascular interventions, the field is in an experimental
   proof-of-concept stage, with a technology readiness level of 3. We
   highlight that reference standards with well-identified performance
   metrics are crucial to allow for comparisons of data-driven algorithms
   proposed in the years to come.",FRONTIERS IN HUMAN NEUROSCIENCE,,Review,10.3389/fnhum.2023.1239374,,,,"Robertshaw, Harry and Karstensen, Lennart and Jackson, Benjamin and
   Sadati, Hadi and Rhode, Kawal and Ourselin, Sebastien and Granados,
   Alejandro and Booth, Thomas C.",,28.0,WOS:001051790900001,,,paper,artificial intelligence in the autonomous navigation of endovascular interventions a systematic review,10.3389/fnhum.2023.1239374,https://doi.org/10.3389/fnhum.2023.1239374,https://doi.org/10.3389/fnhum.2023.1239374,156.142,citations=28; year=2023; risk_terms=2; physical_terms=1; prestige_venue=mandatory_candidate,https://doi.org/10.3389/fnhum.2023.1239374,True,200,https://www.frontiersin.org/journals/human-neuroscience/articles/10.3389/fnhum.2023.1239374/full,text/html;charset=utf-8,
,2021,"Security preservation in industrial medical CPS using Chebyshev map: An
   AI approach","Cyber-Physical System (CPS) are widely used in various areas such as
   industrial manufacturing, telemedicine and energy, etc. Specifically,
   industrial medical CPS utilizes various medical devices connected to the
   network to realize real-time management and treatment of patient.
   However, the underlying wireless channel makes industrial medical CPS
   vulnerable to external attacks, which may leak patient privacy and even
   threaten patients' lives. Besides, most of the authentication schemes
   are not suitable for real-time applications such as medical CPS due to
   the latency. Hence, the artificial intelligence (AI) techniques can be
   useful in this environment to cater to the aforementioned challenges. It
   necessitates constructing a secure and lightweight authentication
   protocol to prevent the unauthorized access and control of medical
   devices. Traditional authentication schemes adopt a password-based or
   smartcard to validate the authenticity of users, which may suffer from
   password guessing or smartcard lost attack. However, the AI-assisted
   biometrics technique can effectively resist the aforementioned attacks.
   Therefore, an AI-assisted lightweight authentication protocol for
   real-time access using a Chebyshev map in industrial medical CPS is
   designed in this paper, which is robust and resolve security and privacy
   issues. The proposed protocol is capable of resisting various known
   attacks through security analysis. The proposed protocol has less
   computational overhead with a slight increase in communication overhead.
   Also, the proposed protocol supports stringent security features and
   functionalities compared to other existing protocols. (C) 2021 Elsevier
   B.V. All rights reserved.",FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE,,Article,10.1016/j.future.2021.03.008,,,,"Qi, Rongxin and Ji, Sai and Shen, Jian and Vijayakumar, Pandi and Kumar,
   Neeraj",,26.0,WOS:000652613800005,,,paper,security preservation in industrial medical cps using chebyshev map an ai approach,10.1016/j.future.2021.03.008,https://doi.org/10.1016/j.future.2021.03.008,https://doi.org/10.1016/j.future.2021.03.008,156.142,citations=26; year=2021; risk_terms=4; physical_terms=4; prestige_venue=mandatory_candidate,https://doi.org/10.1016/j.future.2021.03.008,True,200,https://linkinghub.elsevier.com/retrieve/pii/S0167739X21000881,text/html;charset=UTF-8,
,2023,"Autonomous Vehicles Security: Challenges and Solutions Using Blockchain
   and Artificial Intelligence","The arrival of autonomous vehicles (AVs) promises many great benefits,
   including increased safety and reduced energy consumption, pollution,
   and congestion. However, these engines have many security and privacy
   issues that could undermine the expected benefits if not addressed. AVs
   will provide new opportunities for hackers to carry out malicious
   attacks, posing a great threat to the future of mobility and data
   protection. The research trend in this field indicates that combining
   Blockchain and AI could bring strong protection for AVs against
   malicious attacks. Blockchain and AI have different working paradigms,
   but when merged, they can empower each other, and solve many security
   and privacy issues of AVs. AI can optimise the construction of the
   Blockchain to make it more efficient, secure and energy-saving, where
   Blockchain provides data immutability and trust mechanism for AI-based
   solutions and makes them more transparent, trustful, and explainable.
   Although some research is being conducted on this area, the topic of
   applying Blockchain and AI for securing AVs is not deeply investigated.
   In this paper, we explore the possible application of an amalgamation of
   Blockchain and AI solutions for securing AVs. We first introduce a
   classification of security and privacy threats that may arise from the
   application of AVs. Then, we provide an overview of recent literature
   regarding Blockchain and AI usage for securing AVs. Finally, we
   highlight limitations and challenges that may face the integration of
   Blockchain and AI with AVs based on our systemic review and suggest
   potential future directions for research in this field.",IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,,Article,10.1109/TITS.2023.3236274,,,,"Bendiab, Gueltoum and Hameurlaine, Amina and Germanos, Georgios and
   Kolokotronis, Nicholas and Shiaeles, Stavros",,96.0,WOS:001011287800002,,,paper,autonomous vehicles security challenges and solutions using blockchain and artificial intelligence,10.1109/tits.2023.3236274,https://doi.org/10.1109/tits.2023.3236274,https://doi.org/10.1109/tits.2023.3236274,156.046,citations=96; year=2023; risk_terms=7; physical_terms=1,https://doi.org/10.1109/tits.2023.3236274,True,202,https://ieeexplore.ieee.org/document/10023964/,text/html; charset=UTF-8,
,2017,Mobile Unmanned Aerial Vehicles (UAVs) for Energy-Efficient Internet of Things Communications,"In this paper, the efficient deployment and mobility of multiple unmanned aerial vehicles (UAVs), used as aerial base stations to collect data from ground Internet of Things (IoT) devices, are investigated. In particular, to enable reliable uplink communications for the IoT devices with a minimum total transmit power, a novel framework is proposed for jointly optimizing the 3D placement and the mobility of the UAVs, device-UAV association, and uplink power control. First, given the locations of active IoT devices at each time instant, the optimal UAVs' locations and associations are determined. Next, to dynamically serve the IoT devices in a time-varying network, the optimal mobility patterns of the UAVs are analyzed. To this end, based on the activation process of the IoT devices, the time instances at which the UAVs must update their locations are derived. Moreover, the optimal 3D trajectory of each UAV is obtained in a way that the total energy used for the mobility of the UAVs is minimized while serving the IoT devices. Simulation results show that, using the proposed approach, the total-transmit power of the IoT devices is reduced by 45% compared with a case, in which stationary aerial base stations are deployed. In addition, the proposed approach can yield a maximum of 28% enhanced system reliability compared with the stationary case. The results also reveal an inherent tradeoff between the number of update times, the mobility of the UAVs, and the transmit power of the IoT devices. In essence, a higher number of updates can lead to lower transmit powers for the IoT devices at the cost of an increased mobility for the UAVs.",IEEE Transactions on Wireless Communications,Institute of Electrical and Electronics Engineers,article,10.1109/twc.2017.2751045,https://openalex.org/W2604830243,https://doi.org/10.1109/twc.2017.2751045,,"['Mohammad Mozaffari', 'Walid Saad', 'Mehdi Bennis', 'Mérouane Debbah']",Mohammad Mozaffari,1099.0,https://openalex.org/W2604830243,autonomous system | autonomous systems | path planning | robot | robotic | robotics | uav | unmanned,UAV Path Planning,paper,mobile unmanned aerial vehicles uavs for energy efficient internet of things communications,10.1109/twc.2017.2751045,https://doi.org/10.1109/twc.2017.2751045,https://doi.org/10.1109/twc.2017.2751045,156.043,citations=1099; year=2017; risk_terms=1; physical_terms=4,https://doi.org/10.1109/twc.2017.2751045,True,202,https://ieeexplore.ieee.org/document/8038869/,text/html; charset=UTF-8,
,2022,Cooperative Multiagent Deep Reinforcement Learning for Reliable Surveillance via Autonomous Multi-UAV Control,"CCTV-based surveillance using unmanned aerial vehicles (UAVs) is considered a key technology for security in smart city environments.This article creates a case where the UAVs with CCTV-cameras fly over the city area for flexible and reliable surveillance services. UAVs should be deployed to cover a large area while minimizing overlapping and shadow areas for a reliable surveillance system. However, the operation of UAVs is subject to high uncertainty, necessitating autonomous recovery systems. This article develops a multiagent deep reinforcement learning-based management scheme for reliable industry surveillance in smart city applications. The core idea this article employs is autonomously replenishing the UAV's deficient network requirements with communications. Via intensive simulations, our proposed algorithm outperforms the state-of-the-art algorithms in terms of surveillance coverage, user support capability, and computational costs.",IEEE Transactions on Industrial Informatics,Institute of Electrical and Electronics Engineers,article,10.1109/tii.2022.3143175,https://openalex.org/W4205161126,https://doi.org/10.1109/tii.2022.3143175,,"['Won Joon Yun', 'Soohyun Park', 'Joongheon Kim', 'MyungJae Shin', 'Soyi Jung', 'Aziz Mohaisen', 'Jae‐Hyun Kim']",Won Joon Yun,227.0,https://openalex.org/W4205161126,autonomous system | autonomous systems | path planning | robot | robotic | robotics | uav | unmanned,UAV Path Planning,paper,cooperative multiagent deep reinforcement learning for reliable surveillance via autonomous multi uav control,10.1109/tii.2022.3143175,https://doi.org/10.1109/tii.2022.3143175,https://doi.org/10.1109/tii.2022.3143175,156.011,citations=227; year=2022; risk_terms=2; physical_terms=5,https://doi.org/10.1109/tii.2022.3143175,True,202,https://ieeexplore.ieee.org/document/9682599/,text/html; charset=UTF-8,
,2024,"Enhanced Small Drone Detection Using Optimized YOLOv8 With Attention
   Mechanisms","The increasing misuse of drones poses significant safety and security
   risks, including illegal transportation of prohibited goods,
   interference with manned aircraft, and threats to public safety. This
   has raised concerns about the increased use of unmanned aerial vehicles
   (UAVs) due to their small size. Addressing these concerns has sparked
   significant research into developing effective drone detection systems.
   Deep learning, especially YOLO, is known as a lightweight model that
   offers real-time detection capabilities. Attention mechanisms have
   proven effective in many studies for detecting objects. This research
   focused on optimizing the YOLOv8n-based model by incorporating the
   Attention Module into the neck and improving the detection head by
   adding a tiny detection head, making the model work efficiently in
   detecting objects of tiny size. To obtain the most effective model,
   multiple training sets have been experimented with involving different
   types of attention modules, such as the Convolutional Block Attention
   Module (CBAM), ResBlock CBAM, Global Attention Mechanism (GAM), and
   Efficient Channel Attention (ECA). Therefore, based on the results,
   YOLOv8n + ResCBAM + high-resolution detection head, called
   P2-YOLOv8n-ResCBAM significantly improves the mean Average Accuracy
   (mAP) from 90.3\% to 92.6\%. Although the increased model complexity
   reduced frames per second (fps) from 263 to 166, the detection speed
   remains suitable for real-time applications. The proposed model
   effectively distinguishes drones from birds and recognizes them at long
   distances, demonstrating its potential for enhancing aerial surveillance
   and security measures.",IEEE ACCESS,,Article,10.1109/ACCESS.2024.3420730,,,,"Zamri, Fatin Najihah Muhamad and Gunawan, Teddy Surya and Yusoff, Siti
   Hajar and Alzahrani, Ahmad A. and Bramantoro, Arif and Kartiwi, Mira",,43.0,WOS:001263397700001,,,paper,enhanced small drone detection using optimized yolov8 with attention mechanisms,10.1109/access.2024.3420730,https://doi.org/10.1109/access.2024.3420730,https://doi.org/10.1109/access.2024.3420730,155.979,citations=43; year=2024; risk_terms=5; physical_terms=2,https://doi.org/10.1109/access.2024.3420730,True,202,https://ieeexplore.ieee.org/document/10577135/,text/html; charset=UTF-8,
