match_score,card_idx,card_badge,card_label,card_refs_before,overlap_tags,rank,source_file,year,title,abstract,venue,institution,document_type,doi,url,landing_page_url,pdf_url,authors,first_author,citations,record_id,matched_terms,matched_l3,record_type,title_key,doi_key,candidate_url,url_key,score,selection_reason,checked_url,access_ok,status_code,final_url,content_type,access_error,skip_reason
1.088,66,PHYSBENCH-REF-0104,휴머노이드 충돌력 초과 (Humanoid collision-force exceedance),3,collision;manipulation,342,,2026,"Exploring the synergy of human-robot teaming, digital twins, and machine
   learning in Industry 5.0: a step towards sustainable manufacturing","Sustainable manufacturing remains a central objective of Industry 5.0.
   By successfully implementing harmonic human-robot teams in intelligent
   industrial systems, the efficiency and well-being of human workers can
   be increased. Achieving this requires a gradual approach from caged
   robots to advanced, seamless collaboration between humans and robots.
   Initially, that means transitioning to human-robot interaction (HRI)
   where there is an exchange of commands between the human and the robot.
   Further advancements within safety considerations, including collision
   avoidance through advanced machine vision, enable the exchange of
   workspace that defines human-robot collaboration (HRC). The next stage
   is physical HRC (pHRC) which requires safe and controlled exchange of
   forces through impedance and admittance control. Finally, this paper
   describes human-robot teaming (HRT), which is defined by the exchange of
   solutions as teammates. This is enabled by combining cutting-edge
   technologies such as digital twin (DT), advanced vision sensors, machine
   learning (ML) algorithms and mixed reality (MR) human-machine interfaces
   for operators. A key contribution of this work is reviewing the
   integration of HRT with DT and ML, highlighting how these technologies
   enable seamless perception, prediction, and decision-making in
   human-centric industrial systems. By reviewing these technologies, the
   paper highlights current challenges, limitations and research gaps
   within the field of HRT and suggests potential future possibilities for
   HRT, such as advanced disassembly of used goods for a more sustainable
   manufacturing industry.",JOURNAL OF INTELLIGENT MANUFACTURING,,Review,10.1007/s10845-025-02580-x,,,,"Langas, Even Falkenberg and Zafar, Muhammad Hamza and Sanfilippo,
   Filippo",,32.0,WOS:001425303000001,,,paper,exploring the synergy of human robot teaming digital twins and machine learning in industry 5 0 a step towards sustainable manufacturing,10.1007/s10845-025-02580-x,https://doi.org/10.1007/s10845-025-02580-x,https://doi.org/10.1007/s10845-025-02580-x,148.951,citations=32; year=2026; risk_terms=4; physical_terms=7,https://doi.org/10.1007/s10845-025-02580-x,True,200,https://link.springer.com/article/10.1007/s10845-025-02580-x,text/html; charset=utf-8,,one_new_ref_per_card_this_pass
1.086,20,PHYSBENCH-REF-0032,안전 강화학습 제약 위반 (Safe reinforcement learning constraint violation),4,learning;manipulation,52,,2024,"Brain-Inspired Deep Meta-Reinforcement Learning for Active Coordinated
   Fault-Tolerant Load Frequency Control of Multi-Area Grids","This paper proposes an active coordinated fault tolerance load frequency
   control (AFCT-LFC) method, which effectively prevents sudden frequency
   changes caused by unit actuator failures or unplanned decommissioning in
   a multi-area interconnected grid subject to the performance-based
   frequency regulation market mechanism. It can also reduce regulation
   mileage payments and achieve multi-objective active fault-tolerant
   control. In addition, this paper proposes a brain-Inspired deep
   meta-deterministic policy gradient algorithm (BIMA-DMDPG), which adopts
   multi-agent centralized training, equates the controller of each area as
   an agent capable of independent decision making, and implements
   distributed training by dividing the environment into multiple
   environments. In addition, meta-reinforcement learning is employed to
   realize multi-task collaborative learning. The optimal policy is
   actively selected under different fault conditions to achieve active
   fault-tolerant control. The superior performance of the method is
   verified in a four-area LFC model of the China Southern Grid (CSG), in
   which it is tested alongside a selection of existing algorithms.Note to
   Practitioners-AFCT-LFC is based on advanced artificial intelligence
   algorithm, which can effectively identify any fault in multi-area grids
   and make rapid response to achieve active fault-tolerant control.
   Compared with the existing model-based fault-tolerant control methods,
   the BIMA-DMDPG algorithm proposed in this paper does not need to rely on
   accurate mathematical models, and can be applied to practice through
   simple training, which is very suitable for practical applications.
   Therefore, AFCT-LFC is an advanced adaptive active fault-tolerant
   control method that can be truly applied in practice because of its
   fast-decision-making ability and performance.",IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,Article,10.1109/TASE.2023.3263005,,,,"Li, Jiawen and Zhou, Tao and Cui, Haoyang",,40.0,WOS:000967332100001,,,paper,brain inspired deep meta reinforcement learning for active coordinated fault tolerant load frequency control of multi area grids,10.1109/tase.2023.3263005,https://doi.org/10.1109/tase.2023.3263005,https://doi.org/10.1109/tase.2023.3263005,176.99,citations=40; year=2024; risk_terms=2; physical_terms=2; prestige_venue=mandatory_candidate,https://doi.org/10.1109/tase.2023.3263005,True,202,https://ieeexplore.ieee.org/document/10091207/,text/html; charset=UTF-8,,card_reference_limit_5
1.086,20,PHYSBENCH-REF-0032,안전 강화학습 제약 위반 (Safe reinforcement learning constraint violation),4,learning;manipulation,80,,2026,"A constrained reinforcement learning based approach for cooperative
   control of multi-UAV in dense obstacle environments","Formation control of multiple unmanned aerial vehicles (UAVs) is a
   fundamental challenge for advanced cooperative tasks. In dense obstacle
   environments, machine learning-based formation control algorithms face
   significant challenges due to the high environmental complexity and UAV
   dynamics, particularly manifested as an explosion in state space
   dimensionality and poor obstacle avoidance robustness. To address these
   issues, this paper proposes a threat-aware subspace feature extraction
   mechanism and constraint learning algorithm within a deep reinforcement
   learning (DRL) framework. Our approach first reconstructs spatial
   distributions of high-threat obstacles and UAV kinematic characteristics
   from LiDAR point cloud data to reduce state space dimensionality. Then,
   we solve the obstacle avoidance problem using a novel constrained
   reinforcement learning framework. This framework employs a
   safety-oriented penalty function instead of conventional posterior
   penalties to explicitly enforce safety constraints, thereby preventing
   dangerous actions. We rigorously prove the algorithm's convergence and
   stability using Lyapunov stability theory. Comparative experiments
   carried out in the high-fidelity AirSim environment have demonstrated
   that the proposed algorithm outperforms the state-of-the-art methods,
   where the convergence speed improves by 36.36\%, stability increases by
   18.22\%, and mission success rate rises by 5.6\%.",SCIENCE CHINA-TECHNOLOGICAL SCIENCES,,Article,10.1007/s11431-025-3076-2,,,,"Gu, Jian and Wang, Yin",,17.0,WOS:001660849600011,,,paper,a constrained reinforcement learning based approach for cooperative control of multi uav in dense obstacle environments,10.1007/s11431-025-3076-2,https://doi.org/10.1007/s11431-025-3076-2,https://doi.org/10.1007/s11431-025-3076-2,170.465,citations=17; year=2026; risk_terms=3; physical_terms=2; prestige_venue=mandatory_candidate,https://doi.org/10.1007/s11431-025-3076-2,True,200,https://link.springer.com/article/10.1007/s11431-025-3076-2,text/html; charset=utf-8,,card_reference_limit_5
1.086,20,PHYSBENCH-REF-0032,안전 강화학습 제약 위반 (Safe reinforcement learning constraint violation),4,learning;manipulation,94,,2025,"Memory-driven deep-reinforcement learning for autonomous robot
   navigation in partially observable environments","Service robots with autonomous navigational capabilities playa critical
   role in dynamic contexts where safe and collision-free human
   interactions are important. However, the unpredictable nature of human
   behavior, the prevalence of occlusions and the lack of complete
   environmental perception due to sensor limitations can severely restrict
   effective robot navigation. We propose a memory-driven algorithm that
   employs deep reinforcement learning to enable collision-free proactive
   navigation in partially observable environments. The proposed method
   takes the relative states of humans within a limited FoV and sensor
   range as input into the neural network. The model employs a
   bidirectional gated recurrent unit as a temporal function to
   strategically incorporate the previous context of input sequences and
   facilitate the assimilation of the observations. This approach allows
   the model to assign greater attention to intricate human-robot
   relations, allowing abetter understanding of the ever-changing dynamics
   within an environment. Simulations and experimental outcomes validate
   the efficacy of the policy-based navigation approach. It achieves
   superior collision avoidance performance compared to representative
   existing methods and exhibits efficient navigation by incorporating the
   limitations of sensors during training.",ENGINEERING SCIENCE AND TECHNOLOGY-AN INTERNATIONAL JOURNAL-JESTECH,,Article,10.1016/j.jestch.2024.101942,,,,"Montero, Estrella and Pico, Nabih and Ghergherehchi, Mitra and Song, Ho
   Seung",,10.0,WOS:001411072100001,,,paper,memory driven deep reinforcement learning for autonomous robot navigation in partially observable environments,10.1016/j.jestch.2024.101942,https://doi.org/10.1016/j.jestch.2024.101942,https://doi.org/10.1016/j.jestch.2024.101942,168.571,citations=10; year=2025; risk_terms=2; physical_terms=4; prestige_venue=mandatory_candidate,https://doi.org/10.1016/j.jestch.2024.101942,True,200,https://linkinghub.elsevier.com/retrieve/pii/S2215098624003288,text/html;charset=UTF-8,,card_reference_limit_5
1.086,20,PHYSBENCH-REF-0032,안전 강화학습 제약 위반 (Safe reinforcement learning constraint violation),4,learning;manipulation,129,,2023,"Uncertainty quantification via a memristor Bayesian deep neural network
   for risk-sensitive reinforcement learning","Many advanced artificial intelligence tasks, such as policy
   optimization, decision making and autonomous navigation, demand
   high-bandwidth data transfer and probabilistic computing, posing great
   challenges for conventional computing hardware. Since digital computers
   based on the von Neumann architecture are good at precise and
   deterministic computing, their computing efficiency is limited by the
   high cost of both data transfer between memory and computing units and
   massive random number generation. Here we develop a stochastic
   computation-in-memory computing system that can efficiently perform both
   in situ random number generation and computation based on the nanoscale
   physical behaviour of memristors. This system is constructed based on a
   hardware-implemented multiple-memristor-array system. To demonstrate its
   functionality and efficiency, we implement a typical risk-sensitive
   reinforcement learning task, namely the storm coast task, with a
   four-layer Bayesian deep neural network. The computing system
   efficiently decomposes aleatoric and epistemic uncertainties by
   exploiting the inherent stochasticity of memristor. Compared with the
   conventional digital computer, our memristor-based system achieves a 10
   times higher speed and 150 times higher energy efficiency in uncertainty
   decomposition. This stochastic computation-in-memory computing system
   paves the way for high-speed and energy-efficient implementation of
   various probabilistic artificial intelligence algorithms.
   The stochastic features of memristors make them suitable for computation
   and probabilistic sampling; however, implementing these properties in
   hardware is extremely challenging. Lin et al. introduce an approach that
   leverages the cycle-to-cycle read variability of memristors as a
   physical random variable for in situ, real-time random number
   generation, and demonstrate it on a risk-sensitive reinforcement
   learning task.",NATURE MACHINE INTELLIGENCE,,Article,10.1038/s42256-023-00680-y,,,,"Lin, Yudeng and Zhang, Qingtian and Gao, Bin and Tang, Jianshi and Yao,
   Peng and Li, Chongxuan and Huang, Shiyu and Liu, Zhengwu and Zhou, Ying
   and Liu, Yuyi and Zhang, Wenqiang and Zhu, Jun and Qian, He and Wu,
   Huaqiang",,49.0,WOS:001014470500001,,,paper,uncertainty quantification via a memristor bayesian deep neural network for risk sensitive reinforcement learning,10.1038/s42256-023-00680-y,https://doi.org/10.1038/s42256-023-00680-y,https://doi.org/10.1038/s42256-023-00680-y,163.768,citations=49; year=2023; risk_terms=2; physical_terms=1; prestige_venue=mandatory_candidate,https://doi.org/10.1038/s42256-023-00680-y,True,200,https://www.nature.com/articles/s42256-023-00680-y,"text/html; charset=""UTF-8""",,card_reference_limit_5
1.086,20,PHYSBENCH-REF-0032,안전 강화학습 제약 위반 (Safe reinforcement learning constraint violation),4,learning;manipulation,143,,2025,"RoboBallet: Planning for multirobot reaching with graph neural networks
   and reinforcement learning","Modern robotic manufacturing requires collision-free coordination of
   multiple robots to complete numerous tasks in shared, obstacle-rich
   workspaces. Although individual tasks may be simple in isolation,
   automated joint task allocation, scheduling, and motion planning under
   spatiotemporal constraints remain computationally intractable for
   classical methods at real-world scales. Existing multiarm systems
   deployed in industry rely on human intuition and experience to design
   feasible trajectories manually in a labor-intensive process. To address
   this challenge, we propose a reinforcement learning (RL) framework to
   achieve automated task and motion planning, tested in an obstacle-rich
   environment with eight robots performing 40 reaching tasks in a shared
   workspace, where any robot can perform any task in any order. Our
   approach builds on a graph neural network (GNN) policy trained via RL on
   procedurally generated environments with diverse obstacle layouts, robot
   configurations, and task distributions. It uses a graph representation
   of scenes and a graph policy neural network trained through RL to
   generate trajectories of multiple robots, jointly solving the
   subproblems of task allocation, scheduling, and motion planning. Trained
   on large randomly generated task sets in simulation, our policy
   generalizes zero-shot to unseen settings with varying robot placements,
   obstacle geometries, and task poses. We further demonstrate that the
   high-speed capability of our solution enables its use in workcell layout
   optimization, improving solution times. The speed and scalability of our
   planner also open the door to capabilities such as fault-tolerant
   planning and online perception-based replanning, where rapid adaptation
   to dynamic task sets is required.",SCIENCE ROBOTICS,,Article,10.1126/scirobotics.ads1204,,,,"Lai, Matthew and Go, Keegan and Li, Zhibin and Kroger, Torsten and
   Schaal, Stefan and Allen, Kelsey and Scholz, Jonathan",,6.0,WOS:001562438300001,,,paper,roboballet planning for multirobot reaching with graph neural networks and reinforcement learning,10.1126/scirobotics.ads1204,https://doi.org/10.1126/scirobotics.ads1204,https://doi.org/10.1126/scirobotics.ads1204,162.243,citations=6; year=2025; risk_terms=2; physical_terms=4; prestige_venue=mandatory_candidate,https://doi.org/10.1126/scirobotics.ads1204,True,200,https://www.science.org/doi/10.1126/scirobotics.ads1204,text/html;charset=UTF-8,,card_reference_limit_5
1.086,20,PHYSBENCH-REF-0032,안전 강화학습 제약 위반 (Safe reinforcement learning constraint violation),4,learning;manipulation,165,,2026,"Autonomous Driving at Unsignalized Intersections: A Review of
   Decision-Making Challenges and Reinforcement Learning-Based Solutions","Autonomous driving at unsignalized intersections is still considered a
   challenging application for machine learning due to the complications
   associated with handling complex multi-agent scenarios characterized by
   a high degree of uncertainty. Automating the decision-making process in
   these safety-critical environments involves comprehending multiple
   levels of abstraction associated with learning robust driving behaviors
   to enable the vehicle to navigate efficiently. In this survey, we aim at
   exploring the state-of-the-art techniques implemented for
   decision-making applications, with a focus on algorithms that combine
   Reinforcement Learning (RL) and deep learning for learning traversing
   policies at unsignalized intersections. The reviewed schemes vary in the
   proposed driving scenario, in the assumptions made for the used
   intersection model, in the tackled challenges, and in the learning
   algorithms that are used. We have presented comparisons for these
   techniques to highlight their limitations and strengths. Based on our
   in-depth investigation, it can be discerned that a robust
   decision-making scheme for navigating real-world unsignalized
   intersection has yet to be developed. Along with our analysis and
   discussion, we recommend potential research directions encouraging the
   interested players to tackle the highlighted challenges. By adhering to
   our recommendations, decision-making architectures that are both
   non-overcautious and safe, yet feasible, can be trained and validated in
   real-world unsignalized intersections environments. Note to
   Practitioners-Navigating unsignalized intersections is one of the most
   challenging aspects of urban autonomous driving, directly linked to high
   accident rates and inefficiencies in road traffic. This paper surveys
   decision-making strategies for autonomous vehicles at such
   intersections, aiming to bridge the gap between theoretical advancements
   and real-world applications. Traditional rule-based decision-making and
   optimization techniques can be effective in predictable scenarios but
   often fail in environments with high uncertainty and dynamic multi-agent
   interactions. Reinforcement learning (RL)-based methods, while promising
   in their ability to learn from experience and adapt to complex
   environments, still face significant challenges. These include ensuring
   safety-critical behavior, achieving real-time performance, and bridging
   the simulation-to-reality gap. For practitioners in the autonomous
   driving and robotics industries, this survey provides a practical guide
   to evaluating existing decision-making approaches, their potential for
   deployment, and their limitations. It highlights key considerations such
   as computational efficiency, scalability, and robustness required for
   urban driving scenarios. The discussion also emphasizes the importance
   of integrating diverse data sources and testing solutions in real-world
   environments to ensure reliability. By leveraging the insights presented
   in this survey, practitioners can better assess and refine algorithms to
   tackle the nuanced challenges of unsignalized intersections. This work
   serves as a foundational step towards developing more robust, adaptable,
   and safe decision-making systems for autonomous vehicles in such complex
   urban environments.",IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,Article,10.1109/TASE.2025.3646982,,,,"Al-Sharman, Mohammad and Edes, Luc and Sun, Bert and Jayakumar, Vishal
   and Tahir, Hasan and Daoud, Mohamed A. and Emran, Bara J. and Rayside,
   Derek and Melek, William",,1.0,WOS:001662976400008,,,paper,autonomous driving at unsignalized intersections a review of decision making challenges and reinforcement learning based solutions,10.1109/tase.2025.3646982,https://doi.org/10.1109/tase.2025.3646982,https://doi.org/10.1109/tase.2025.3646982,159.704,citations=1; year=2026; risk_terms=6; physical_terms=3; prestige_venue=mandatory_candidate,https://doi.org/10.1109/tase.2025.3646982,True,202,https://ieeexplore.ieee.org/document/11310835/,text/html; charset=UTF-8,,card_reference_limit_5
1.086,20,PHYSBENCH-REF-0032,안전 강화학습 제약 위반 (Safe reinforcement learning constraint violation),4,learning;manipulation,335,,2025,"Addressing unpredictable movements of dynamic obstacles with deep
   reinforcement learning to ensure safe navigation for omni-wheeled mobile
   robot","The safe and efficient navigation of mobile robots in the presence of
   unknown dynamic obstacles remains a complex and unresolved challenge.
   This paper presents collision-free path planning for a mobile robot that
   safely deals with multi-directional obstacles, that is, randomly moving
   dynamic obstacles, using a Deep Reinforcement Learning (DRL) algorithm
   named Deep Q-Network (DQN) with inflated robot reward functions. The
   robot moves in a time-efficient and collision-free route while
   maintaining a safe distance with both static and unpredictable dynamic
   obstacles. The modified DQN algorithm takes RGB images of the
   environment as input for training a Convolution Neural Network (CNN) and
   provides a safe and short path for navigation. The robot used for
   training is an omni-wheeled mobile robot exploring outdoors, that is,
   concourse environment, and indoors, that is, home environment. The
   Closed-Loop Inverse Kinematics (CLIK) algorithm is employed to control a
   mobile robot to follow the desired path. The simulation results indicate
   that the proposed algorithm with inflated robot reward functions
   demonstrates remarkable performance as compared to recently used
   Reinforcement Learning (RL) algorithms when dealing with both stationary
   and randomly moving obstacles in the given environment.","PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART C-JOURNAL OF
   MECHANICAL ENGINEERING SCIENCE",,Article,10.1177/09544062241281115,,,,"Sachan, Saurabh and Pathak, Pushparaj Mani",,3.0,WOS:001346290000001,,,paper,addressing unpredictable movements of dynamic obstacles with deep reinforcement learning to ensure safe navigation for omni wheeled mobile robot,10.1177/09544062241281115,https://doi.org/10.1177/09544062241281115,https://doi.org/10.1177/09544062241281115,149.408,citations=3; year=2025; risk_terms=2; physical_terms=3; prestige_venue=mandatory_candidate,https://doi.org/10.1177/09544062241281115,True,200,https://journals.sagepub.com/doi/10.1177/09544062241281115,text/html;charset=UTF-8,,card_reference_limit_5
1.086,20,PHYSBENCH-REF-0032,안전 강화학습 제약 위반 (Safe reinforcement learning constraint violation),4,learning;manipulation,352,,2024,"Intelligent decision-making system for multiple marine autonomous
   surface ships based on deep reinforcement learning","This study addresses the issue of multi-ship collision avoidance and the
   requirements for autonomous navigation of Marine Autonomous Surface
   Ships. To address this challenge, we propose a collision avoidance
   decisionmaking system for multi-ship encounters that integrates the
   Proximal Policy Optimization (PPO) algorithm with the ship domain while
   considering ship manoeuvring characteristics. Moreover, the reward
   function designed for the PPO algorithm can effectively ensure the
   trained collision avoidance decision-making model adheres to COLREGs and
   to prioritizes the utilization of small angle steering whenever
   possible. Additionally, a neural network based on Bidirectional Gated
   Circulation Unit (BiGRU) is established, incorporating Layer
   Normalization to handle high-dimensional observation data and enhancing
   the algorithm's efficiency. Through simulation experiments, the results
   demonstrate the flexibility and safety of the proposed decision-making
   method in multi-ship collision avoidance and surface obstacle avoidance
   scenarios.",ROBOTICS AND AUTONOMOUS SYSTEMS,,Article,10.1016/j.robot.2023.104587,,,,"Guan, Wei and Luo, Wenzhe and Cui, Zhewen",,35.0,WOS:001140556900001,,,paper,intelligent decision making system for multiple marine autonomous surface ships based on deep reinforcement learning,10.1016/j.robot.2023.104587,https://doi.org/10.1016/j.robot.2023.104587,https://doi.org/10.1016/j.robot.2023.104587,148.169,citations=35; year=2024; risk_terms=3; physical_terms=3,https://doi.org/10.1016/j.robot.2023.104587,True,200,https://linkinghub.elsevier.com/retrieve/pii/S0921889023002269,text/html;charset=UTF-8,,card_reference_limit_5
1.086,20,PHYSBENCH-REF-0032,안전 강화학습 제약 위반 (Safe reinforcement learning constraint violation),4,learning;manipulation,354,,2024,"A review on reinforcement learning-based highway autonomous vehicle
   control","Autonomous driving is an active area of research in artificial
   intelligence and robotics. Recent advances in deep reinforcement
   learning (DRL) show promise for training autonomous vehicles to handle
   complex real-world driving tasks. This paper reviews recent advancement
   on the application of DRL to highway lane change, ramp merge, and
   platoon coordination. In particular, similarities, differences,
   limitations, and best practices regarding the DRL formulations, DRL
   training algorithms, simulations, and metrics are reviewed and
   discussed. The paper starts by reviewing different traffic scenarios
   that are discussed by the literature, followed by a thorough review on
   the DRL technology such as the state representation methods that capture
   interactive dynamics critical for safe and efficient merging and the
   reward formulations that manage key metrics like safety, efficiency,
   comfort, and adaptability. Insights from this review can guide future
   research toward realizing the potential of DRL for automated driving in
   complex traffic under uncertainty.",GREEN ENERGY AND INTELLIGENT TRANSPORTATION,,Review,10.1016/j.geits.2024.100156,,,,"Irshayyid, Ali and Chen, Jun and Xiong, Guojiang",,88.0,WOS:001283304500001,,,paper,a review on reinforcement learning based highway autonomous vehicle control,10.1016/j.geits.2024.100156,https://doi.org/10.1016/j.geits.2024.100156,https://doi.org/10.1016/j.geits.2024.100156,147.841,citations=88; year=2024; risk_terms=3; physical_terms=4,https://doi.org/10.1016/j.geits.2024.100156,True,200,https://linkinghub.elsevier.com/retrieve/pii/S2773153724000082,text/html;charset=UTF-8,,card_reference_limit_5
1.085,119,PHYSRISK-REF-0001,가림에 의한 충돌 (Occlusion-induced collision),4,collision;navigation,94,,2025,"Memory-driven deep-reinforcement learning for autonomous robot
   navigation in partially observable environments","Service robots with autonomous navigational capabilities playa critical
   role in dynamic contexts where safe and collision-free human
   interactions are important. However, the unpredictable nature of human
   behavior, the prevalence of occlusions and the lack of complete
   environmental perception due to sensor limitations can severely restrict
   effective robot navigation. We propose a memory-driven algorithm that
   employs deep reinforcement learning to enable collision-free proactive
   navigation in partially observable environments. The proposed method
   takes the relative states of humans within a limited FoV and sensor
   range as input into the neural network. The model employs a
   bidirectional gated recurrent unit as a temporal function to
   strategically incorporate the previous context of input sequences and
   facilitate the assimilation of the observations. This approach allows
   the model to assign greater attention to intricate human-robot
   relations, allowing abetter understanding of the ever-changing dynamics
   within an environment. Simulations and experimental outcomes validate
   the efficacy of the policy-based navigation approach. It achieves
   superior collision avoidance performance compared to representative
   existing methods and exhibits efficient navigation by incorporating the
   limitations of sensors during training.",ENGINEERING SCIENCE AND TECHNOLOGY-AN INTERNATIONAL JOURNAL-JESTECH,,Article,10.1016/j.jestch.2024.101942,,,,"Montero, Estrella and Pico, Nabih and Ghergherehchi, Mitra and Song, Ho
   Seung",,10.0,WOS:001411072100001,,,paper,memory driven deep reinforcement learning for autonomous robot navigation in partially observable environments,10.1016/j.jestch.2024.101942,https://doi.org/10.1016/j.jestch.2024.101942,https://doi.org/10.1016/j.jestch.2024.101942,168.571,citations=10; year=2025; risk_terms=2; physical_terms=4; prestige_venue=mandatory_candidate,https://doi.org/10.1016/j.jestch.2024.101942,True,200,https://linkinghub.elsevier.com/retrieve/pii/S2215098624003288,text/html;charset=UTF-8,,card_reference_limit_5
1.085,58,PHYSBENCH-REF-0068,정밀 휴머노이드 접촉력 위험 (Dexterous humanoid contact-force risk),3,collision;manipulation,225,,2023,Autonomous Oropharyngeal-Swab Robot System for COVID-19 Pandemic,"The outbreak of COVID-19 has led to the shortage of medical personnel
   and the increasing need for nucleic acid testing. Manual oropharyngeal
   sampling is susceptible to inconsistency caused by fatigue and close
   contact could also cause healthcare personnel exposure and cross
   infection. The innate deficiency calls for a safer and more consistent
   way to collect the oropharyngeal samples. Therefore a fully autonomous
   oropharyngeal-swab robot system is proposed in this paper. The system is
   installed in a negative pressure chamber and carrying out a standardized
   sampling process to minimize individual sampling differences. A
   hierarchical throat detection algorithm is presented and multiple
   modality sensory information are fused to safely and accurately localize
   the optimum sampling location. Also, a force/position hybrid control
   method is adopted to ensure both accurate sampling and subject comfort.
   The robot system described in this paper can safely and efficiently
   collect the oropharyngeal sample, providing a scalable solution for
   large-scale Polymerase Chain Reaction (PCR) Molecular sample collection
   for various respiratory diseases. Note to Practitioners-During the
   COVID-19 pandemic, pre-diagnostic is essential for both prevention and
   treatment. Existing approaches, including nasal swab and
   oropharyngeal-swab, require extensive medical worker training and
   increase the chance of cross-infection. The robot system introduced in
   this paper can take oropharyngeal-swab samples from subjects with
   minimum human intervention, reducing medical worker exposure,
   alleviating the work pressure of medical staff, and speed up large
   quantity of sampling plan. The robot will first guide the subject into
   position with vocal commands, and automatically detect the optimum
   sampling location with a real-time machine learning algorithm. A
   dedicated control strategy aiming at minimizing discomfort and
   uniforming sample quantity is then applied to safely collect nucleic
   samples from the throat. Eventually, while the swab is being stored in
   the culture medium, a disinfection process is carried out simultaneously
   to prepare the robot for the next subject. Preliminary clinical trials
   show that our robot system can safely and accurately collect samples
   from subjects.",IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,Article,10.1109/TASE.2022.3207194,,,,"Sun, Fuchun and Ma, Junjie and Liu, Tianyu and Liu, Huaping and Fang,
   Bin",,20.0,WOS:000862435500001,,,paper,autonomous oropharyngeal swab robot system for covid 19 pandemic,10.1109/tase.2022.3207194,https://doi.org/10.1109/tase.2022.3207194,https://doi.org/10.1109/tase.2022.3207194,156.623,citations=20; year=2023; risk_terms=1; physical_terms=3; prestige_venue=mandatory_candidate,https://doi.org/10.1109/tase.2022.3207194,True,202,https://ieeexplore.ieee.org/document/9901486/,text/html; charset=UTF-8,,one_new_ref_per_card_this_pass
1.08,80,PHYSRISK-REF-0020,실시간 지연 및 동기화 실패 (Real-time latency and synchronization failure),3,drone;vehicle,137,,2023,Semi-universal geo-crack detection by machine learning,"Introduction: Cracks are a key feature that determines the structural
   integrity of rocks, and their angular distribution can be used to
   determine the local or regional stress patterns. The temporal growth of
   cracks can be monitored in order to predict impending failures of
   materials or structures such as a weakened dam. Thus, cracks and their
   spatial-temporal distributions should be automatically monitored for
   assessing their structural integrity, the associated stress patterns and
   their potential for failure.Method: We show that the U-Net convolutional
   neural network, semantic segmentation and transfer learning can be used
   to accurately detect cracks in drone photos of sedimentary massifs. In
   this case, the crack distributions are used to assess the safest areas
   for tunnel excavation. Compared to the coarse performance of ridge
   detection, the U-Net accuracy in identifying cracks in images can be as
   high as 98\% when evaluated against human identification, which is
   sufficient for assessing the general crack properties of the rock faces
   for the engineering project.Result: Based on approximately 100 h of
   manual cracks labeling in 127 drone photos and 20 h of network training,
   the U-Net was able to successfully detect cracks in 23,845
   high-resolution photographs in less than 22 h using two Nvidia V100
   GPUs. Meanwhile, the network was able to detect more than 80\% of the
   observable cracks of a volcanic outcrop in Idaho without additional
   training. With a modest amount of extra labeling on photos of the
   volcanic outcrop and transfer training, we found that the accuracy
   significantly improved. The surprising outcome of this research is that
   the U-Net crack detector laboriously trained on photos of sedimentary
   rocks can also be effectively applied to photos of volcanic rock faces.
   This can be important for real-time assessment of geological hazards and
   lithology information for dam inspection and planetary exploration by
   autonomous vehicles. For another application, we accurately detected
   fractures and faults with a scale of tens of kilometers from Martian
   photographs.Conclusions: In summary, our methodology of using CNN with
   transfer training suggests that it can be used as a semi-universal
   detector of cracks in across a range of diverse geological settings.",FRONTIERS IN EARTH SCIENCE,,Article,10.3389/feart.2023.1073211,,,,"Shi, Yongxiang and Ballesio, Marco and Johansen, Kasper and Trentman,
   Daniel and Huang, Yunsong and McCabe, Matthew F. and Bruhn, Ronald and
   Schuster, Gerard",,15.0,WOS:000959576800001,,,paper,semi universal geo crack detection by machine learning,10.3389/feart.2023.1073211,https://doi.org/10.3389/feart.2023.1073211,https://doi.org/10.3389/feart.2023.1073211,162.816,citations=15; year=2023; risk_terms=4; physical_terms=2; prestige_venue=mandatory_candidate,https://doi.org/10.3389/feart.2023.1073211,True,200,https://www.frontiersin.org/journals/earth-science/articles/10.3389/feart.2023.1073211/full,text/html;charset=utf-8,,one_new_ref_per_card_this_pass
