rank,source_file,year,title,abstract,venue,institution,document_type,doi,url,landing_page_url,pdf_url,authors,first_author,citations,record_id,matched_terms,matched_l3,record_type,title_key,doi_key,candidate_url,url_key,score,selection_reason,checked_url,access_ok,status_code,final_url,content_type,access_error
114,,2024,"Ethics of artificial intelligence and robotics in the architecture,
   engineering, and construction industry","Artificial intelligence (AI) and robotics research and implementation
   emerged in the architecture, engineering, and construction (AEC)
   industry to positively impact project efficiency and effectiveness
   concerns such as safety, productivity, and quality. This shift, however,
   warrants the need for ethical considerations of AI and robotics adoption
   due to its potential negative impacts on aspects such as job security,
   safety, and privacy. Nevertheless, this did not receive sufficient
   attention, particularly within the academic community. This research
   systematically reviews AI and robotics research through the lens of
   ethics in the AEC community for the past five years. It identifies nine
   key ethical issues namely job loss, data privacy, data security, data
   transparency, decision-making conflict, acceptance and trust,
   reliability and safety, fear of surveillance, and liability, by
   summarizing existing literature and filtering it further based on its
   AEC relevance. Furthermore, thirteen research topics along the process
   were identified based on existing AEC studies that had direct relevance
   to the theme of ethics in general and their parallels are further
   discussed. Finally, the current challenges and knowledge gaps are
   discussed and seven specific future research directions are recommended.
   This study not only signifies more stakeholder awareness of this
   important topic but also provides imminent steps towards safer and more
   efficient realization.",AUTOMATION IN CONSTRUCTION,,Review,10.1016/j.autcon.2024.105369,,,,"Liang, Ci-Jyun and Le, Thai-Hoa and Ham, Youngjib and Mantha, Bharadwaj
   R. K. and Cheng, Marvin H. and Lin, Jacob J.",,58.0,WOS:001223310800001,,,paper,ethics of artificial intelligence and robotics in the architecture engineering and construction industry,10.1016/j.autcon.2024.105369,https://doi.org/10.1016/j.autcon.2024.105369,https://doi.org/10.1016/j.autcon.2024.105369,165.086,citations=58; year=2024; risk_terms=7; physical_terms=2,https://doi.org/10.1016/j.autcon.2024.105369,True,200.0,https://linkinghub.elsevier.com/retrieve/pii/S0926580524001055,text/html;charset=UTF-8,
115,,2025,"Personalized Assistance in Robotic Rehabilitation: Real-Time Adaptation
   via Energy-Based Performance Monitoring","Recent studies underscore the importance of the patient's active
   contribution and voluntary effort in enhancing therapy outcomes in
   physical rehabilitation. This paper presents an adaptive control scheme
   to implement active robotic rehabilitation. The primary goal is to
   dynamically regulate robotic assistance based on the patient's
   performance and individual conditions, encouraging active participation,
   and effective therapy. To achieve this, a Lyapunov-based adaptive
   algorithm is developed that dynamically adjusts the admittance
   parameters by balancing the error and effort minimization. A novel
   performance index based on human energy input enables real-time
   identification of the intended human sharing role. This index is used as
   an adaptive rate in the proposed algorithm to enhance the control
   system's dynamic responsiveness to changes in human performance. The
   proposed approach achieves two main rehabilitation objectives. First, it
   encourages active and safe human participation. Second, it enhances the
   therapy by providing personalized assistance, tailored to individual
   abilities and conditions, and thus reduces the need for therapist
   intervention. The performance of the proposed approach is illustrated in
   experimental studies. The results demonstrate the adaptability of the
   algorithm, ensuring compliant and safe interaction and effective task
   completion. Note to Practitioners-In a human-robot cooperation (HRC)
   framework, the automatic adaptation of the robot's role as well as safe
   and stable interaction are crucial. These aspects are amplified in the
   context of robotic rehabilitation due to the special conditions of the
   human participants. Classic control methods, in shared control, lack
   system intelligence and automation in role allocation. However, the
   shared role of humans in HRC, particularly in rehabilitation
   applications, introduces real-time and unpredictable variations. This
   study addresses the shortcomings of classic control methods, by
   integrating intelligence into the control system through an adaptive
   Neural Network algorithm in shared autonomy. To emulate human-like
   adaptability, two crucial aspects are considered. Firstly, it
   incorporates safety assurance embedded in the adaptive algorithm via
   Lyapunov-based adaptation. Secondly, it detects the human's role within
   the control loop through a novel energy-based performance index, which
   views the human as an active contributor to the system's dynamic energy
   flow. This ensures robust behavior by dynamically adjusting the
   trade-off between task completion and minimal robot intervention. A
   standout feature of our algorithm lies in its expendability to
   exoskeleton systems, making it highly versatile for use in robotic
   rehabilitation and assistive technologies. The algorithm's design allows
   for straightforward integration with exoskeletons, requiring only
   interaction force measurements in the joint space. It facilitates
   monitoring of a patient's performance in each joint using the proposed
   performance index based on the human energy entry into the system.
   Beyond rehabilitation, the algorithm's ability to adjust autonomy levels
   through adaptation makes it applicable to a wide range of Human-Robot
   Cooperation scenarios where automatic role allocation is necessary.
   Preliminary experiments underscore the adaptive algorithm's robust
   responsiveness to changes in human performance.
   Future investigations should involve clinical experiments addressing
   real-life challenges associated with various movement deficiencies and
   responding to real-time issues that may arise during rehabilitation
   sessions.",IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,Article,10.1109/TASE.2025.3552446,,,,"Pezeshki, Leilaalsadat and Sadeghian, Hamid and Mohebbi, Abolfazl and
   Keshmiri, Mehdi and Haddadin, Sami",,5.0,WOS:001470389400006,,,paper,personalized assistance in robotic rehabilitation real time adaptation via energy based performance monitoring,10.1109/tase.2025.3552446,https://doi.org/10.1109/tase.2025.3552446,https://doi.org/10.1109/tase.2025.3552446,165.085,citations=5; year=2025; risk_terms=3; physical_terms=4; prestige_venue=mandatory_candidate,https://doi.org/10.1109/tase.2025.3552446,True,202.0,https://ieeexplore.ieee.org/document/10930887/,text/html; charset=UTF-8,
116,,2025,"Blockchain-Enabled IDPS and Federated Learning for Enhancing CPS
   Security against Advanced Persistent Threats in Zero Trust Architectures","The growing integration of edge computing and Internet of Things devices
   in Industry 4.0 has heightened the complexity and sophistication of
   advanced persistent threats (APTs), challenging the effectiveness of
   traditional security solutions. To safeguard cyber-physical systems
   (CPS) within zero trust architecture environments, this study introduces
   a novel federated learning and blockchain-enabled intrusion detection
   and prevention system (FL-BIDPS). Leveraging blockchain technology and
   federated learning, FL-BIDPS ensures secure, immutable logging and
   verification while preserving privacy through decentralized threat
   detection. By enabling collaborative threat detection without the need
   to transfer raw data, the solution minimizes the risk of data breaches.
   The integration of blockchain technology guarantees that all security
   incidents are recorded in an immutable, tamper-proof manner.
   Additionally, hypothetical evaluations demonstrate the system's enhanced
   efficiency in detecting and preventing APTs, alongside significant
   improvements in privacy and security features. This innovative approach
   offers a dependable, scalable, and sustainable solution for protecting
   CPS in an increasingly vulnerable and interconnected landscape,
   overcoming the limitations of traditional security methods.",HUMAN-CENTRIC COMPUTING AND INFORMATION SCIENCES,,Article,10.22967/HCIS.2025.15.022,,,,"Arif, Tuba and Jo, Byunghyun and Kang, Jungho and Park, Jong Hyuk",,5.0,WOS:001442738500001,,,paper,blockchain enabled idps and federated learning for enhancing cps security against advanced persistent threats in zero trust architectures,10.22967/hcis.2025.15.022,https://doi.org/10.22967/hcis.2025.15.022,https://doi.org/10.22967/hcis.2025.15.022,165.085,citations=5; year=2025; risk_terms=6; physical_terms=1; prestige_venue=mandatory_candidate,https://doi.org/10.22967/hcis.2025.15.022,True,200.0,http://hcisj.com/articles/?HCIS202515022,text/html; charset=utf-8,
117,,2024,"Structurally-colored adhesives for sensitive, high-resolution, and
   non-invasive adhesion self-monitoring","Polymeric adhesives are critical in many applications, from daily life
   to implantable devices and soft robotics. Monitoring adhesion in a
   real-time and convenient manner before premature failure is essential
   yet challenging. Herein, we present structurally-colored adhesives for
   sensitive, high-resolution, and non-invasive adhesion self-monitoring
   via distinct color change for detecting subtle deformation and
   debonding. The structurally-colored adhesives are designed by
   integrating one-dimensional photonic nanochains into exemplified
   acrylate-copolymer-based adhesives and demonstrate distinct
   color-changing capability through a unique tilting mechanism of
   nanochains under shear. Our structurally-colored adhesives can be
   customized as pressure-sensitive and structural adhesives, exhibiting
   ultrafast response (<60 ms), high sensitivity, and high resolution
   (similar to 120 mu m). Moreover, predicting adhesion states and
   premature failure can be achieved assisted by imaging systems and
   machine learning algorithms with an average accuracy of up to 97.2\%.
   Our structurally-colored adhesives are expected to offer a practical
   paradigm for structural health monitoring in the Internet of Things era.",NATURE COMMUNICATIONS,,Article,10.1038/s41467-024-52794-5,,,,"Lyu, Quanqian and Li, Miaomiao and Zhang, Lianbin and Zhu, Jintao",,24.0,WOS:001325053600005,,,paper,structurally colored adhesives for sensitive high resolution and non invasive adhesion self monitoring,10.1038/s41467-024-52794-5,https://doi.org/10.1038/s41467-024-52794-5,https://doi.org/10.1038/s41467-024-52794-5,165.064,citations=24; year=2024; risk_terms=1; physical_terms=2; prestige_venue=mandatory_candidate,https://doi.org/10.1038/s41467-024-52794-5,True,200.0,https://www.nature.com/articles/s41467-024-52794-5,"text/html; charset=""UTF-8""",
118,,2023,Communication and Control in Collaborative UAVs: Recent Advances and Future Trends,"The recent progress in unmanned aerial vehicles (UAV) technology has significantly advanced UAV-based applications for military, civil, and commercial domains. Nevertheless, the challenges of establishing high-speed communication links, flexible control strategies, and developing efficient collaborative decision-making algorithms for a swarm of UAVs limit their autonomy, robustness, and reliability. Thus, a growing focus has been witnessed on collaborative communication to allow a swarm of UAVs to coordinate and communicate autonomously for the cooperative completion of tasks in a short time with improved efficiency and reliability. This work presents a comprehensive review of collaborative communication in a multi-UAV system. We thoroughly discuss the characteristics of intelligent UAVs and their communication and control requirements for autonomous collaboration and coordination. Moreover, we review various UAV collaboration tasks, summarize the applications of UAV swarm networks for dense urban environments and present the use case scenarios to highlight the current developments of UAV-based applications in various domains. Finally, we identify several exciting future research direction that needs attention for advancing the research in collaborative UAVs.",IEEE Transactions on Intelligent Transportation Systems,Institute of Electrical and Electronics Engineers,article,10.1109/tits.2023.3248841,https://openalex.org/W4328007770,https://doi.org/10.1109/tits.2023.3248841,,"['Shumaila Javaid', 'Nasir Saeed', 'Zakria Qadir', 'Hamza Fahim', 'Bin He', 'Houbing Song', 'Muhammad Bilal']",Shumaila Javaid,263.0,https://openalex.org/W4328007770,autonomous system | autonomous systems | robot | robotic | robotics | uav | unmanned,Unmanned Aerial Systems,paper,communication and control in collaborative uavs recent advances and future trends,10.1109/tits.2023.3248841,https://doi.org/10.1109/tits.2023.3248841,https://doi.org/10.1109/tits.2023.3248841,165.063,citations=263; year=2023; risk_terms=2; physical_terms=4,https://doi.org/10.1109/tits.2023.3248841,True,202.0,https://ieeexplore.ieee.org/document/10077453/,text/html; charset=UTF-8,
119,,2026,"IEI-TIA: Industrial Embodied Intelligence Trustworthy Interpretable
   Agent for Robotic Long-Horizon and Repetitive Tasks","With the rapid advancement of generative artificial intelligence,
   embodied intelligence is increasingly being integrated into robotic
   tasks within smart manufacturing. Industrial operations typically
   feature long-horizon sequences and demand high precision. However,
   although embodied models, particularly Vision-Language-Action (VLA)
   models, have shown significant promise in autonomous control with
   superior generalization capabilities, their inherent closed-box nature
   lacks the transparency and trustworthiness essential for manufacturing
   tasks. To address this challenge, we propose the Industrial Embodied
   Intelligence Trustworthy Interpretable Agent (IEI-TIA), a high-level
   trustworthy supervisory agent designed for industrial sorting and
   palletizing tasks. Rather than directly generating low-level control
   commands, IEI-TIA monitors robotic execution, diagnoses possible failure
   types at key operational stages, and provides corrective next-step
   instruction via invoked skills, thereby improving the reliability and
   interpretability of long-horizon and repetitive robotic tasks. An
   alignment-enhanced parameter-efficient finetuning method is proposed
   utilizing paired vision-language data to enable robust trustworthiness
   identification across various possible robotic failure types in
   different subtasks in sorting and palletizing. Additionally, we
   construct a specialized dataset and establish benchmarks for industrial
   embodied intelligence behavior diagnosis and instructions. Experimental
   results demonstrate that the fine-tuned trustworthy agent achieves
   93.7\% diagnosis accuracy for various task failures, representing a
   substantial improvement of approximately 38\% over baseline
   general-purpose large models. By integrating the agent's step-by-step
   operational instructions, the success rate of robotic long-horizon and
   repetitive tasks is improved by 14.0\%. Note to Practitioners-This paper
   addresses a critical problem in industrial automation, the lack of
   interpretability and transparency of AI-driven robotic control in
   multi-stage and long-horizon tasks. In high-precision environments such
   as sorting or palletizing, AI closed-box models, including
   Vision-Language-Action (VLA) models, often fail to provide safety
   guarantees required for manufacturing tasks, as minor execution errors
   can rapidly propagate and affect the entire sequence negatively.
   Therefore, we propose IEI-TIA, an autonomous supervisory agent that
   contributes to the shift from open-loop task execution to closed-loop
   trustworthy control with capability of providing diagnosis and
   instructions. Beyond identifying potential robotic failures like
   off-center grasps or misplaced parts, the agent also provides actionable
   next-step instructions that allow the embodied intelligence system to
   self-correct before errors escalate. A key practical advantage is that
   our industrial alignment-enhanced parameter-efficient finetuning
   (fine-tuning) method empowers the agent utilizing vision-language models
   with high failure-identification accuracy 93.7\%, and corrective
   closed-loop logic without the need for retraining. The corresponding
   dataset and benchmarks offer a standardized framework for practitioners
   to evaluate and deploy interpretable embodied intelligence within
   existing automation pipelines. By implementing this agent, when using
   embodied intelligence models in manufacturing, factories can
   significantly reduce downtime caused by errors or mistakes made by
   untrustworthy AI robots, to achieve more robust and autonomous control
   in long-horizon robotic tasks.",IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,Article,10.1109/TASE.2026.3687369,,,,"Dong, Jiabao and Yang, Lingyuan and Fang, Pengji and Li, Shixiang and
   Kong, Yusheng and Ren, Lei",,0.0,WOS:001764917400029,,,paper,iei tia industrial embodied intelligence trustworthy interpretable agent for robotic long horizon and repetitive tasks,10.1109/tase.2026.3687369,https://doi.org/10.1109/tase.2026.3687369,https://doi.org/10.1109/tase.2026.3687369,165.0,citations=0; year=2026; risk_terms=6; physical_terms=7; prestige_venue=mandatory_candidate,https://doi.org/10.1109/tase.2026.3687369,True,202.0,https://ieeexplore.ieee.org/document/11494811/,text/html; charset=UTF-8,
120,,2017,"Toward Socially Aware Robot Navigation in Dynamic and Crowded
   Environments: A Proactive Social Motion Model","Safe and social navigation is the key to deploying a mobile service
   robot in a human-centered environment. Widespread acceptability of
   mobile service robots in daily life is hindered by robot's inability to
   navigate in crowded and dynamic human environments in a socially
   acceptable way that would guarantee human safety and comfort. In this
   paper, we propose an effective proactive social motion model (PSMM) that
   enables a mobile service robot to navigate safely and socially in
   crowded and dynamic environments. The proposed method considers not only
   human states (position, orientation, motion, field of view, and hand
   poses) relative to the robot but also social interactive information
   about human-object and human group interactions. This allows development
   of the PSMM that consists of elements of an extended social force model
   and a hybrid reciprocal velocity obstacle technique. The PSMM is then
   combined with a path planning technique to generate a motion planning
   system that drives a mobile robot in a socially acceptable manner and
   produces respectful and polite behaviors akin to human movements.
   Note to Practitioners-In this paper, we validated the effectiveness and
   feasibility of the proposed proactive social motion model (PSMM) through
   both simulation and real-world experiments under the newly proposed
   human comfortable safety indices. To do that, we first implemented the
   entire navigation system using the open-source robot operating system.
   We then installed it in a simulated robot model and conducted
   experiments in a simulated shopping mall-like environment to verify its
   effectiveness. We also installed the proposed algorithm on our mobile
   robot platform and conducted experiments in our office-like laboratory
   environment. Our results show that the developed socially aware
   navigation framework allows a mobile robot to navigate safely, socially,
   and proactively while guaranteeing human safety and comfort in crowded
   and dynamic environments.
   In this paper, we examined the proposed PSMM with a set of predefined
   parameters selected based on our empirical experiences about the robot
   mechanism and selected social environment. However, in fact a mobile
   robot might need to adapt to various contextual and cultural situations
   in different social environments. Thus, it should be equipped with an
   online adaptive interactive learning mechanism allowing the robot to
   learn to auto-adjust their parameters according to such embedded
   environments. Using machine learning techniques, e.g., inverse
   reinforcement learning {[}1] to optimize the parameter set for the PSMM
   could be a promising research direction to improve adaptability of
   mobile service robots in different social environments.
   In the future, we will evaluate the proposed framework based on a wider
   variety of scenarios, particularly those with different social
   interaction situations and dynamic environments. Furthermore, various
   kinds of social cues and signals introduced in {[}2] and {[}3] will be
   applied to extend the proposed framework in more complicated social
   situations and contexts. Last but not least, we will investigate
   different machine learning techniques and incorporate them in the PSMM
   in order to allow the robot to automatically adapt to diverse social
   environments.",IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,Article,10.1109/TASE.2017.2731371,,,,Xuan-Tung Truong and Trung Dung Ngo,,146.0,WOS:000412500600017,,,paper,toward socially aware robot navigation in dynamic and crowded environments a proactive social motion model,10.1109/tase.2017.2731371,https://doi.org/10.1109/tase.2017.2731371,https://doi.org/10.1109/tase.2017.2731371,164.866,citations=146; year=2017; risk_terms=2; physical_terms=3; prestige_venue=mandatory_candidate,https://doi.org/10.1109/tase.2017.2731371,True,202.0,https://ieeexplore.ieee.org/document/8011466/,text/html; charset=UTF-8,
121,,2024,"Hybrid AI-based 4D trajectory management system for dense low altitude
   operations and Urban Air Mobility","Urban Air Mobility (UAM) has emerged as a promising solution to address
   some of the challenges of transportation congestion and associated
   pollution, especially in large cities. However, the development of drone
   transportation and UAM services is limited by the capacity of the low
   altitude airspace where these new vehicles will operate. Without
   suitable regulatory advancements and associated traffic management
   systems, air traffic in the densest low-altitude sectors may incur
   congestion, which, in addition to affecting operational efficiency, can
   increase systemic risk and fuel emergency occurrences, thereby affecting
   the safety of people and property in the air and on the ground. To
   address these challenges, this study aims to develop an intelligent
   Uncrewed Aircraft Traffic Management (UTM) system that leverages the
   complementary strengths of metaheuristic and machine learning algorithms
   for an effective management of dense low altitude airspace. The UTM
   system determines time-based three-dimensional airspace Demand-Capacity
   Balancing (DCB) solutions by processing real-time data updates and
   dynamically replanning flight paths and DCB decisions in any given
   context, while also providing UAM operators with relevant inputs for
   autonomous decision-making. Simulation-based verification activities in
   representative conditions show that the proposed UTM system has the
   ability to effectively resolve overload instances and minimize potential
   conflicts in low-altitude airspace, with an operationally acceptable
   running time. We conclude that the proposed hybrid algorithm can support
   a successful implementation of UAM services in and around cities, and it
   has high potential to address critical airspace resource constraints
   also in traditional Air Traffic Flow Management (ATFM).",AEROSPACE SCIENCE AND TECHNOLOGY,,Article,10.1016/j.ast.2024.109422,,,,"Xie, Yibing and Gardi, Alessandro and Liang, Man and Sabatini, Roberto",,11.0,WOS:001299287900001,,,paper,hybrid ai based 4d trajectory management system for dense low altitude operations and urban air mobility,10.1016/j.ast.2024.109422,https://doi.org/10.1016/j.ast.2024.109422,https://doi.org/10.1016/j.ast.2024.109422,164.789,citations=11; year=2024; risk_terms=4; physical_terms=1; prestige_venue=mandatory_candidate,https://doi.org/10.1016/j.ast.2024.109422,True,200.0,https://linkinghub.elsevier.com/retrieve/pii/S1270963824005534,text/html;charset=UTF-8,
122,,2024,"Radar/visual fusion with fuse-before-track strategy for low altitude
   non-cooperative sense and avoid","Non-cooperative Sense and Avoid is a critical technology for the safety
   and autonomy of Unmanned Aerial Vehicles (UAV). Standalone sensing
   solutions, i.e., only based on either visual cameras or radars,
   encounter challenges especially for vehicles flying at low altitude. To
   overcome this limit, sensor fusion strategies can play a key role. In
   this framework, this paper proposes a two-step radar/visual sensor
   fusion approach taking place both at detection and tracking level. The
   first step, named ``Fuse-Before-Track{''}, consists in jointly using
   radar information and visual detections (provided by Convolutional
   Neural Network-based detectors) to remove uninteresting radar echoes
   thus improving ground clutter removal and speeding up the radar
   processing pipeline. At the second level, tracking takes place by
   exploiting the previously retrieved (confirmed) radar measurements and
   fusing visual detections to improve the solution accuracy. The proposed
   approach is tested on data collected during experimental flight tests
   where a ground-fixed multi -sensor setup (integrating a low size weight
   and power radar and a daylight camera) is used to detect and track a
   small UAV manually piloted to carry out approaching manoeuvres.
   Detection and tracking performance is assessed using, as a benchmark, a
   cm-level relative positioning solution retrieved by means of Carrier
   Phase Differential GNSS techniques. The implemented detection-level
   fusion approach ensures radar detection accuracy of meter level and
   meter-per-second level on range and range rate, respectively. In
   addition, the second level of fusion allows attaining sub-degree level
   errors in the angular and angular rates estimates at a tracking stage.
   Tracking data are finally used for conflict threat assessment, i.e., to
   get estimates of the distance and time at closest point of approach,
   with mean errors on the former of about 10 m in most encounters when the
   latter falls below 50 s.",AEROSPACE SCIENCE AND TECHNOLOGY,,Article,10.1016/j.ast.2024.108946,,,,"Vitiello, Federica and Causa, Flavia and Opromolla, Roberto and Fasano,
   Giancarmine",,16.0,WOS:001182618400001,,,paper,radar visual fusion with fuse before track strategy for low altitude non cooperative sense and avoid,10.1016/j.ast.2024.108946,https://doi.org/10.1016/j.ast.2024.108946,https://doi.org/10.1016/j.ast.2024.108946,164.665,citations=16; year=2024; risk_terms=2; physical_terms=2; prestige_venue=mandatory_candidate,https://doi.org/10.1016/j.ast.2024.108946,True,200.0,https://linkinghub.elsevier.com/retrieve/pii/S1270963824000798,text/html;charset=UTF-8,
123,,2025,"CNN-GWO-voting \& hybrid: ensemble learning inspired intrusion detection
   approaches for cyber-physical systems","Cyber threats are increasingly dynamic and sophisticated, often
   surpassing the capabilities of conventional intrusion detection systems
   (IDSs). Current IDSs for cyber-physical systems (CPSs) face limitations
   such as high computational complexity, low detection accuracy, and
   elevated false positive rates. To address these challenges, two novel
   IDS approaches inspired by ensemble learning are being proposed. The
   first approach, CNN-GWO-Voting, combines deep learning, evolutionary
   optimization, and ensemble learning to enhance effectiveness. This
   approach introduces a novel hybrid model design with soft voting
   mechanism and a novel fitness function to optimize attribute selection,
   distinguishing it from existing models. In this approach, a
   convolutional neural network (CNN) is used for feature extraction, a
   gray-wolf optimizer (GWO) for the selecting optimal attack relevant
   features, and a soft voting mechanism to blend predictions from four
   base classifiers: random forest, support vector machine (SVM), decision
   tree and XGBoost. Evaluated on the CIC-IoT-2023 dataset, this model
   achieves high accuracy (99.15\%), precision (0.99), recall (0.99),
   F1-score (0.99), FPR (0.008), and FNR (0.008) while selecting only 15 of
   46 features, significantly reducing computational complexity. The second
   approach introduces a hybrid comprehensive ensemble classifier for
   binary classification, utilizing logistic regression, na \& iuml;ve
   bayes, SVM, k-nearest neighbour, and multilayer perceptron as base
   classifiers, with ensemble technique such as voting, stacking, bagging,
   and boosting. On the CIC-IoT-2023 dataset, boosting yielded the best
   results with i.e. accuracy (98.16\%), precision (0.99), recall (0.98),
   and F1-score (0.98). Both proposed approaches not only outperform the
   recent advanced techniques but also introduce significant improvements
   in feature extraction, optimization, and ensemble methodologies tailored
   specifically for the CPSs security.",PROCEEDINGS OF THE INDIAN NATIONAL SCIENCE ACADEMY,,Article,10.1007/s43538-024-00372-0,,,,"Ji, Ram and Kumar, Neerendra and Padha, Devanand",,23.0,WOS:001363254700001,,,paper,cnn gwo voting hybrid ensemble learning inspired intrusion detection approaches for cyber physical systems,10.1007/s43538-024-00372-0,https://doi.org/10.1007/s43538-024-00372-0,https://doi.org/10.1007/s43538-024-00372-0,164.493,citations=23; year=2025; risk_terms=2; physical_terms=1; prestige_venue=mandatory_candidate,https://doi.org/10.1007/s43538-024-00372-0,True,200.0,https://link.springer.com/article/10.1007/s43538-024-00372-0,text/html; charset=utf-8,
124,,2026,"Advancements and prospects in key technologies for robotic pollination
   in greenhouse pepper breeding: a review","Robotic pollination represents a pivotal component of smart agriculture,
   with foundational architectures for target recognition, path planning,
   and motion control having been progressively established. However,
   developing an efficient and robust pollination system that integrates
   perception, decision-making, and execution within real-world scenarios
   remains confronted with complex challenges. This study systematically
   reviews recent advancements in the field and distills the core technical
   issues of greenhouse robotic pollination into three primary domains:
   target detection and pose estimation, end-effector design, and
   pollination strategies combined with motion control. Focusing on the
   visual perception of flowers, actuator architecture, and operational
   tactics, this review synthesizes existing academic findings to evaluate
   the state-of-the-art in flower detection and pose estimation,
   characterize diverse end-effector designs, and analyze the evolutionary
   trajectory of motion control techniques. Specifically, the analysis
   encompasses the impact of detection algorithms on recognition accuracy
   and robustness, the structural classification and performance attributes
   of pollination mechanisms, and the optimization of control strategies.
   Furthermore, the study categorizes global research backgrounds,
   technical methodologies, and paradigmatic system cases, offering a
   critical evaluation of experiences in constructing automated pollination
   systems. Despite these advances, current robotic pollination
   technologies for peppers (chili) face significant bottlenecks
   characterized by immature methods for precise flower detection and pose
   estimation, the need for optimized specialized end-effector designs, and
   insufficient robustness in decision-making systems under dynamic
   environmental conditions. To address these issues, future development
   should prioritize constructing diverse, large-scale flower image and
   pose datasets while developing detection algorithms adaptable to complex
   environments to achieve high-precision identification. Additionally,
   implementing this system requires a hierarchical architecture where
   perception drives adaptive actuation. Deep learning models must localize
   flower targets and assess maturity in real-time, feeding coordinates to
   path planners that generate collision-free trajectories through foliage.
   These trajectories are executed via multimodal motion control,
   synchronizing the rigid manipulator with soft end-effectors. By
   embedding tactile feedback into the machine learning loop, the system
   creates a unified sensorimotor framework. This enables dynamic force
   modulation based on physical resistance, ensuring precise,
   non-destructive pollination tailored to chili plants.",FRONTIERS IN PLANT SCIENCE,,Review,10.3389/fpls.2026.1778541,,,,"Kuang, Minqiu and Li, Xiaojian and Xie, Fangping and Zou, Xuejie and
   Xiang, Yang and Zhang, Yuxuan and Liu, Dawei and Zou, Xiangjun and Li,
   Xu",,3.0,WOS:001713144400001,,,paper,advancements and prospects in key technologies for robotic pollination in greenhouse pepper breeding a review,10.3389/fpls.2026.1778541,https://doi.org/10.3389/fpls.2026.1778541,https://doi.org/10.3389/fpls.2026.1778541,164.408,citations=3; year=2026; risk_terms=2; physical_terms=7; prestige_venue=mandatory_candidate,https://doi.org/10.3389/fpls.2026.1778541,True,200.0,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2026.1778541/full,text/html;charset=utf-8,
125,,2025,"Gas pipeline leakage detection based on multiple multimodal deep feature
   selections and optimized deep forest classifier","Gas pipeline leaks contribute to one-third of methane emissions
   annually, posing environmental damage and safety risks. However,
   accurate and timely detection of the leak presents several challenges,
   including remote and inaccessible environments, low accuracy and
   efficiency, and high hardware and labor costs. To address these
   challenges, we propose a gas pipeline leakage detection architecture
   based on multiple multimodal deep feature selections and the optimized
   Improved Deep Forest Classifier (IDFC). First, the multimodal data,
   thermal images and gas sensor data, are pre-processed. Then a deep
   feature pool is constructed using the selected Convolutional Neural
   Network (CNN) models, including AlexNet, ResNet-50, MobileNet, VggNet,
   and EfficientNet, as well as their inner layers. Aided by the heatmaps
   created using Gradient-weighted Class Activation Mapping (Grad-CAM), a
   visualization-based primary feature selection is applied to determine
   the best features to form an initial CNN pool. The output of the
   flattened features from this CNN pool is then fed into the IDFC for
   classification. Hyperparameters of the base learners are then selected
   for an explainable and enhanced diversity tree-structured deep forest
   classifier, using the selected multimodal features as inputs. Finally,
   the Accuracy-Size Comprehensive Indicator (ASCI) is introduced for the
   secondary feature selection and the optimized deep forest classifier
   construction, which balances the model accuracy and size and reduces
   hardware resource requirements. Using the simulated testing dataset
   created for this research, our architecture demonstrated superior
   accuracy (98.9\%) and deployability with its lower model size (115 MB).
   This lightweight AI architecture is successfully deployed on a soft
   robotic system for real-time gas leak detection. Our proposed
   architecture is also extensible to other environmental hazard detection
   situations, such as liquid leaks in the pipelines.",FRONTIERS IN ENVIRONMENTAL SCIENCE,,Article,10.3389/fenvs.2025.1569621,,,,"Zhang, Eddie and Zhang, Evan",,3.0,WOS:001488149100001,,,paper,gas pipeline leakage detection based on multiple multimodal deep feature selections and optimized deep forest classifier,10.3389/fenvs.2025.1569621,https://doi.org/10.3389/fenvs.2025.1569621,https://doi.org/10.3389/fenvs.2025.1569621,164.408,citations=3; year=2025; risk_terms=5; physical_terms=3; prestige_venue=mandatory_candidate,https://doi.org/10.3389/fenvs.2025.1569621,True,200.0,https://www.frontiersin.org/journals/environmental-science/articles/10.3389/fenvs.2025.1569621/full,text/html;charset=utf-8,
