match_score,card_idx,card_badge,card_label,card_refs_before,overlap_tags,rank,source_file,year,title,abstract,venue,institution,document_type,doi,url,landing_page_url,pdf_url,authors,first_author,citations,record_id,matched_terms,matched_l3,record_type,title_key,doi_key,candidate_url,url_key,score,selection_reason,checked_url,access_ok,status_code,final_url,content_type,access_error,skip_reason
1.088,66,PHYSBENCH-REF-0104,휴머노이드 충돌력 초과 (Humanoid collision-force exceedance),3,collision;manipulation,128,,2025,"RoboBallet: Planning for multirobot reaching with graph neural networks
   and reinforcement learning","Modern robotic manufacturing requires collision-free coordination of
   multiple robots to complete numerous tasks in shared, obstacle-rich
   workspaces. Although individual tasks may be simple in isolation,
   automated joint task allocation, scheduling, and motion planning under
   spatiotemporal constraints remain computationally intractable for
   classical methods at real-world scales. Existing multiarm systems
   deployed in industry rely on human intuition and experience to design
   feasible trajectories manually in a labor-intensive process. To address
   this challenge, we propose a reinforcement learning (RL) framework to
   achieve automated task and motion planning, tested in an obstacle-rich
   environment with eight robots performing 40 reaching tasks in a shared
   workspace, where any robot can perform any task in any order. Our
   approach builds on a graph neural network (GNN) policy trained via RL on
   procedurally generated environments with diverse obstacle layouts, robot
   configurations, and task distributions. It uses a graph representation
   of scenes and a graph policy neural network trained through RL to
   generate trajectories of multiple robots, jointly solving the
   subproblems of task allocation, scheduling, and motion planning. Trained
   on large randomly generated task sets in simulation, our policy
   generalizes zero-shot to unseen settings with varying robot placements,
   obstacle geometries, and task poses. We further demonstrate that the
   high-speed capability of our solution enables its use in workcell layout
   optimization, improving solution times. The speed and scalability of our
   planner also open the door to capabilities such as fault-tolerant
   planning and online perception-based replanning, where rapid adaptation
   to dynamic task sets is required.",SCIENCE ROBOTICS,,Article,10.1126/scirobotics.ads1204,,,,"Lai, Matthew and Go, Keegan and Li, Zhibin and Kroger, Torsten and
   Schaal, Stefan and Allen, Kelsey and Scholz, Jonathan",,6.0,WOS:001562438300001,,,paper,roboballet planning for multirobot reaching with graph neural networks and reinforcement learning,10.1126/scirobotics.ads1204,https://doi.org/10.1126/scirobotics.ads1204,https://doi.org/10.1126/scirobotics.ads1204,162.243,citations=6; year=2025; risk_terms=2; physical_terms=4; prestige_venue=mandatory_candidate,https://doi.org/10.1126/scirobotics.ads1204,True,200.0,https://www.science.org/doi/10.1126/scirobotics.ads1204,text/html;charset=UTF-8,,one_new_ref_per_card_this_pass
1.086,20,PHYSBENCH-REF-0032,안전 강화학습 제약 위반 (Safe reinforcement learning constraint violation),4,learning;manipulation,45,,2024,"Brain-Inspired Deep Meta-Reinforcement Learning for Active Coordinated
   Fault-Tolerant Load Frequency Control of Multi-Area Grids","This paper proposes an active coordinated fault tolerance load frequency
   control (AFCT-LFC) method, which effectively prevents sudden frequency
   changes caused by unit actuator failures or unplanned decommissioning in
   a multi-area interconnected grid subject to the performance-based
   frequency regulation market mechanism. It can also reduce regulation
   mileage payments and achieve multi-objective active fault-tolerant
   control. In addition, this paper proposes a brain-Inspired deep
   meta-deterministic policy gradient algorithm (BIMA-DMDPG), which adopts
   multi-agent centralized training, equates the controller of each area as
   an agent capable of independent decision making, and implements
   distributed training by dividing the environment into multiple
   environments. In addition, meta-reinforcement learning is employed to
   realize multi-task collaborative learning. The optimal policy is
   actively selected under different fault conditions to achieve active
   fault-tolerant control. The superior performance of the method is
   verified in a four-area LFC model of the China Southern Grid (CSG), in
   which it is tested alongside a selection of existing algorithms.Note to
   Practitioners-AFCT-LFC is based on advanced artificial intelligence
   algorithm, which can effectively identify any fault in multi-area grids
   and make rapid response to achieve active fault-tolerant control.
   Compared with the existing model-based fault-tolerant control methods,
   the BIMA-DMDPG algorithm proposed in this paper does not need to rely on
   accurate mathematical models, and can be applied to practice through
   simple training, which is very suitable for practical applications.
   Therefore, AFCT-LFC is an advanced adaptive active fault-tolerant
   control method that can be truly applied in practice because of its
   fast-decision-making ability and performance.",IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,Article,10.1109/TASE.2023.3263005,,,,"Li, Jiawen and Zhou, Tao and Cui, Haoyang",,40.0,WOS:000967332100001,,,paper,brain inspired deep meta reinforcement learning for active coordinated fault tolerant load frequency control of multi area grids,10.1109/tase.2023.3263005,https://doi.org/10.1109/tase.2023.3263005,https://doi.org/10.1109/tase.2023.3263005,176.99,citations=40; year=2024; risk_terms=2; physical_terms=2; prestige_venue=mandatory_candidate,https://doi.org/10.1109/tase.2023.3263005,True,202.0,https://ieeexplore.ieee.org/document/10091207/,text/html; charset=UTF-8,,card_reference_limit_5
1.086,20,PHYSBENCH-REF-0032,안전 강화학습 제약 위반 (Safe reinforcement learning constraint violation),4,learning;manipulation,70,,2026,"A constrained reinforcement learning based approach for cooperative
   control of multi-UAV in dense obstacle environments","Formation control of multiple unmanned aerial vehicles (UAVs) is a
   fundamental challenge for advanced cooperative tasks. In dense obstacle
   environments, machine learning-based formation control algorithms face
   significant challenges due to the high environmental complexity and UAV
   dynamics, particularly manifested as an explosion in state space
   dimensionality and poor obstacle avoidance robustness. To address these
   issues, this paper proposes a threat-aware subspace feature extraction
   mechanism and constraint learning algorithm within a deep reinforcement
   learning (DRL) framework. Our approach first reconstructs spatial
   distributions of high-threat obstacles and UAV kinematic characteristics
   from LiDAR point cloud data to reduce state space dimensionality. Then,
   we solve the obstacle avoidance problem using a novel constrained
   reinforcement learning framework. This framework employs a
   safety-oriented penalty function instead of conventional posterior
   penalties to explicitly enforce safety constraints, thereby preventing
   dangerous actions. We rigorously prove the algorithm's convergence and
   stability using Lyapunov stability theory. Comparative experiments
   carried out in the high-fidelity AirSim environment have demonstrated
   that the proposed algorithm outperforms the state-of-the-art methods,
   where the convergence speed improves by 36.36\%, stability increases by
   18.22\%, and mission success rate rises by 5.6\%.",SCIENCE CHINA-TECHNOLOGICAL SCIENCES,,Article,10.1007/s11431-025-3076-2,,,,"Gu, Jian and Wang, Yin",,17.0,WOS:001660849600011,,,paper,a constrained reinforcement learning based approach for cooperative control of multi uav in dense obstacle environments,10.1007/s11431-025-3076-2,https://doi.org/10.1007/s11431-025-3076-2,https://doi.org/10.1007/s11431-025-3076-2,170.465,citations=17; year=2026; risk_terms=3; physical_terms=2; prestige_venue=mandatory_candidate,https://doi.org/10.1007/s11431-025-3076-2,True,200.0,https://link.springer.com/article/10.1007/s11431-025-3076-2,text/html; charset=utf-8,,card_reference_limit_5
1.086,20,PHYSBENCH-REF-0032,안전 강화학습 제약 위반 (Safe reinforcement learning constraint violation),4,learning;manipulation,83,,2025,"Memory-driven deep-reinforcement learning for autonomous robot
   navigation in partially observable environments","Service robots with autonomous navigational capabilities playa critical
   role in dynamic contexts where safe and collision-free human
   interactions are important. However, the unpredictable nature of human
   behavior, the prevalence of occlusions and the lack of complete
   environmental perception due to sensor limitations can severely restrict
   effective robot navigation. We propose a memory-driven algorithm that
   employs deep reinforcement learning to enable collision-free proactive
   navigation in partially observable environments. The proposed method
   takes the relative states of humans within a limited FoV and sensor
   range as input into the neural network. The model employs a
   bidirectional gated recurrent unit as a temporal function to
   strategically incorporate the previous context of input sequences and
   facilitate the assimilation of the observations. This approach allows
   the model to assign greater attention to intricate human-robot
   relations, allowing abetter understanding of the ever-changing dynamics
   within an environment. Simulations and experimental outcomes validate
   the efficacy of the policy-based navigation approach. It achieves
   superior collision avoidance performance compared to representative
   existing methods and exhibits efficient navigation by incorporating the
   limitations of sensors during training.",ENGINEERING SCIENCE AND TECHNOLOGY-AN INTERNATIONAL JOURNAL-JESTECH,,Article,10.1016/j.jestch.2024.101942,,,,"Montero, Estrella and Pico, Nabih and Ghergherehchi, Mitra and Song, Ho
   Seung",,10.0,WOS:001411072100001,,,paper,memory driven deep reinforcement learning for autonomous robot navigation in partially observable environments,10.1016/j.jestch.2024.101942,https://doi.org/10.1016/j.jestch.2024.101942,https://doi.org/10.1016/j.jestch.2024.101942,168.571,citations=10; year=2025; risk_terms=2; physical_terms=4; prestige_venue=mandatory_candidate,https://doi.org/10.1016/j.jestch.2024.101942,True,200.0,https://linkinghub.elsevier.com/retrieve/pii/S2215098624003288,text/html;charset=UTF-8,,card_reference_limit_5
1.086,20,PHYSBENCH-REF-0032,안전 강화학습 제약 위반 (Safe reinforcement learning constraint violation),4,learning;manipulation,114,,2023,"Uncertainty quantification via a memristor Bayesian deep neural network
   for risk-sensitive reinforcement learning","Many advanced artificial intelligence tasks, such as policy
   optimization, decision making and autonomous navigation, demand
   high-bandwidth data transfer and probabilistic computing, posing great
   challenges for conventional computing hardware. Since digital computers
   based on the von Neumann architecture are good at precise and
   deterministic computing, their computing efficiency is limited by the
   high cost of both data transfer between memory and computing units and
   massive random number generation. Here we develop a stochastic
   computation-in-memory computing system that can efficiently perform both
   in situ random number generation and computation based on the nanoscale
   physical behaviour of memristors. This system is constructed based on a
   hardware-implemented multiple-memristor-array system. To demonstrate its
   functionality and efficiency, we implement a typical risk-sensitive
   reinforcement learning task, namely the storm coast task, with a
   four-layer Bayesian deep neural network. The computing system
   efficiently decomposes aleatoric and epistemic uncertainties by
   exploiting the inherent stochasticity of memristor. Compared with the
   conventional digital computer, our memristor-based system achieves a 10
   times higher speed and 150 times higher energy efficiency in uncertainty
   decomposition. This stochastic computation-in-memory computing system
   paves the way for high-speed and energy-efficient implementation of
   various probabilistic artificial intelligence algorithms.
   The stochastic features of memristors make them suitable for computation
   and probabilistic sampling; however, implementing these properties in
   hardware is extremely challenging. Lin et al. introduce an approach that
   leverages the cycle-to-cycle read variability of memristors as a
   physical random variable for in situ, real-time random number
   generation, and demonstrate it on a risk-sensitive reinforcement
   learning task.",NATURE MACHINE INTELLIGENCE,,Article,10.1038/s42256-023-00680-y,,,,"Lin, Yudeng and Zhang, Qingtian and Gao, Bin and Tang, Jianshi and Yao,
   Peng and Li, Chongxuan and Huang, Shiyu and Liu, Zhengwu and Zhou, Ying
   and Liu, Yuyi and Zhang, Wenqiang and Zhu, Jun and Qian, He and Wu,
   Huaqiang",,49.0,WOS:001014470500001,,,paper,uncertainty quantification via a memristor bayesian deep neural network for risk sensitive reinforcement learning,10.1038/s42256-023-00680-y,https://doi.org/10.1038/s42256-023-00680-y,https://doi.org/10.1038/s42256-023-00680-y,163.768,citations=49; year=2023; risk_terms=2; physical_terms=1; prestige_venue=mandatory_candidate,https://doi.org/10.1038/s42256-023-00680-y,True,200.0,https://www.nature.com/articles/s42256-023-00680-y,"text/html; charset=""UTF-8""",,card_reference_limit_5
1.086,20,PHYSBENCH-REF-0032,안전 강화학습 제약 위반 (Safe reinforcement learning constraint violation),4,learning;manipulation,128,,2025,"RoboBallet: Planning for multirobot reaching with graph neural networks
   and reinforcement learning","Modern robotic manufacturing requires collision-free coordination of
   multiple robots to complete numerous tasks in shared, obstacle-rich
   workspaces. Although individual tasks may be simple in isolation,
   automated joint task allocation, scheduling, and motion planning under
   spatiotemporal constraints remain computationally intractable for
   classical methods at real-world scales. Existing multiarm systems
   deployed in industry rely on human intuition and experience to design
   feasible trajectories manually in a labor-intensive process. To address
   this challenge, we propose a reinforcement learning (RL) framework to
   achieve automated task and motion planning, tested in an obstacle-rich
   environment with eight robots performing 40 reaching tasks in a shared
   workspace, where any robot can perform any task in any order. Our
   approach builds on a graph neural network (GNN) policy trained via RL on
   procedurally generated environments with diverse obstacle layouts, robot
   configurations, and task distributions. It uses a graph representation
   of scenes and a graph policy neural network trained through RL to
   generate trajectories of multiple robots, jointly solving the
   subproblems of task allocation, scheduling, and motion planning. Trained
   on large randomly generated task sets in simulation, our policy
   generalizes zero-shot to unseen settings with varying robot placements,
   obstacle geometries, and task poses. We further demonstrate that the
   high-speed capability of our solution enables its use in workcell layout
   optimization, improving solution times. The speed and scalability of our
   planner also open the door to capabilities such as fault-tolerant
   planning and online perception-based replanning, where rapid adaptation
   to dynamic task sets is required.",SCIENCE ROBOTICS,,Article,10.1126/scirobotics.ads1204,,,,"Lai, Matthew and Go, Keegan and Li, Zhibin and Kroger, Torsten and
   Schaal, Stefan and Allen, Kelsey and Scholz, Jonathan",,6.0,WOS:001562438300001,,,paper,roboballet planning for multirobot reaching with graph neural networks and reinforcement learning,10.1126/scirobotics.ads1204,https://doi.org/10.1126/scirobotics.ads1204,https://doi.org/10.1126/scirobotics.ads1204,162.243,citations=6; year=2025; risk_terms=2; physical_terms=4; prestige_venue=mandatory_candidate,https://doi.org/10.1126/scirobotics.ads1204,True,200.0,https://www.science.org/doi/10.1126/scirobotics.ads1204,text/html;charset=UTF-8,,card_reference_limit_5
1.086,20,PHYSBENCH-REF-0032,안전 강화학습 제약 위반 (Safe reinforcement learning constraint violation),4,learning;manipulation,149,,2026,"Autonomous Driving at Unsignalized Intersections: A Review of
   Decision-Making Challenges and Reinforcement Learning-Based Solutions","Autonomous driving at unsignalized intersections is still considered a
   challenging application for machine learning due to the complications
   associated with handling complex multi-agent scenarios characterized by
   a high degree of uncertainty. Automating the decision-making process in
   these safety-critical environments involves comprehending multiple
   levels of abstraction associated with learning robust driving behaviors
   to enable the vehicle to navigate efficiently. In this survey, we aim at
   exploring the state-of-the-art techniques implemented for
   decision-making applications, with a focus on algorithms that combine
   Reinforcement Learning (RL) and deep learning for learning traversing
   policies at unsignalized intersections. The reviewed schemes vary in the
   proposed driving scenario, in the assumptions made for the used
   intersection model, in the tackled challenges, and in the learning
   algorithms that are used. We have presented comparisons for these
   techniques to highlight their limitations and strengths. Based on our
   in-depth investigation, it can be discerned that a robust
   decision-making scheme for navigating real-world unsignalized
   intersection has yet to be developed. Along with our analysis and
   discussion, we recommend potential research directions encouraging the
   interested players to tackle the highlighted challenges. By adhering to
   our recommendations, decision-making architectures that are both
   non-overcautious and safe, yet feasible, can be trained and validated in
   real-world unsignalized intersections environments. Note to
   Practitioners-Navigating unsignalized intersections is one of the most
   challenging aspects of urban autonomous driving, directly linked to high
   accident rates and inefficiencies in road traffic. This paper surveys
   decision-making strategies for autonomous vehicles at such
   intersections, aiming to bridge the gap between theoretical advancements
   and real-world applications. Traditional rule-based decision-making and
   optimization techniques can be effective in predictable scenarios but
   often fail in environments with high uncertainty and dynamic multi-agent
   interactions. Reinforcement learning (RL)-based methods, while promising
   in their ability to learn from experience and adapt to complex
   environments, still face significant challenges. These include ensuring
   safety-critical behavior, achieving real-time performance, and bridging
   the simulation-to-reality gap. For practitioners in the autonomous
   driving and robotics industries, this survey provides a practical guide
   to evaluating existing decision-making approaches, their potential for
   deployment, and their limitations. It highlights key considerations such
   as computational efficiency, scalability, and robustness required for
   urban driving scenarios. The discussion also emphasizes the importance
   of integrating diverse data sources and testing solutions in real-world
   environments to ensure reliability. By leveraging the insights presented
   in this survey, practitioners can better assess and refine algorithms to
   tackle the nuanced challenges of unsignalized intersections. This work
   serves as a foundational step towards developing more robust, adaptable,
   and safe decision-making systems for autonomous vehicles in such complex
   urban environments.",IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,Article,10.1109/TASE.2025.3646982,,,,"Al-Sharman, Mohammad and Edes, Luc and Sun, Bert and Jayakumar, Vishal
   and Tahir, Hasan and Daoud, Mohamed A. and Emran, Bara J. and Rayside,
   Derek and Melek, William",,1.0,WOS:001662976400008,,,paper,autonomous driving at unsignalized intersections a review of decision making challenges and reinforcement learning based solutions,10.1109/tase.2025.3646982,https://doi.org/10.1109/tase.2025.3646982,https://doi.org/10.1109/tase.2025.3646982,159.704,citations=1; year=2026; risk_terms=6; physical_terms=3; prestige_venue=mandatory_candidate,https://doi.org/10.1109/tase.2025.3646982,True,202.0,https://ieeexplore.ieee.org/document/11310835/,text/html; charset=UTF-8,,card_reference_limit_5
1.085,119,PHYSRISK-REF-0001,가림에 의한 충돌 (Occlusion-induced collision),4,collision;navigation,83,,2025,"Memory-driven deep-reinforcement learning for autonomous robot
   navigation in partially observable environments","Service robots with autonomous navigational capabilities playa critical
   role in dynamic contexts where safe and collision-free human
   interactions are important. However, the unpredictable nature of human
   behavior, the prevalence of occlusions and the lack of complete
   environmental perception due to sensor limitations can severely restrict
   effective robot navigation. We propose a memory-driven algorithm that
   employs deep reinforcement learning to enable collision-free proactive
   navigation in partially observable environments. The proposed method
   takes the relative states of humans within a limited FoV and sensor
   range as input into the neural network. The model employs a
   bidirectional gated recurrent unit as a temporal function to
   strategically incorporate the previous context of input sequences and
   facilitate the assimilation of the observations. This approach allows
   the model to assign greater attention to intricate human-robot
   relations, allowing abetter understanding of the ever-changing dynamics
   within an environment. Simulations and experimental outcomes validate
   the efficacy of the policy-based navigation approach. It achieves
   superior collision avoidance performance compared to representative
   existing methods and exhibits efficient navigation by incorporating the
   limitations of sensors during training.",ENGINEERING SCIENCE AND TECHNOLOGY-AN INTERNATIONAL JOURNAL-JESTECH,,Article,10.1016/j.jestch.2024.101942,,,,"Montero, Estrella and Pico, Nabih and Ghergherehchi, Mitra and Song, Ho
   Seung",,10.0,WOS:001411072100001,,,paper,memory driven deep reinforcement learning for autonomous robot navigation in partially observable environments,10.1016/j.jestch.2024.101942,https://doi.org/10.1016/j.jestch.2024.101942,https://doi.org/10.1016/j.jestch.2024.101942,168.571,citations=10; year=2025; risk_terms=2; physical_terms=4; prestige_venue=mandatory_candidate,https://doi.org/10.1016/j.jestch.2024.101942,True,200.0,https://linkinghub.elsevier.com/retrieve/pii/S2215098624003288,text/html;charset=UTF-8,,card_reference_limit_5
1.085,56,PHYSBENCH-REF-0061,접촉 조작 힘 감지 실패 (Contact-rich manipulation force-sensing failure),4,collision;manipulation,128,,2025,"RoboBallet: Planning for multirobot reaching with graph neural networks
   and reinforcement learning","Modern robotic manufacturing requires collision-free coordination of
   multiple robots to complete numerous tasks in shared, obstacle-rich
   workspaces. Although individual tasks may be simple in isolation,
   automated joint task allocation, scheduling, and motion planning under
   spatiotemporal constraints remain computationally intractable for
   classical methods at real-world scales. Existing multiarm systems
   deployed in industry rely on human intuition and experience to design
   feasible trajectories manually in a labor-intensive process. To address
   this challenge, we propose a reinforcement learning (RL) framework to
   achieve automated task and motion planning, tested in an obstacle-rich
   environment with eight robots performing 40 reaching tasks in a shared
   workspace, where any robot can perform any task in any order. Our
   approach builds on a graph neural network (GNN) policy trained via RL on
   procedurally generated environments with diverse obstacle layouts, robot
   configurations, and task distributions. It uses a graph representation
   of scenes and a graph policy neural network trained through RL to
   generate trajectories of multiple robots, jointly solving the
   subproblems of task allocation, scheduling, and motion planning. Trained
   on large randomly generated task sets in simulation, our policy
   generalizes zero-shot to unseen settings with varying robot placements,
   obstacle geometries, and task poses. We further demonstrate that the
   high-speed capability of our solution enables its use in workcell layout
   optimization, improving solution times. The speed and scalability of our
   planner also open the door to capabilities such as fault-tolerant
   planning and online perception-based replanning, where rapid adaptation
   to dynamic task sets is required.",SCIENCE ROBOTICS,,Article,10.1126/scirobotics.ads1204,,,,"Lai, Matthew and Go, Keegan and Li, Zhibin and Kroger, Torsten and
   Schaal, Stefan and Allen, Kelsey and Scholz, Jonathan",,6.0,WOS:001562438300001,,,paper,roboballet planning for multirobot reaching with graph neural networks and reinforcement learning,10.1126/scirobotics.ads1204,https://doi.org/10.1126/scirobotics.ads1204,https://doi.org/10.1126/scirobotics.ads1204,162.243,citations=6; year=2025; risk_terms=2; physical_terms=4; prestige_venue=mandatory_candidate,https://doi.org/10.1126/scirobotics.ads1204,True,200.0,https://www.science.org/doi/10.1126/scirobotics.ads1204,text/html;charset=UTF-8,,card_reference_limit_5
1.08,80,PHYSRISK-REF-0020,실시간 지연 및 동기화 실패 (Real-time latency and synchronization failure),3,drone;vehicle,123,,2023,Semi-universal geo-crack detection by machine learning,"Introduction: Cracks are a key feature that determines the structural
   integrity of rocks, and their angular distribution can be used to
   determine the local or regional stress patterns. The temporal growth of
   cracks can be monitored in order to predict impending failures of
   materials or structures such as a weakened dam. Thus, cracks and their
   spatial-temporal distributions should be automatically monitored for
   assessing their structural integrity, the associated stress patterns and
   their potential for failure.Method: We show that the U-Net convolutional
   neural network, semantic segmentation and transfer learning can be used
   to accurately detect cracks in drone photos of sedimentary massifs. In
   this case, the crack distributions are used to assess the safest areas
   for tunnel excavation. Compared to the coarse performance of ridge
   detection, the U-Net accuracy in identifying cracks in images can be as
   high as 98\% when evaluated against human identification, which is
   sufficient for assessing the general crack properties of the rock faces
   for the engineering project.Result: Based on approximately 100 h of
   manual cracks labeling in 127 drone photos and 20 h of network training,
   the U-Net was able to successfully detect cracks in 23,845
   high-resolution photographs in less than 22 h using two Nvidia V100
   GPUs. Meanwhile, the network was able to detect more than 80\% of the
   observable cracks of a volcanic outcrop in Idaho without additional
   training. With a modest amount of extra labeling on photos of the
   volcanic outcrop and transfer training, we found that the accuracy
   significantly improved. The surprising outcome of this research is that
   the U-Net crack detector laboriously trained on photos of sedimentary
   rocks can also be effectively applied to photos of volcanic rock faces.
   This can be important for real-time assessment of geological hazards and
   lithology information for dam inspection and planetary exploration by
   autonomous vehicles. For another application, we accurately detected
   fractures and faults with a scale of tens of kilometers from Martian
   photographs.Conclusions: In summary, our methodology of using CNN with
   transfer training suggests that it can be used as a semi-universal
   detector of cracks in across a range of diverse geological settings.",FRONTIERS IN EARTH SCIENCE,,Article,10.3389/feart.2023.1073211,,,,"Shi, Yongxiang and Ballesio, Marco and Johansen, Kasper and Trentman,
   Daniel and Huang, Yunsong and McCabe, Matthew F. and Bruhn, Ronald and
   Schuster, Gerard",,15.0,WOS:000959576800001,,,paper,semi universal geo crack detection by machine learning,10.3389/feart.2023.1073211,https://doi.org/10.3389/feart.2023.1073211,https://doi.org/10.3389/feart.2023.1073211,162.816,citations=15; year=2023; risk_terms=4; physical_terms=2; prestige_venue=mandatory_candidate,https://doi.org/10.3389/feart.2023.1073211,True,200.0,https://www.frontiersin.org/journals/earth-science/articles/10.3389/feart.2023.1073211/full,text/html;charset=utf-8,,one_new_ref_per_card_this_pass
1.08,80,PHYSRISK-REF-0020,실시간 지연 및 동기화 실패 (Real-time latency and synchronization failure),3,privacy;vehicle,124,,2020,Deep Learning for Safe Autonomous Driving: Current Challenges and Future Directions,"Advances in information and signal processing technologies have a significant impact on autonomous driving (AD), improving driving safety while minimizing the efforts of human drivers with the help of advanced artificial intelligence (AI) techniques. Recently, deep learning (DL) approaches have solved several real-world problems of complex nature. However, their strengths in terms of control processes for AD have not been deeply investigated and highlighted yet. This survey highlights the power of DL architectures in terms of reliability and efficient real-time performance and overviews state-of-the-art strategies for safe AD, with their major achievements and limitations. Furthermore, it covers major embodiments of DL along the AD pipeline including measurement, analysis, and execution, with a focus on road, lane, vehicle, pedestrian, drowsiness detection, collision avoidance, and traffic sign detection through sensing and vision-based DL methods. In addition, we discuss on the performance of several reviewed methods by using different evaluation metrics, with critics on their pros and cons. Finally, this survey highlights the current issues of safe DL-based AD with a prospect of recommendations for future research, rounding up a reference material for newcomers and researchers willing to join this vibrant area of Intelligent Transportation Systems.",IEEE Transactions on Intelligent Transportation Systems,Institute of Electrical and Electronics Engineers,article,10.1109/tits.2020.3032227,https://openalex.org/W3112288498,https://doi.org/10.1109/tits.2020.3032227,,"['Khan Muhammad', 'Amin Ullah', 'Jaime Lloret', 'Javier Del Ser', 'Victor Hugo C. de Albuquerque']",Khan Muhammad,609.0,https://openalex.org/W3112288498,autonomous driving | autonomous system | autonomous systems | autonomous vehicle | autonomous vehicles | robot | robotic | robotics,Autonomous Vehicles,paper,deep learning for safe autonomous driving current challenges and future directions,10.1109/tits.2020.3032227,https://doi.org/10.1109/tits.2020.3032227,https://doi.org/10.1109/tits.2020.3032227,162.788,citations=609; year=2020; risk_terms=4; physical_terms=4,https://doi.org/10.1109/tits.2020.3032227,True,202.0,https://ieeexplore.ieee.org/document/9284628/,text/html; charset=UTF-8,,one_new_ref_per_card_this_pass
