respondent_id,assignment_block,source_format,file,display_id,card_id,candidate_a,candidate_b,reference_assignment,selected,confidence,comment,agreement,ref_recovered
R-ea6ca044ebf8,A12,json,R-ea6ca044ebf8_65f5508f-7984-412b-80ca-cd2fe0e337c9.json,V096,PHYSBENCH-REF-0022,I3.1,I3.4,I3.1,I3.4,4,,0,False
R-ea6ca044ebf8,A12,json,R-ea6ca044ebf8_65f5508f-7984-412b-80ca-cd2fe0e337c9.json,V071,PHYSBENCH-REF-0103,P3.1,P3.4,P3.4,P3.4,3,,1,False
R-ea6ca044ebf8,A12,json,R-ea6ca044ebf8_65f5508f-7984-412b-80ca-cd2fe0e337c9.json,V005,PHYSBENCH-REF-0035,P3.1,P3.2,P3.1,P3.1,3,,1,False
R-ea6ca044ebf8,A12,json,R-ea6ca044ebf8_65f5508f-7984-412b-80ca-cd2fe0e337c9.json,V047,PHYSBENCH-REF-0083,P3.2,P3.5,P3.2,P3.2,4,,1,False
R-ea6ca044ebf8,A12,json,R-ea6ca044ebf8_65f5508f-7984-412b-80ca-cd2fe0e337c9.json,V131,PHYSRISK-REF-0033,I3.7,I3.6,I3.6,I3.6,4,,1,False
R-ea6ca044ebf8,A12,json,R-ea6ca044ebf8_65f5508f-7984-412b-80ca-cd2fe0e337c9.json,V143,PHYSRISK-REF-0025,I3.8,I3.7,I3.7,I3.7,4,,1,False
R-ea6ca044ebf8,A12,json,R-ea6ca044ebf8_65f5508f-7984-412b-80ca-cd2fe0e337c9.json,V119,PHYSBENCH-REF-0091,I3.4,I3.5,I3.5,I3.4,4,,0,False
R-ea6ca044ebf8,A12,json,R-ea6ca044ebf8_65f5508f-7984-412b-80ca-cd2fe0e337c9.json,V045,PHYSBENCH-REF-0079,P3.2,P3.5,P3.2,P3.2,4,,1,False
R-ea6ca044ebf8,A12,json,R-ea6ca044ebf8_65f5508f-7984-412b-80ca-cd2fe0e337c9.json,V150,PHYSCONN-REF-003,I3.9,I3.6,I3.9,I3.9,4,,1,False
R-ea6ca044ebf8,A12,json,R-ea6ca044ebf8_65f5508f-7984-412b-80ca-cd2fe0e337c9.json,V114,PHYSBENCH-REF-0002,I3.4,I3.6,I3.4,I3.6,4,,0,False
R-ea6ca044ebf8,A12,json,R-ea6ca044ebf8_65f5508f-7984-412b-80ca-cd2fe0e337c9.json,V012,PHYSBENCH-REF-0057,P3.5,P3.1,P3.1,P3.5,4,,0,False
R-ea6ca044ebf8,A12,json,R-ea6ca044ebf8_65f5508f-7984-412b-80ca-cd2fe0e337c9.json,V077,PHYSBENCH-REF-0036,P3.4,P3.5,P3.4,P3.4,3,,1,False
R-ea6ca044ebf8,A12,json,R-ea6ca044ebf8_65f5508f-7984-412b-80ca-cd2fe0e337c9.json,V089,PHYSRISK-REF-0015,P3.5,P3.1,P3.5,P3.5,4,,1,False
R-ea6ca044ebf8,A12,json,R-ea6ca044ebf8_65f5508f-7984-412b-80ca-cd2fe0e337c9.json,V082,PHYSRISK-REF-0018,P3.5,P3.2,P3.5,P3.5,3,,1,False
R-ea6ca044ebf8,A12,json,R-ea6ca044ebf8_65f5508f-7984-412b-80ca-cd2fe0e337c9.json,V016,PHYSBENCH-REF-0071,P3.5,P3.1,P3.1,P3.5,3,,0,False
R-ea6ca044ebf8,A12,json,R-ea6ca044ebf8_65f5508f-7984-412b-80ca-cd2fe0e337c9.json,V140,PHYSBENCH-REF-0112,I3.8,I3.7,I3.7,I3.7,4,,1,False
R-ea6ca044ebf8,A12,json,R-ea6ca044ebf8_65f5508f-7984-412b-80ca-cd2fe0e337c9.json,V174,PHYSKR-REF-016,S3.4,S3.6,S3.6,S3.6,4,,1,False
R-ea6ca044ebf8,A12,json,R-ea6ca044ebf8_65f5508f-7984-412b-80ca-cd2fe0e337c9.json,V108,PHYSRISK-REF-0030,I3.1,I3.2,I3.1,I3.2,4,,0,False
R-ea6ca044ebf8,A12,json,R-ea6ca044ebf8_65f5508f-7984-412b-80ca-cd2fe0e337c9.json,V094,PHYSBENCH-REF-0019,I3.3,I3.1,I3.1,I3.1,4,,1,False
R-ea6ca044ebf8,A12,json,R-ea6ca044ebf8_65f5508f-7984-412b-80ca-cd2fe0e337c9.json,V034,PHYSBENCH-REF-0027,P3.3,P3.2,P3.2,P3.2,4,,1,False
R-ea6ca044ebf8,A12,json,R-ea6ca044ebf8_65f5508f-7984-412b-80ca-cd2fe0e337c9.json,V033,PHYSBENCH-REF-0026,P3.1,P3.2,P3.2,P3.1,4,,0,False
R-ea6ca044ebf8,A12,json,R-ea6ca044ebf8_65f5508f-7984-412b-80ca-cd2fe0e337c9.json,V178,PHYSRISK-REF-0047,S3.8,S3.5,S3.8,S3.8,3,,1,False
R-ea6ca044ebf8,A12,json,R-ea6ca044ebf8_65f5508f-7984-412b-80ca-cd2fe0e337c9.json,V161,PHYSRISK-REF-0054,S3.4,S3.3,S3.4,S3.3,4,,0,False
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V091,PHYSBENCH-REF-0082,P3.5,P3.2,P3.5,P3.5,5,,1,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V136,PHYSBENCH-REF-0047,I3.10,I3.7,I3.7,I3.7,4,,1,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V161,PHYSRISK-REF-0054,S3.3,S3.4,S3.4,S3.3,4,,0,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V043,PHYSBENCH-REF-0069,P3.1,P3.2,P3.2,P3.2,4,,1,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V143,PHYSRISK-REF-0025,I3.8,I3.7,I3.7,I3.7,4,,1,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V075,PHYSCONN-REF-008,P3.1,P3.4,P3.4,P3.4,4,,1,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V118,PHYSBENCH-REF-0089,I3.4,I3.5,I3.5,I3.5,4,,1,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V147,PHYSBENCH-REF-0096,I3.8,I3.7,I3.8,I3.8,4,,1,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V025,PHYSBENCH-REF-0008,P3.5,P3.2,P3.2,P3.2,3,,1,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V125,PHYSBENCH-REF-0042,I3.7,I3.6,I3.6,I3.6,3,,1,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V040,PHYSBENCH-REF-0061,P3.1,P3.2,P3.2,P3.2,3,,1,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V151,PHYSRISK-REF-0039,I3.9,I3.7,I3.9,I3.9,3,,1,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V032,PHYSBENCH-REF-0025,P3.2,P3.1,P3.2,P3.2,3,,1,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V165,PHYSBENCH-REF-0037,S3.6,S3.9,S3.6,S3.9,3,,0,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V110,PHYSBENCH-REF-0043,I3.4,I3.3,I3.3,I3.4,3,,0,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V017,PHYSBENCH-REF-0076,P3.2,P3.1,P3.1,P3.1,3,,1,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V055,PHYSRISK-REF-0010,P3.2,P3.3,P3.2,P3.2,3,,1,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V156,PHYSKR-REF-012,S3.1,S3.4,S3.1,S3.1,4,,1,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V123,PHYSBENCH-REF-0030,I3.4,I3.6,I3.6,I3.6,3,,1,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V101,PHYSBENCH-REF-0049,I3.1,I3.3,I3.1,I3.1,4,,1,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V100,PHYSBENCH-REF-0044,I3.3,I3.1,I3.1,I3.1,3,,1,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V085,PHYSBENCH-REF-0084,P3.4,P3.5,P3.5,P3.5,3,,1,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V172,PHYSRISK-REF-0032,S3.4,S3.6,S3.6,S3.6,5,,1,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V002,PHYSBENCH-REF-0007,P3.1,P3.2,P3.1,P3.1,4,,1,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V048,PHYSBENCH-REF-0085,P3.2,P3.1,P3.2,P3.2,3,,1,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V163,PHYSBENCH-REF-0093,S3.5,S3.3,S3.5,S3.5,3,,1,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V054,PHYSRISK-REF-0009,P3.5,P3.2,P3.2,P3.5,4,,0,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V003,PHYSBENCH-REF-0012,P3.5,P3.1,P3.1,P3.5,3,,0,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V181,PHYSRISK-REF-0022,S3.1,S3.8,S3.8,S3.8,3,,1,True
R-538c0ce57dff,A03,md_legacy,R-538c0ce57dff_c2de7922-66cf-4707-93fa-c80896740850.md,V106,PHYSRISK-REF-0045,I3.2,I3.1,I3.1,I3.1,4,,1,True
